iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,3.0033679477896715,0.6524516488288785,2.6026363654825047,0.4689836211867622,1.6110232157240438,-1.0005901198454061,-1.0005901198454061,-1.0005901198454061,0.0,False,False,0.0,qnei,0.0,False,10,ee44330d-a829-4f37-abde-17a3f2fe4b75,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-1.0005901198454061,9.048311286534384,9.048311286534384,9.048311286534384,9.048311286534384,-1.0005901198454061,9.048311286534384,michalewicz
2,0.4270040294696573,2.1646719429357737,2.644428466875382,1.3367759402838328,3.0062717024781365,-0.9041066659867205,-0.9041066659867205,-0.9041066659867205,0.0,False,False,0.0,qnei,0.0,False,10,ee44330d-a829-4f37-abde-17a3f2fe4b75,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.9041066659867205,8.951827832675699,18.000139119210083,8.951827832675699,9.000069559605041,-0.9041066659867205,8.951827832675699,michalewicz
3,2.5928597954643946,1.0625347409922794,1.8088051076493177,2.3665676041036434,2.598423652312292,-0.4821873194693632,-0.4821873194693632,-0.4821873194693632,0.0,False,False,0.0,qnei,0.0,False,10,ee44330d-a829-4f37-abde-17a3f2fe4b75,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.4821873194693632,8.529908486158341,26.530047605368424,8.529908486158341,8.843349201789474,-0.4821873194693632,8.529908486158341,michalewicz
4,2.9324834426054185,0.45551426842114484,2.3423093136775615,0.43778531524264847,2.847944080472264,-0.9783677662708578,-0.9783677662708578,-0.9783677662708578,0.0,False,False,0.0,qnei,0.0,False,10,ee44330d-a829-4f37-abde-17a3f2fe4b75,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.4821873194693632,9.026088932959835,35.55613653832826,8.529908486158341,8.889034134582065,-0.4821873194693632,8.529908486158341,michalewicz
5,0.7103594437025119,2.680531730054245,0.9623259560190263,3.0468119599852646,1.6268241612762053,-0.1892230366634753,-0.1892230366634753,-0.1892230366634753,0.0,False,False,0.0,qnei,0.0,False,10,ee44330d-a829-4f37-abde-17a3f2fe4b75,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,8.236944203352454,43.79308074168071,8.236944203352454,8.758616148336142,-0.1892230366634753,8.236944203352454,michalewicz
6,3.141592653589793,2.0842696379697148,0.0,3.141592653589793,0.0,-1.053938228554996,-1.053938228554996,-1.053938228554996,0.0,False,False,0.0,qnei,0.433887500083074,False,10,ee44330d-a829-4f37-abde-17a3f2fe4b75,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,9.101659395243974,52.89474013692468,8.236944203352454,8.81579002282078,-0.1892230366634753,8.236944203352454,michalewicz
7,1.07195780770157,1.9679945951164388,1.5608832319970103,2.856503775673826,2.5805471697276525,-0.8352365724731478,-0.8352365724731478,-0.8352365724731478,0.0,False,False,0.0,qnei,0.39099939994048327,False,10,ee44330d-a829-4f37-abde-17a3f2fe4b75,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,8.882957739162126,61.777697876086805,8.236944203352454,8.825385410869544,-0.1892230366634753,8.236944203352454,michalewicz
8,0.5113584549447182,2.9093812743609866,0.7743493266815801,3.141592653589793,1.4108082963648187,-1.05083437856446,-1.05083437856446,-1.05083437856446,0.0,False,False,0.0,qnei,0.4488912000088021,False,10,ee44330d-a829-4f37-abde-17a3f2fe4b75,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,9.098555545253438,70.87625342134024,8.236944203352454,8.85953167766753,-0.1892230366634753,8.236944203352454,michalewicz
9,0.7284550165218655,2.651836246528177,0.9862278989900529,3.0574270935933767,1.6789020496053102,0.6386422576810986,0.6386422576810986,0.6386422576810986,0.0,False,False,0.0,qnei,0.5211196000454947,False,10,ee44330d-a829-4f37-abde-17a3f2fe4b75,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.6386422576810986,7.40907890900788,78.28533233034811,7.40907890900788,8.698370258927568,0.6386422576810986,7.40907890900788,michalewicz
10,0.7333943010191518,2.638930616703963,0.9971323513490482,3.0727006987450727,1.7139865755760058,1.2930288553560603,1.2930288553560603,1.2930288553560603,0.0,False,False,0.0,qnei,0.44897179992403835,False,10,ee44330d-a829-4f37-abde-17a3f2fe4b75,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.2930288553560603,6.754692311332918,85.04002464168103,6.754692311332918,8.504002464168103,1.2930288553560603,6.754692311332918,michalewicz
