iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.028689008371944547,0.14792608457745593,0.9282110229603695,1.571302229950474,1.571302229950474,False,0.0,pi,0.0,False,False,11,e985dec2-83ac-4589-9ba2-a0c58e282f46,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,6.395861733341463,6.395861733341463,6.395861733341463,6.395861733341463,1.571302229950474,6.395861733341463,hartmann_6
2,0.07042057615419683,0.12977394939929798,0.9483284532917751,0.6218835927963828,0.368993123729791,0.5113900218032627,0.37926057518372475,0.37926057518372475,False,0.0,pi,0.0,False,False,11,e985dec2-83ac-4589-9ba2-a0c58e282f46,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,7.587903388108212,13.983765121449675,6.395861733341463,6.991882560724838,1.571302229950474,6.395861733341463,hartmann_6
3,0.6628429525167993,0.2753088157611293,0.13796807286695534,0.7880395945039919,0.6703605841024838,0.5123823134831604,-0.6412990271898988,-0.6412990271898988,False,0.0,pi,0.0,False,False,11,e985dec2-83ac-4589-9ba2-a0c58e282f46,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,8.608462990481836,22.59222811193151,6.395861733341463,7.530742703977171,1.571302229950474,6.395861733341463,hartmann_6
4,0.8167364359696581,0.5490752688700263,0.9809136392973055,0.20450946133004488,0.5537303628652278,0.4836246969233877,-0.45831383618453114,-0.45831383618453114,False,0.0,pi,0.0,False,False,11,e985dec2-83ac-4589-9ba2-a0c58e282f46,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,8.425477799476468,31.01770591140798,6.395861733341463,7.754426477851995,1.571302229950474,6.395861733341463,hartmann_6
5,0.3532748550604481,0.5915953039490435,0.23530123166758055,0.8022026837784835,0.8673335518424147,0.12875967122785104,1.3104474652198819,1.3104474652198819,False,0.0,pi,0.0,False,False,11,e985dec2-83ac-4589-9ba2-a0c58e282f46,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.571302229950474,6.656716498072055,37.67442240948004,6.395861733341463,7.5348844818960075,1.571302229950474,6.395861733341463,hartmann_6
6,0.1617985710834755,0.3660689641779944,0.674105678213231,0.14309503467419726,0.06673543594054765,0.9061381554074175,2.42186451324653,2.42186451324653,False,0.0,pi,0.3128012999659404,False,True,11,e985dec2-83ac-4589-9ba2-a0c58e282f46,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.42186451324653,5.545299450045407,43.21972185952544,5.545299450045407,7.203286976587574,2.42186451324653,5.545299450045407,hartmann_6
7,0.18659865340023252,0.008904580876476165,0.8020074229954839,0.0730069101712344,0.03054683350177878,0.9208137351969293,0.5012919529168673,0.5012919529168673,False,0.0,pi,0.48683020001044497,False,True,11,e985dec2-83ac-4589-9ba2-a0c58e282f46,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.42186451324653,7.46587201037507,50.685593869900515,5.545299450045407,7.240799124271502,2.42186451324653,5.545299450045407,hartmann_6
8,0.010577736100933932,0.3764406663312395,0.44753444667432185,0.46614244207932887,0.07933353116190489,0.8119742719987548,1.1005987427384865,1.1005987427384865,False,0.0,pi,0.36533860000781715,False,True,11,e985dec2-83ac-4589-9ba2-a0c58e282f46,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.42186451324653,6.866565220553451,57.55215909045397,5.545299450045407,7.194019886306746,2.42186451324653,5.545299450045407,hartmann_6
9,0.18825434501129745,0.38320048885800817,0.6588091427633661,0.32111358672679446,0.5104037427843338,0.7233287798656589,2.9955934091584693,2.9955934091584693,False,0.0,pi,0.4514470999711193,False,True,11,e985dec2-83ac-4589-9ba2-a0c58e282f46,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.9955934091584693,4.971570554133468,62.52372964458743,4.971570554133468,6.9470810716208256,2.9955934091584693,4.971570554133468,hartmann_6
10,0.22572987856391324,0.37619003510928406,0.7091887336639594,0.38059649283607955,0.4967465857577372,0.8959313968017297,1.9240487393354042,1.9240487393354042,False,0.0,pi,0.49565509997773916,False,True,11,e985dec2-83ac-4589-9ba2-a0c58e282f46,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.9955934091584693,6.043115223956533,68.56684486854397,4.971570554133468,6.856684486854396,2.9955934091584693,4.971570554133468,hartmann_6
