iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.9560017096289753,0.20768181007914688,0.8284448852745308,0.14928212308202027,0.5128046164365648,0.13591960402050662,-0.6267979259035751,,-0.6267979259035751,0.0,False,True,,logei,0.0,False,True,,10,7e9d87b2-a578-4eef-901b-5ea00b5c98b9,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.6267979259035751,8.593961889195512,8.593961889195512,8.593961889195512,8.593961889195512,-0.6267979259035751,8.593961889195512,hartmann_6
2,0.6890364797811311,0.841747724312279,0.4255089974049766,0.9569260034533662,0.8253329063847983,0.338215312471576,-0.5446509982998606,,-0.5446509982998606,0.0,False,True,,logei,0.0,False,True,,10,7e9d87b2-a578-4eef-901b-5ea00b5c98b9,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.5446509982998606,8.511814961591798,17.105776850787308,8.511814961591798,8.552888425393654,-0.6267979259035751,8.593961889195512,hartmann_6
3,0.5757605479445136,0.7533018647084769,0.8271039370247955,0.9334384708515814,0.1449946949362273,0.7455802110439375,-0.2824787103633238,-0.2824787103633238,-0.2824787103633238,0.0,False,True,0.0,logei,0.0,False,False,,10,7e9d87b2-a578-4eef-901b-5ea00b5c98b9,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.2824787103633238,8.249642673655261,25.355419524442567,8.249642673655261,8.451806508147522,-0.2824787103633238,8.249642673655261,hartmann_6
4,0.13935139386782236,0.9065287561129268,0.22611443367452744,0.8532397499056062,0.3063178655321238,0.9698303682063217,-0.6526595761757241,-0.6526595761757241,-0.6526595761757241,0.0,False,True,0.0,logei,0.0,False,False,,10,7e9d87b2-a578-4eef-901b-5ea00b5c98b9,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.2824787103633238,8.619823539467662,33.97524306391023,8.249642673655261,8.493810765977557,-0.2824787103633238,8.249642673655261,hartmann_6
5,0.5178342136168697,0.32247455876606135,0.28243351716467957,0.605864995819676,0.3337644567193383,0.6786487735081429,1.3151007595726205,1.3151007595726205,1.3151007595726205,0.0,False,True,0.0,logei,0.0,False,False,,10,7e9d87b2-a578-4eef-901b-5ea00b5c98b9,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,1.3151007595726205,6.652063203719317,40.62730626762954,6.652063203719317,8.12546125352591,1.3151007595726205,6.652063203719317,hartmann_6
6,0.5942689258677256,0.11206613005918602,0.19853339008388285,0.490958712048359,0.37360338171544355,0.6000280488116088,2.3348257320171015,2.3348257320171015,2.3348257320171015,0.0,False,True,0.0,logei,0.37246199999935925,False,False,,10,7e9d87b2-a578-4eef-901b-5ea00b5c98b9,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.3348257320171015,5.632338231274836,46.25964449890438,5.632338231274836,7.709940749817396,2.3348257320171015,5.632338231274836,hartmann_6
7,0.8095918418687771,0.0,0.011533198190956375,0.20090250610751656,0.46806750791093255,0.3888121855473194,0.032824994027954385,0.032824994027954385,0.032824994027954385,0.0,False,True,0.0,logei,0.2588639999739826,False,False,,10,7e9d87b2-a578-4eef-901b-5ea00b5c98b9,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.3348257320171015,7.934338969263982,54.19398346816836,5.632338231274836,7.741997638309766,2.3348257320171015,5.632338231274836,hartmann_6
8,0.22154126269667912,0.0,0.0,0.48266408848134396,0.4498800899598722,0.4804139577890425,1.4705372922834752,1.4705372922834752,1.4705372922834752,0.0,False,True,0.0,logei,0.6381972000235692,False,False,,10,7e9d87b2-a578-4eef-901b-5ea00b5c98b9,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.3348257320171015,6.496626671008462,60.690610139176826,5.632338231274836,7.586326267397103,2.3348257320171015,5.632338231274836,hartmann_6
9,0.8523949160214637,0.0,0.2455296287171899,0.48130321402387805,0.33781590065298706,0.7769430376407267,0.7127629392840429,0.7127629392840429,0.7127629392840429,0.0,False,True,0.0,logei,0.6239598999964073,False,False,,10,7e9d87b2-a578-4eef-901b-5ea00b5c98b9,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.3348257320171015,7.254401024007894,67.94501116318472,5.632338231274836,7.549445684798302,2.3348257320171015,5.632338231274836,hartmann_6
10,0.3512817597245509,0.0,0.0,0.3204139243980999,0.5226950018183604,0.6065270640738663,1.7509156164828115,1.7509156164828115,1.7509156164828115,0.0,False,True,0.0,logei,0.7371128000086173,False,False,,10,7e9d87b2-a578-4eef-901b-5ea00b5c98b9,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.3348257320171015,6.216248346809126,74.16125950999384,5.632338231274836,7.416125950999384,2.3348257320171015,5.632338231274836,hartmann_6
11,0.47764848041339547,0.08719511322904482,0.274707921170005,0.5701041659767431,0.36736879827539465,0.732382288762342,1.9745486914838017,1.9745486914838017,1.9745486914838017,0.0,False,True,0.0,logei,0.45175509998807684,False,False,,10,7e9d87b2-a578-4eef-901b-5ea00b5c98b9,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",7.967163963291937,2.3348257320171015,5.992615271808136,80.15387478180197,5.632338231274836,7.286715889254725,2.3348257320171015,5.632338231274836,hartmann_6
