iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.6031481500515619,-0.39422817498468915,-0.6181928035717457,True,-0.2239646285870565,logei,0.0,False,1.6407415411981159,9,8f3cd1ac-3943-4eed-8cb2-26cf00d1937a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,-0.39422817498468915,3.4491291171404166,3.4491291171404166,3.4491291171404166,3.4491291171404166,-0.39422817498468915,3.4491291171404166,hartmann_3
2,0.7775340829201788,0.7160746296035653,0.9153801204905075,1.7378678023125438,1.6407415411981159,True,-0.0971262611144279,logei,0.0,False,1.6407415411981159,9,8f3cd1ac-3943-4eed-8cb2-26cf00d1937a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.7378678023125438,1.3170331398431838,4.7661622569836,1.3170331398431838,2.3830811284918,1.7378678023125438,1.3170331398431838,hartmann_3
3,0.8603936491828846,0.9182376290487624,0.026587734467597213,-0.9871025361789454,-0.30856759849520976,True,0.6785349376837356,logei,0.0,False,2.237867802312544,9,8f3cd1ac-3943-4eed-8cb2-26cf00d1937a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.7378678023125438,4.0420034783346726,8.808165735318273,1.3170331398431838,2.936055245106091,1.7378678023125438,1.3170331398431838,hartmann_3
4,0.4372480001295087,0.48494432697728806,0.06515419737010752,-0.9087857119633538,-1.2969717566673007,True,-0.3881860447039469,logei,0.0,False,2.237867802312544,9,8f3cd1ac-3943-4eed-8cb2-26cf00d1937a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.7378678023125438,3.9636866541190816,12.771852389437354,1.3170331398431838,3.1929630973593386,1.7378678023125438,1.3170331398431838,hartmann_3
5,0.005626050679392924,0.830621436971257,0.9833022442861755,0.28104361833347785,0.25917908582088445,True,-0.021864532512593404,logei,0.0,False,2.237867802312544,9,8f3cd1ac-3943-4eed-8cb2-26cf00d1937a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.7378678023125438,2.77385732382225,15.545709713259605,1.3170331398431838,3.109141942651921,1.7378678023125438,1.3170331398431838,hartmann_3
6,0.9337248841248963,0.8243692675495313,1.0,0.06572297291166372,-0.3437664755402197,True,-0.40948944845188345,logei,0.27261339995311573,False,2.237867802312544,9,8f3cd1ac-3943-4eed-8cb2-26cf00d1937a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.7378678023125438,2.989177969244064,18.53488768250367,1.3170331398431838,3.0891479470839447,1.7378678023125438,1.3170331398431838,hartmann_3
7,0.7282362144053195,0.7324449436251531,0.9312558470866751,1.4748761497326117,1.4392382703367852,True,-0.03563787939582652,logei,0.35808259999612346,False,2.237867802312544,9,8f3cd1ac-3943-4eed-8cb2-26cf00d1937a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.7378678023125438,1.5800247924231159,20.114912474926786,1.3170331398431838,2.873558924989541,1.7378678023125438,1.3170331398431838,hartmann_3
8,0.45043799460052,0.6759027487622209,0.8844471574343414,2.4084286133798454,2.237867802312544,True,-0.17056081106730137,logei,0.26335480000125244,False,2.237867802312544,9,8f3cd1ac-3943-4eed-8cb2-26cf00d1937a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.4084286133798454,0.6464723287758822,20.76138480370267,0.6464723287758822,2.5951731004628336,2.4084286133798454,0.6464723287758822,hartmann_3
9,0.0,0.6312837201091945,0.9493415622410943,2.0065835989312752,1.848572863767765,True,-0.15801073516351027,logei,0.29116480000084266,False,2.9084286133798454,9,8f3cd1ac-3943-4eed-8cb2-26cf00d1937a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.4084286133798454,1.0483173432244524,21.809702146927123,0.6464723287758822,2.423300238547458,2.4084286133798454,0.6464723287758822,hartmann_3
10,0.24807146798904867,0.6725643784740296,0.7483430285691598,1.98671817320553,2.032289616537933,True,0.04557144333240326,logei,0.2820472000166774,False,2.9084286133798454,9,8f3cd1ac-3943-4eed-8cb2-26cf00d1937a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.4084286133798454,1.0681827689501977,22.87788491587732,0.6464723287758822,2.2877884915877322,2.4084286133798454,0.6464723287758822,hartmann_3
11,0.7305198519763677,0.646932494675215,1.0,0.972408290025988,1.0478780662940599,True,0.07546977626807183,logei,0.2921006999677047,False,2.9084286133798454,9,8f3cd1ac-3943-4eed-8cb2-26cf00d1937a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.4084286133798454,2.0824926521297398,24.96037756800706,0.6464723287758822,2.2691252334551875,2.4084286133798454,0.6464723287758822,hartmann_3
12,0.0,0.6559531838235949,0.8397738226134777,2.6802949945021597,2.6483853864659905,True,-0.03190960803616916,logei,0.38481050002155825,False,2.9084286133798454,9,8f3cd1ac-3943-4eed-8cb2-26cf00d1937a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.6802949945021597,0.3746059476535679,25.33498351566063,0.3746059476535679,2.1112486263050525,2.6802949945021597,0.3746059476535679,hartmann_3
