iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-7.428595944616008,-0.014442751197700332,2.029967152467149,-9.42621983256111,-7.041478308450881,8.564220459207391,-8.591588476916064,-7.40452101201404,8.9665690658355,2.4376718559276576,-2.6201375254041803,-1.0005544249713205,-1.0005544249713205,-1.0005544249713205,0.0,False,True,0.0,logei,0.0,False,False,11,a0e20ef5-93c1-46ff-9413-c121f0d144a9,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.0005544249713205,3.625034756749933,3.625034756749933,3.625034756749933,3.625034756749933,-1.0005544249713205,3.625034756749933,levy_10
2,0.22780043606525346,3.2568590503359847,-4.493823684777414,-7.240638542660893,5.760791890079837,3.4072116820496756,0.24764626966320868,6.334728719393162,0.9815053774005271,9.618272785946111,-5.909810773399102,0.28151697911973667,0.28151697911973667,0.28151697911973667,0.0,False,True,0.0,logei,0.0,False,False,11,a0e20ef5-93c1-46ff-9413-c121f0d144a9,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.28151697911973667,2.3429633526588756,5.967998109408809,2.3429633526588756,2.9839990547044044,0.28151697911973667,2.3429633526588756,levy_10
3,1.0746072573045566,-0.3275060615322456,-2.934502898791038,1.8319060789808699,-5.2939753666483895,6.044053675569671,7.346671036848292,-7.424806575442979,-0.6585358652345779,-4.457102149325913,-8.337660045295152,1.0711521180853574,1.0711521180853574,1.0711521180853574,0.0,False,True,0.0,logei,0.0,False,False,11,a0e20ef5-93c1-46ff-9413-c121f0d144a9,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,1.553328213693255,7.5213263231020635,1.553328213693255,2.5071087743673544,1.0711521180853574,1.553328213693255,levy_10
4,7.9188861650073505,-1.4010261590432922,-7.046174000758119,3.467247145518215,-5.955679444239237,8.028621573763537,-5.657034851629437,-9.338506252451426,-5.984620916775613,-3.085042524887209,-0.6218367315503066,-0.9794788163623632,-0.9794788163623632,-0.9794788163623632,0.0,False,True,0.0,logei,0.0,False,False,11,a0e20ef5-93c1-46ff-9413-c121f0d144a9,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,3.6039591481409756,11.12528547124304,1.553328213693255,2.78132136781076,1.0711521180853574,1.553328213693255,levy_10
5,8.122686777911213,3.9472217747259553,-3.2135867851510946,-9.662455698050042,-6.803526117900381,9.928717510793412,-0.8056804021363089,3.8207983263751863,-8.906638771963241,-9.318994421059248,6.917802128901151,-1.9565206783538978,,-1.9565206783538978,0.0,False,True,,logei,0.0,False,True,11,a0e20ef5-93c1-46ff-9413-c121f0d144a9,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,4.5810010101325105,15.70628648137555,1.553328213693255,3.1412572962751097,1.0711521180853574,1.553328213693255,levy_10
6,-0.5145166250798886,1.6522590243710966,-2.9464341401766676,-1.9296218032322519,0.3017114991130187,3.999936418023497,9.120006571329238,-0.34831430310273653,0.7768623692981076,1.214962935393034,-9.900578803965054,1.2937326261188344,1.2937326261188344,1.2937326261188344,0.0,False,True,0.0,logei,0.40794979996280745,False,False,11,a0e20ef5-93c1-46ff-9413-c121f0d144a9,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2937326261188344,1.3307477056597778,17.037034187035328,1.3307477056597778,2.8395056978392215,1.2937326261188344,1.3307477056597778,levy_10
7,-4.338440638370265,3.082455951763168,-0.24593379588573375,10.0,2.4573366545268107,-3.3275863688868497,10.0,1.9028786494680825,-0.45881413874600724,-10.0,-10.0,-1.5857548598267412,-1.5857548598267412,-1.5857548598267412,0.0,False,True,0.0,logei,0.5183743000379764,False,False,11,a0e20ef5-93c1-46ff-9413-c121f0d144a9,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2937326261188344,4.210235191605354,21.24726937864068,1.3307477056597778,3.0353241969486686,1.2937326261188344,1.3307477056597778,levy_10
8,0.6104327593800282,1.9594613325875971,-3.8284775372333466,-5.472110336971893,1.8733576006428558,5.958626681464099,10.0,1.5459108398836112,1.991965945696464,-3.9999352609664114,-10.0,0.4123731349699521,0.4123731349699521,0.4123731349699521,0.0,False,True,0.0,logei,0.5710470000049099,False,False,11,a0e20ef5-93c1-46ff-9413-c121f0d144a9,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2937326261188344,2.21210719680866,23.45937657544934,1.3307477056597778,2.9324220719311676,1.2937326261188344,1.3307477056597778,levy_10
9,-0.4180950505887159,0.0275843418081992,-2.665737170050537,-0.6667017658092536,-4.6553069600791614,4.356854078617594,6.926137240114318,-6.2025326018044,-1.1373231500049386,10.0,-9.499347941870754,0.1333267614578031,,0.1333267614578031,0.0,False,True,,logei,0.40778729994781315,False,True,11,a0e20ef5-93c1-46ff-9413-c121f0d144a9,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2937326261188344,2.491153570320809,25.95053014577015,1.3307477056597778,2.8833922384189052,1.2937326261188344,1.3307477056597778,levy_10
10,-0.4182075794627756,0.027538527956737377,-2.665941751029519,-0.6667872495203,-4.6553766633829134,4.3564881116136185,6.9262841481036395,-6.202935324721248,-1.1368009475654188,10.0,-9.4991339943085,0.13337566428078024,,0.13337566428078024,0.0,False,True,,logei,0.7883147000102326,False,True,11,a0e20ef5-93c1-46ff-9413-c121f0d144a9,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2937326261188344,2.491104667497832,28.44163481326798,1.3307477056597778,2.844163481326798,1.2937326261188344,1.3307477056597778,levy_10
