dataset,acquisition,seed,error_model,jitter_std,jitter_iteration,variant,budget,k,tolerance,extra,censored,multiplier
eggholder,logei,10,gaussian,1.0,0,sched-front20,50,10,0.01,0.0,False,1.0
eggholder,logei,10,gaussian,1.0,0,sched-front20,50,25,0.01,0.0,False,1.0
eggholder,logei,10,gaussian,5.0,0,sched-front20,50,10,0.01,0.0,False,1.0
eggholder,logei,10,gaussian,5.0,0,sched-front20,50,25,0.01,0.0,False,1.0
eggholder,logei,11,gaussian,1.0,0,sched-front20,50,10,0.01,41.0,True,5.1
eggholder,logei,11,gaussian,1.0,0,sched-front20,50,25,0.01,36.0,True,2.44
eggholder,logei,11,gaussian,5.0,0,sched-front20,50,10,0.01,41.0,True,5.1
eggholder,logei,11,gaussian,5.0,0,sched-front20,50,25,0.01,36.0,True,2.44
eggholder,logei,7,gaussian,1.0,0,sched-front20,50,10,0.01,0.0,False,1.0
eggholder,logei,7,gaussian,1.0,0,sched-front20,50,25,0.01,3.0,False,1.12
eggholder,logei,7,gaussian,5.0,0,sched-front20,50,10,0.01,0.0,False,1.0
eggholder,logei,7,gaussian,5.0,0,sched-front20,50,25,0.01,25.0,True,2.0
eggholder,logei,8,gaussian,1.0,0,sched-front20,50,10,0.01,0.0,False,1.0
eggholder,logei,8,gaussian,1.0,0,sched-front20,50,25,0.01,33.0,True,2.32
eggholder,logei,8,gaussian,5.0,0,sched-front20,50,10,0.01,0.0,False,1.0
eggholder,logei,8,gaussian,5.0,0,sched-front20,50,25,0.01,33.0,True,2.32
eggholder,logei,9,gaussian,1.0,0,sched-front20,50,10,0.01,17.0,False,2.7
eggholder,logei,9,gaussian,1.0,0,sched-front20,50,25,0.01,25.0,True,2.0
eggholder,logei,9,gaussian,5.0,0,sched-front20,50,10,0.01,6.0,False,1.6
eggholder,logei,9,gaussian,5.0,0,sched-front20,50,25,0.01,25.0,True,2.0
eggholder,qnei,10,gaussian,1.0,0,sched-front20,50,10,0.01,0.0,False,1.0
eggholder,qnei,10,gaussian,1.0,0,sched-front20,50,25,0.01,0.0,False,1.0
eggholder,qnei,10,gaussian,5.0,0,sched-front20,50,10,0.01,0.0,False,1.0
eggholder,qnei,10,gaussian,5.0,0,sched-front20,50,25,0.01,0.0,False,1.0
eggholder,qnei,11,gaussian,1.0,0,sched-front20,50,10,0.01,21.0,False,3.1
eggholder,qnei,11,gaussian,1.0,0,sched-front20,50,25,0.01,28.0,True,2.12
eggholder,qnei,11,gaussian,5.0,0,sched-front20,50,10,0.01,1.0,False,1.1
eggholder,qnei,11,gaussian,5.0,0,sched-front20,50,25,0.01,-11.0,False,0.56
eggholder,qnei,7,gaussian,1.0,0,sched-front20,50,10,0.01,-1.0,False,0.9
eggholder,qnei,7,gaussian,1.0,0,sched-front20,50,25,0.01,0.0,False,1.0
eggholder,qnei,7,gaussian,5.0,0,sched-front20,50,10,0.01,15.0,False,2.5
eggholder,qnei,7,gaussian,5.0,0,sched-front20,50,25,0.01,3.0,False,1.12
eggholder,qnei,8,gaussian,1.0,0,sched-front20,50,10,0.01,0.0,False,1.0
eggholder,qnei,8,gaussian,1.0,0,sched-front20,50,25,0.01,-12.0,False,0.52
eggholder,qnei,8,gaussian,5.0,0,sched-front20,50,10,0.01,0.0,False,1.0
eggholder,qnei,8,gaussian,5.0,0,sched-front20,50,25,0.01,10.0,False,1.4
eggholder,qnei,9,gaussian,1.0,0,sched-front20,50,10,0.01,18.0,False,2.8
eggholder,qnei,9,gaussian,1.0,0,sched-front20,50,25,0.01,17.0,False,1.68
eggholder,qnei,9,gaussian,5.0,0,sched-front20,50,10,0.01,11.0,False,2.1
eggholder,qnei,9,gaussian,5.0,0,sched-front20,50,25,0.01,34.0,True,2.36
griewank,logei,10,gaussian,1.0,0,sched-front20,50,10,0.01,2.0,False,1.2
griewank,logei,10,gaussian,1.0,0,sched-front20,50,25,0.01,33.0,True,2.32
griewank,logei,10,gaussian,5.0,0,sched-front20,50,10,0.01,43.0,True,5.3
griewank,logei,10,gaussian,5.0,0,sched-front20,50,25,0.01,33.0,True,2.32
griewank,logei,11,gaussian,1.0,0,sched-front20,50,10,0.01,41.0,True,5.1
griewank,logei,11,gaussian,1.0,0,sched-front20,50,25,0.01,30.0,True,2.2
griewank,logei,11,gaussian,5.0,0,sched-front20,50,10,0.01,18.0,False,2.8
griewank,logei,11,gaussian,5.0,0,sched-front20,50,25,0.01,30.0,True,2.2
griewank,logei,7,gaussian,1.0,0,sched-front20,50,10,0.01,12.0,False,2.2
griewank,logei,7,gaussian,1.0,0,sched-front20,50,25,0.01,28.0,True,2.12
griewank,logei,7,gaussian,5.0,0,sched-front20,50,10,0.01,40.0,True,5.0
griewank,logei,7,gaussian,5.0,0,sched-front20,50,25,0.01,28.0,True,2.12
griewank,logei,8,gaussian,1.0,0,sched-front20,50,10,0.01,4.0,False,1.4
griewank,logei,8,gaussian,1.0,0,sched-front20,50,25,0.01,27.0,True,2.08
griewank,logei,8,gaussian,5.0,0,sched-front20,50,10,0.01,29.0,False,3.9
griewank,logei,8,gaussian,5.0,0,sched-front20,50,25,0.01,27.0,True,2.08
griewank,logei,9,gaussian,1.0,0,sched-front20,50,10,0.01,24.0,False,3.4
griewank,logei,9,gaussian,1.0,0,sched-front20,50,25,0.01,29.0,True,2.16
griewank,logei,9,gaussian,5.0,0,sched-front20,50,10,0.01,40.0,True,5.0
griewank,logei,9,gaussian,5.0,0,sched-front20,50,25,0.01,29.0,True,2.16
griewank,qnei,10,gaussian,1.0,0,sched-front20,50,10,0.01,0.0,False,1.0
griewank,qnei,10,gaussian,1.0,0,sched-front20,50,25,0.01,30.0,True,2.2
griewank,qnei,10,gaussian,5.0,0,sched-front20,50,10,0.01,43.0,True,5.3
griewank,qnei,10,gaussian,5.0,0,sched-front20,50,25,0.01,30.0,True,2.2
griewank,qnei,11,gaussian,1.0,0,sched-front20,50,10,0.01,30.0,False,4.0
griewank,qnei,11,gaussian,1.0,0,sched-front20,50,25,0.01,25.0,True,2.0
griewank,qnei,11,gaussian,5.0,0,sched-front20,50,10,0.01,41.0,True,5.1
griewank,qnei,11,gaussian,5.0,0,sched-front20,50,25,0.01,25.0,True,2.0
griewank,qnei,7,gaussian,1.0,0,sched-front20,50,10,0.01,13.0,False,2.3
griewank,qnei,7,gaussian,1.0,0,sched-front20,50,25,0.01,30.0,True,2.2
griewank,qnei,7,gaussian,5.0,0,sched-front20,50,10,0.01,41.0,False,5.1
griewank,qnei,7,gaussian,5.0,0,sched-front20,50,25,0.01,30.0,True,2.2
griewank,qnei,8,gaussian,1.0,0,sched-front20,50,10,0.01,4.0,False,1.4
griewank,qnei,8,gaussian,1.0,0,sched-front20,50,25,0.01,28.0,True,2.12
griewank,qnei,8,gaussian,5.0,0,sched-front20,50,10,0.01,42.0,True,5.2
griewank,qnei,8,gaussian,5.0,0,sched-front20,50,25,0.01,28.0,True,2.12
griewank,qnei,9,gaussian,1.0,0,sched-front20,50,10,0.01,-2.0,False,0.8
griewank,qnei,9,gaussian,1.0,0,sched-front20,50,25,0.01,29.0,True,2.16
griewank,qnei,9,gaussian,5.0,0,sched-front20,50,10,0.01,9.0,False,1.9
griewank,qnei,9,gaussian,5.0,0,sched-front20,50,25,0.01,29.0,True,2.16
hartmann_3,logei,10,gaussian,1.0,0,sched-front20,50,10,0.01,0.0,False,1.0
hartmann_3,logei,10,gaussian,1.0,0,sched-front20,50,25,0.01,37.0,True,2.48
hartmann_3,logei,10,gaussian,5.0,0,sched-front20,50,10,0.01,41.0,True,5.1
hartmann_3,logei,10,gaussian,5.0,0,sched-front20,50,25,0.01,37.0,True,2.48
hartmann_3,logei,11,gaussian,1.0,0,sched-front20,50,10,0.01,-1.0,False,0.9
hartmann_3,logei,11,gaussian,1.0,0,sched-front20,50,25,0.01,31.0,True,2.24
hartmann_3,logei,11,gaussian,5.0,0,sched-front20,50,10,0.01,1.0,False,1.1
hartmann_3,logei,11,gaussian,5.0,0,sched-front20,50,25,0.01,16.0,False,1.64
hartmann_3,logei,7,gaussian,1.0,0,sched-front20,50,10,0.01,41.0,True,5.1
hartmann_3,logei,7,gaussian,1.0,0,sched-front20,50,25,0.01,36.0,True,2.44
hartmann_3,logei,7,gaussian,5.0,0,sched-front20,50,10,0.01,41.0,True,5.1
hartmann_3,logei,7,gaussian,5.0,0,sched-front20,50,25,0.01,36.0,True,2.44
hartmann_3,logei,8,gaussian,1.0,0,sched-front20,50,10,0.01,40.0,True,5.0
hartmann_3,logei,8,gaussian,1.0,0,sched-front20,50,25,0.01,31.0,True,2.24
hartmann_3,logei,8,gaussian,5.0,0,sched-front20,50,10,0.01,4.0,False,1.4
hartmann_3,logei,8,gaussian,5.0,0,sched-front20,50,25,0.01,31.0,True,2.24
hartmann_3,logei,9,gaussian,1.0,0,sched-front20,50,10,0.01,17.0,False,2.7
hartmann_3,logei,9,gaussian,1.0,0,sched-front20,50,25,0.01,36.0,True,2.44
hartmann_3,logei,9,gaussian,5.0,0,sched-front20,50,10,0.01,10.0,False,2.0
hartmann_3,logei,9,gaussian,5.0,0,sched-front20,50,25,0.01,36.0,True,2.44
hartmann_3,qnei,10,gaussian,1.0,0,sched-front20,50,10,0.01,0.0,False,1.0
hartmann_3,qnei,10,gaussian,1.0,0,sched-front20,50,25,0.01,14.0,False,1.56
hartmann_3,qnei,10,gaussian,5.0,0,sched-front20,50,10,0.01,41.0,True,5.1
hartmann_3,qnei,10,gaussian,5.0,0,sched-front20,50,25,0.01,36.0,True,2.44
hartmann_3,qnei,11,gaussian,1.0,0,sched-front20,50,10,0.01,12.0,False,2.2
hartmann_3,qnei,11,gaussian,1.0,0,sched-front20,50,25,0.01,18.0,False,1.72
hartmann_3,qnei,11,gaussian,5.0,0,sched-front20,50,10,0.01,14.0,False,2.4
hartmann_3,qnei,11,gaussian,5.0,0,sched-front20,50,25,0.01,31.0,True,2.24
hartmann_3,qnei,7,gaussian,1.0,0,sched-front20,50,10,0.01,40.0,True,5.0
hartmann_3,qnei,7,gaussian,1.0,0,sched-front20,50,25,0.01,38.0,True,2.52
hartmann_3,qnei,7,gaussian,5.0,0,sched-front20,50,10,0.01,40.0,True,5.0
hartmann_3,qnei,7,gaussian,5.0,0,sched-front20,50,25,0.01,38.0,True,2.52
hartmann_3,qnei,8,gaussian,1.0,0,sched-front20,50,10,0.01,5.0,False,1.5
hartmann_3,qnei,8,gaussian,1.0,0,sched-front20,50,25,0.01,14.0,False,1.56
hartmann_3,qnei,8,gaussian,5.0,0,sched-front20,50,10,0.01,42.0,True,5.2
hartmann_3,qnei,8,gaussian,5.0,0,sched-front20,50,25,0.01,34.0,True,2.36
hartmann_3,qnei,9,gaussian,1.0,0,sched-front20,50,10,0.01,7.0,False,1.7
hartmann_3,qnei,9,gaussian,1.0,0,sched-front20,50,25,0.01,37.0,True,2.48
hartmann_3,qnei,9,gaussian,5.0,0,sched-front20,50,10,0.01,41.0,True,5.1
hartmann_3,qnei,9,gaussian,5.0,0,sched-front20,50,25,0.01,37.0,True,2.48
hartmann_6,logei,10,gaussian,1.0,0,sched-front20,50,10,0.01,9.0,False,1.9
hartmann_6,logei,10,gaussian,1.0,0,sched-front20,50,25,0.01,27.0,True,2.08
hartmann_6,logei,10,gaussian,5.0,0,sched-front20,50,10,0.01,42.0,True,5.2
hartmann_6,logei,10,gaussian,5.0,0,sched-front20,50,25,0.01,27.0,True,2.08
hartmann_6,logei,11,gaussian,1.0,0,sched-front20,50,10,0.01,0.0,False,1.0
hartmann_6,logei,11,gaussian,1.0,0,sched-front20,50,25,0.01,26.0,True,2.04
hartmann_6,logei,11,gaussian,5.0,0,sched-front20,50,10,0.01,-2.0,False,0.8
hartmann_6,logei,11,gaussian,5.0,0,sched-front20,50,25,0.01,26.0,True,2.04
hartmann_6,logei,7,gaussian,1.0,0,sched-front20,50,10,0.01,-2.0,False,0.8
hartmann_6,logei,7,gaussian,1.0,0,sched-front20,50,25,0.01,18.0,False,1.72
hartmann_6,logei,7,gaussian,5.0,0,sched-front20,50,10,0.01,0.0,False,1.0
hartmann_6,logei,7,gaussian,5.0,0,sched-front20,50,25,0.01,23.0,False,1.92
hartmann_6,logei,8,gaussian,1.0,0,sched-front20,50,10,0.01,11.0,False,2.1
hartmann_6,logei,8,gaussian,1.0,0,sched-front20,50,25,0.01,29.0,True,2.16
hartmann_6,logei,8,gaussian,5.0,0,sched-front20,50,10,0.01,43.0,True,5.3
hartmann_6,logei,8,gaussian,5.0,0,sched-front20,50,25,0.01,29.0,True,2.16
hartmann_6,logei,9,gaussian,1.0,0,sched-front20,50,10,0.01,1.0,False,1.1
hartmann_6,logei,9,gaussian,1.0,0,sched-front20,50,25,0.01,32.0,True,2.28
hartmann_6,logei,9,gaussian,5.0,0,sched-front20,50,10,0.01,44.0,True,5.4
hartmann_6,logei,9,gaussian,5.0,0,sched-front20,50,25,0.01,32.0,True,2.28
hartmann_6,qnei,10,gaussian,1.0,0,sched-front20,50,10,0.01,16.0,False,2.6
hartmann_6,qnei,10,gaussian,1.0,0,sched-front20,50,25,0.01,27.0,True,2.08
hartmann_6,qnei,10,gaussian,5.0,0,sched-front20,50,10,0.01,42.0,True,5.2
hartmann_6,qnei,10,gaussian,5.0,0,sched-front20,50,25,0.01,27.0,True,2.08
hartmann_6,qnei,11,gaussian,1.0,0,sched-front20,50,10,0.01,-2.0,False,0.8
hartmann_6,qnei,11,gaussian,1.0,0,sched-front20,50,25,0.01,26.0,True,2.04
hartmann_6,qnei,11,gaussian,5.0,0,sched-front20,50,10,0.01,41.0,True,5.1
hartmann_6,qnei,11,gaussian,5.0,0,sched-front20,50,25,0.01,26.0,True,2.04
hartmann_6,qnei,7,gaussian,1.0,0,sched-front20,50,10,0.01,7.0,False,1.7
hartmann_6,qnei,7,gaussian,1.0,0,sched-front20,50,25,0.01,13.0,False,1.52
hartmann_6,qnei,7,gaussian,5.0,0,sched-front20,50,10,0.01,24.0,False,3.4
hartmann_6,qnei,7,gaussian,5.0,0,sched-front20,50,25,0.01,36.0,True,2.44
hartmann_6,qnei,8,gaussian,1.0,0,sched-front20,50,10,0.01,9.0,False,1.9
hartmann_6,qnei,8,gaussian,1.0,0,sched-front20,50,25,0.01,30.0,True,2.2
hartmann_6,qnei,8,gaussian,5.0,0,sched-front20,50,10,0.01,43.0,True,5.3
hartmann_6,qnei,8,gaussian,5.0,0,sched-front20,50,25,0.01,30.0,True,2.2
hartmann_6,qnei,9,gaussian,1.0,0,sched-front20,50,10,0.01,43.0,True,5.3
hartmann_6,qnei,9,gaussian,1.0,0,sched-front20,50,25,0.01,29.0,True,2.16
hartmann_6,qnei,9,gaussian,5.0,0,sched-front20,50,10,0.01,43.0,True,5.3
hartmann_6,qnei,9,gaussian,5.0,0,sched-front20,50,25,0.01,29.0,True,2.16
hicks_law,logei,10,gaussian,1.0,0,sched-front20,50,10,0.01,41.0,True,5.1
hicks_law,logei,10,gaussian,1.0,0,sched-front20,50,25,0.01,41.0,True,2.64
hicks_law,logei,10,gaussian,5.0,0,sched-front20,50,10,0.01,41.0,True,5.1
hicks_law,logei,10,gaussian,5.0,0,sched-front20,50,25,0.01,41.0,True,2.64
hicks_law,logei,11,gaussian,1.0,0,sched-front20,50,10,0.01,-2.0,False,0.8
hicks_law,logei,11,gaussian,1.0,0,sched-front20,50,25,0.01,-2.0,False,0.92
hicks_law,logei,11,gaussian,5.0,0,sched-front20,50,10,0.01,40.0,True,5.0
hicks_law,logei,11,gaussian,5.0,0,sched-front20,50,25,0.01,40.0,True,2.6
hicks_law,logei,7,gaussian,1.0,0,sched-front20,50,10,0.01,42.0,True,5.2
hicks_law,logei,7,gaussian,1.0,0,sched-front20,50,25,0.01,42.0,True,2.68
hicks_law,logei,7,gaussian,5.0,0,sched-front20,50,10,0.01,36.0,False,4.6
hicks_law,logei,7,gaussian,5.0,0,sched-front20,50,25,0.01,36.0,False,2.44
hicks_law,logei,8,gaussian,1.0,0,sched-front20,50,10,0.01,7.0,False,1.7
hicks_law,logei,8,gaussian,1.0,0,sched-front20,50,25,0.01,7.0,False,1.28
hicks_law,logei,8,gaussian,5.0,0,sched-front20,50,10,0.01,41.0,True,5.1
hicks_law,logei,8,gaussian,5.0,0,sched-front20,50,25,0.01,41.0,True,2.64
hicks_law,logei,9,gaussian,1.0,0,sched-front20,50,10,0.01,39.0,False,4.9
hicks_law,logei,9,gaussian,1.0,0,sched-front20,50,25,0.01,39.0,False,2.56
hicks_law,logei,9,gaussian,5.0,0,sched-front20,50,10,0.01,18.0,False,2.8
hicks_law,logei,9,gaussian,5.0,0,sched-front20,50,25,0.01,18.0,False,1.72
hicks_law,qnei,10,gaussian,1.0,0,sched-front20,50,10,0.01,0.0,False,1.0
hicks_law,qnei,10,gaussian,1.0,0,sched-front20,50,25,0.01,0.0,False,1.0
hicks_law,qnei,10,gaussian,5.0,0,sched-front20,50,10,0.01,9.0,False,1.9
hicks_law,qnei,10,gaussian,5.0,0,sched-front20,50,25,0.01,9.0,False,1.36
hicks_law,qnei,11,gaussian,1.0,0,sched-front20,50,10,0.01,35.0,False,4.5
hicks_law,qnei,11,gaussian,1.0,0,sched-front20,50,25,0.01,35.0,False,2.4
hicks_law,qnei,11,gaussian,5.0,0,sched-front20,50,10,0.01,25.0,False,3.5
hicks_law,qnei,11,gaussian,5.0,0,sched-front20,50,25,0.01,25.0,False,2.0
hicks_law,qnei,7,gaussian,1.0,0,sched-front20,50,10,0.01,-1.0,False,0.9
hicks_law,qnei,7,gaussian,1.0,0,sched-front20,50,25,0.01,-1.0,False,0.96
hicks_law,qnei,7,gaussian,5.0,0,sched-front20,50,10,0.01,42.0,True,5.2
hicks_law,qnei,7,gaussian,5.0,0,sched-front20,50,25,0.01,42.0,True,2.68
hicks_law,qnei,8,gaussian,1.0,0,sched-front20,50,10,0.01,17.0,False,2.7
hicks_law,qnei,8,gaussian,1.0,0,sched-front20,50,25,0.01,17.0,False,1.68
hicks_law,qnei,8,gaussian,5.0,0,sched-front20,50,10,0.01,4.0,False,1.4
hicks_law,qnei,8,gaussian,5.0,0,sched-front20,50,25,0.01,4.0,False,1.16
hicks_law,qnei,9,gaussian,1.0,0,sched-front20,50,10,0.01,0.0,False,1.0
hicks_law,qnei,9,gaussian,1.0,0,sched-front20,50,25,0.01,0.0,False,1.0
hicks_law,qnei,9,gaussian,5.0,0,sched-front20,50,10,0.01,36.0,False,4.6
hicks_law,qnei,9,gaussian,5.0,0,sched-front20,50,25,0.01,36.0,False,2.44
levy_10,logei,10,gaussian,1.0,0,sched-front20,50,10,0.01,40.0,True,5.0
levy_10,logei,10,gaussian,1.0,0,sched-front20,50,25,0.01,27.0,True,2.08
levy_10,logei,10,gaussian,5.0,0,sched-front20,50,10,0.01,9.0,False,1.9
levy_10,logei,10,gaussian,5.0,0,sched-front20,50,25,0.01,-1.0,False,0.96
levy_10,logei,11,gaussian,1.0,0,sched-front20,50,10,0.01,2.0,False,1.2
levy_10,logei,11,gaussian,1.0,0,sched-front20,50,25,0.01,7.0,False,1.28
levy_10,logei,11,gaussian,5.0,0,sched-front20,50,10,0.01,22.0,False,3.2
levy_10,logei,11,gaussian,5.0,0,sched-front20,50,25,0.01,24.0,False,1.96
levy_10,logei,7,gaussian,1.0,0,sched-front20,50,10,0.01,10.0,False,2.0
levy_10,logei,7,gaussian,1.0,0,sched-front20,50,25,0.01,30.0,True,2.2
levy_10,logei,7,gaussian,5.0,0,sched-front20,50,10,0.01,14.0,False,2.4
levy_10,logei,7,gaussian,5.0,0,sched-front20,50,25,0.01,3.0,False,1.12
levy_10,logei,8,gaussian,1.0,0,sched-front20,50,10,0.01,0.0,False,1.0
levy_10,logei,8,gaussian,1.0,0,sched-front20,50,25,0.01,32.0,True,2.28
levy_10,logei,8,gaussian,5.0,0,sched-front20,50,10,0.01,0.0,False,1.0
levy_10,logei,8,gaussian,5.0,0,sched-front20,50,25,0.01,27.0,False,2.08
levy_10,logei,9,gaussian,1.0,0,sched-front20,50,10,0.01,15.0,False,2.5
levy_10,logei,9,gaussian,1.0,0,sched-front20,50,25,0.01,-3.0,False,0.88
levy_10,logei,9,gaussian,5.0,0,sched-front20,50,10,0.01,27.0,False,3.7
levy_10,logei,9,gaussian,5.0,0,sched-front20,50,25,0.01,26.0,True,2.04
levy_10,qnei,10,gaussian,1.0,0,sched-front20,50,10,0.01,-1.0,False,0.9
levy_10,qnei,10,gaussian,1.0,0,sched-front20,50,25,0.01,29.0,True,2.16
levy_10,qnei,10,gaussian,5.0,0,sched-front20,50,10,0.01,41.0,True,5.1
levy_10,qnei,10,gaussian,5.0,0,sched-front20,50,25,0.01,29.0,True,2.16
