iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,444.2990447641016,-255.81934909493356,123.77778006187418,333.0408995042145,259.2895555242783,498.45614458860905,0.057472194418865245,0.057472194418865245,0.057472194418865245,0.0,False,True,0.0,logei,0.0,False,False,9,56310973-0b58-4741-822c-dc22e45a24c0,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,2.6963836212401056,2.6963836212401056,2.6963836212401056,2.6963836212401056,0.057472194418865245,2.6963836212401056,griewank
2,432.47237901946164,501.88515485851485,-568.0947186388834,-75.30239984458956,-18.06680762725432,-521.8149631558709,-1.21653991397448,,-1.21653991397448,0.0,False,True,,logei,0.0,False,True,9,56310973-0b58-4741-822c-dc22e45a24c0,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,3.9703957296334504,6.666779350873556,2.6963836212401056,3.333389675436778,0.057472194418865245,2.6963836212401056,griewank
3,-593.2487391847285,396.7457243655084,579.9626931434107,341.53182320721544,-221.27581202607223,246.40044550734456,-1.3389954932437236,,-1.3389954932437236,0.0,False,True,,logei,0.0,False,True,9,56310973-0b58-4741-822c-dc22e45a24c0,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,4.092851308902694,10.75963065977625,2.6963836212401056,3.5865435532587497,0.057472194418865245,2.6963836212401056,griewank
4,-240.98271216210395,288.8981794508984,-264.30333630205564,339.1090983937578,585.2888962734921,583.4862591362862,-1.0998450984185968,-1.0998450984185968,-1.0998450984185968,0.0,False,True,0.0,logei,0.0,False,False,9,56310973-0b58-4741-822c-dc22e45a24c0,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,3.8537009140775673,14.613331573853817,2.6963836212401056,3.653332893463454,0.057472194418865245,2.6963836212401056,griewank
5,459.435080396011,495.3720621407015,249.84829692380697,65.39625271621048,507.8858496842647,-492.32306417482494,-1.15444362565057,,-1.15444362565057,0.0,False,True,,logei,0.0,False,True,9,56310973-0b58-4741-822c-dc22e45a24c0,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,3.9082994413095404,18.521631015163358,2.6963836212401056,3.7043262030326716,0.057472194418865245,2.6963836212401056,griewank
6,600.0,-600.0,414.4999976968362,296.7568657069999,39.48031071802572,394.84221613168944,-1.5854069742842625,,-1.5854069742842625,0.0,False,True,,logei,0.33024769998155534,False,True,9,56310973-0b58-4741-822c-dc22e45a24c0,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,4.339262789943233,22.860893805106592,2.6963836212401056,3.8101489675177653,0.057472194418865245,2.6963836212401056,griewank
7,600.0,-600.0,406.2215087586364,316.53384236195524,19.341131857557535,417.0622662726476,-1.6702843602881967,,-1.6702843602881967,0.0,False,True,,logei,0.20325079996837303,False,True,9,56310973-0b58-4741-822c-dc22e45a24c0,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,4.4241401759471675,27.285033981053758,2.6963836212401056,3.897861997293394,0.057472194418865245,2.6963836212401056,griewank
8,600.0,-600.0,404.788704995685,330.75090341692237,12.292183517613068,464.7727690820076,-1.8620583701103517,-1.8620583701103517,-1.8620583701103517,0.0,False,True,0.0,logei,0.25622569996630773,False,False,9,56310973-0b58-4741-822c-dc22e45a24c0,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,4.615914185769323,31.90094816682308,2.6963836212401056,3.987618520852885,0.057472194418865245,2.6963836212401056,griewank
9,446.8439519295656,-130.73311730362437,14.31802630710311,334.3540255761698,355.6753875145087,507.6578210712068,0.02703067368224392,0.02703067368224392,0.02703067368224392,0.0,False,True,0.0,logei,0.25037039996823296,False,False,9,56310973-0b58-4741-822c-dc22e45a24c0,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.057472194418865245,2.7268251419767267,34.62777330879981,2.6963836212401056,3.8475303676444232,0.057472194418865245,2.6963836212401056,griewank
10,32.474084124290705,-199.12290081826674,127.54727987404725,327.39303601545413,260.12081931511716,520.7195417474205,0.824953829517046,0.824953829517046,0.824953829517046,0.0,False,True,0.0,logei,0.2886712999898009,False,False,9,56310973-0b58-4741-822c-dc22e45a24c0,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.824953829517046,1.9289019861419248,36.55667529494173,1.9289019861419248,3.655667529494173,0.824953829517046,1.9289019861419248,griewank
