iteration,verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.7834584194396825,0.7153720727450927,0.5470369127307623,0.6740397752179977,0.8107545191903397,0.5108275015913553,0.9373161889727688,0.9270247657634711,0.5221521078941425,4.846047577711659,4.846047577711659,False,0.0,qnei,0.0,False,16,ab189b9d-e3d9-4b8b-93e2-55e7e299a8b5,gaussian,0.018236,20,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,4.846047577711659,0.5539524222883978,0.5539524222883978,0.5539524222883978,0.5539524222883978,4.846047577711659,0.5539524222883978,ehmi
2,0.901210481432952,0.5923975807434243,0.847811957449297,0.5775001274328333,0.8458098779916332,0.9793169155322101,0.9924924938749738,0.8316476334966001,0.5817940811611184,4.904343981481482,4.904343981481482,False,0.0,qnei,0.0,False,16,ab189b9d-e3d9-4b8b-93e2-55e7e299a8b5,gaussian,0.018236,20,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,4.904343981481482,0.49565601851857544,1.0496084408069732,0.49565601851857544,0.5248042204034866,4.904343981481482,0.49565601851857544,ehmi
3,0.6974553236378349,0.6389976063224507,0.9778348476399292,0.649672531749869,0.7805384973631648,0.7036826475997189,0.5693637754003789,0.692370755932761,0.8847075269143572,3.8405323302469165,3.8405323302469165,False,0.0,qnei,0.0,False,16,ab189b9d-e3d9-4b8b-93e2-55e7e299a8b5,gaussian,0.018236,20,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,4.904343981481482,1.5594676697531407,2.609076110560114,0.49565601851857544,0.8696920368533713,4.904343981481482,0.49565601851857544,ehmi
4,0.7067996787321853,0.8396572936290931,0.7909269382481262,0.5382610895582614,0.8649424290233361,0.8369880266882306,0.9009663725024559,0.5744657274924556,0.9872495603370006,4.364104591049385,4.364104591049385,False,0.0,qnei,0.0,False,16,ab189b9d-e3d9-4b8b-93e2-55e7e299a8b5,gaussian,0.018236,20,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,4.904343981481482,1.0358954089506724,3.6449715195107864,0.49565601851857544,0.9112428798776966,4.904343981481482,0.49565601851857544,ehmi
5,0.9338267737936935,0.9515349258562003,0.9809725401219054,0.810584504124729,0.6855900544532366,0.5289826852347828,0.849296709986056,0.8157959787501643,0.8245184166154294,4.14289158950618,4.14289158950618,False,0.0,qnei,0.0,False,16,ab189b9d-e3d9-4b8b-93e2-55e7e299a8b5,gaussian,0.018236,20,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,4.904343981481482,1.2571084104938768,4.902079930004663,0.49565601851857544,0.9804159860009326,4.904343981481482,0.49565601851857544,ehmi
6,0.9395819529544215,0.5474838412607795,0.6029438859267362,0.5258914522431407,0.9040143049331053,1.0,1.0,0.9444478862271097,0.5,5.130376157407409,5.130376157407409,False,0.0,qnei,0.41612870000244584,False,16,ab189b9d-e3d9-4b8b-93e2-55e7e299a8b5,gaussian,0.018236,20,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.130376157407409,0.26962384259264827,5.171703772597311,0.26962384259264827,0.8619506287662185,5.130376157407409,0.26962384259264827,ehmi
7,0.9395819529544215,0.5474838412607795,0.6029438859267362,0.5258914522431407,0.9040143049331053,1.0,1.0,0.9444478862271097,0.5,5.130376157407409,5.130376157407409,False,0.0,qnei,0.0,False,16,ab189b9d-e3d9-4b8b-93e2-55e7e299a8b5,gaussian,0.018236,20,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.130376157407409,0.26962384259264827,5.44132761518996,0.26962384259264827,0.7773325164557086,5.130376157407409,0.26962384259264827,ehmi
8,0.5682372274570482,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,4.533925096450627,4.533925096450627,False,0.0,qnei,0.4659494999941671,False,16,ab189b9d-e3d9-4b8b-93e2-55e7e299a8b5,gaussian,0.018236,20,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.130376157407409,0.8660749035494302,6.30740251873939,0.26962384259264827,0.7884253148424237,5.130376157407409,0.26962384259264827,ehmi
9,0.5682372274570482,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,4.533925096450627,4.533925096450627,False,0.0,qnei,0.0,False,16,ab189b9d-e3d9-4b8b-93e2-55e7e299a8b5,gaussian,0.018236,20,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.130376157407409,0.8660749035494302,7.17347742228882,0.26962384259264827,0.79705304692098,5.130376157407409,0.26962384259264827,ehmi
10,1.0,0.5,0.5,0.5,0.9203693363822714,0.6374826834930205,1.0,0.7867627662469843,0.5,5.21402719907406,5.21402719907406,False,0.0,qnei,0.556414799997583,False,16,ab189b9d-e3d9-4b8b-93e2-55e7e299a8b5,gaussian,0.018236,20,extra_trees,composite,learned,1e-06,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",5.400000000000057,5.21402719907406,0.1859728009259971,7.359450223214817,0.1859728009259971,0.7359450223214817,5.21402719907406,0.1859728009259971,ehmi
