iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.9560017096289753,0.20768181007914688,0.8284448852745308,0.3071663307112894,,0.3071663307112894,0.0,False,True,,logei,0.0,False,True,,10,4ff74a6b-42d3-4321-a019-634ee21bf745,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.3071663307112894,2.747734611444438,2.747734611444438,2.747734611444438,2.747734611444438,0.3071663307112894,2.747734611444438,hartmann_3
2,0.14928212308202027,0.5128046164365648,0.13591960402050662,-0.8703311095386822,,-0.8703311095386822,0.0,False,True,,logei,0.0,False,True,,10,4ff74a6b-42d3-4321-a019-634ee21bf745,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.92523205169441,6.672966663138848,2.747734611444438,3.336483331569424,0.3071663307112894,2.747734611444438,hartmann_3
3,0.6890364797811311,0.841747724312279,0.4255089974049766,-0.2909134329371896,-0.2909134329371896,-0.2909134329371896,0.0,False,True,0.0,logei,0.0,False,False,,10,4ff74a6b-42d3-4321-a019-634ee21bf745,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.345814375092917,10.018781038231765,2.747734611444438,3.3395936794105885,-0.2909134329371896,3.345814375092917,hartmann_3
4,0.9569260034533662,0.8253329063847983,0.338215312471576,-0.8973733195280779,-0.8973733195280779,-0.8973733195280779,0.0,False,True,0.0,logei,0.0,False,False,,10,4ff74a6b-42d3-4321-a019-634ee21bf745,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.3071663307112894,3.9522742616838054,13.97105529991557,2.747734611444438,3.4927638249788924,-0.2909134329371896,3.345814375092917,hartmann_3
5,0.5757605479445136,0.7533018647084769,0.8271039370247955,1.6562044985234257,1.6562044985234257,1.6562044985234257,0.0,False,True,0.0,logei,0.0,False,False,,10,4ff74a6b-42d3-4321-a019-634ee21bf745,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.6562044985234257,1.398696443632302,15.369751743547871,1.398696443632302,3.073950348709574,1.6562044985234257,1.398696443632302,hartmann_3
6,0.0,0.8404673762782112,0.9089441270737938,0.7894319326400132,0.7894319326400132,0.7894319326400132,0.0,False,True,0.0,logei,0.25289239996345714,False,False,,10,4ff74a6b-42d3-4321-a019-634ee21bf745,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.6562044985234257,2.2654690095157144,17.635220753063585,1.398696443632302,2.939203458843931,1.6562044985234257,1.398696443632302,hartmann_3
7,0.8646342972172406,0.5384045166953139,0.9021776738384063,2.5466589868215235,2.5466589868215235,2.5466589868215235,0.0,False,True,0.0,logei,0.2645847999956459,False,False,,10,4ff74a6b-42d3-4321-a019-634ee21bf745,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.5466589868215235,0.5082419553342041,18.143462708397788,0.5082419553342041,2.5919232440568267,2.5466589868215235,0.5082419553342041,hartmann_3
8,1.0,0.2869841629903102,0.9900603636613855,0.02925365560860601,0.02925365560860601,0.02925365560860601,0.0,False,True,0.0,logei,0.32084820000454783,False,False,,10,4ff74a6b-42d3-4321-a019-634ee21bf745,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.5466589868215235,3.025647286547122,21.16910999494491,0.5082419553342041,2.646138749368114,2.5466589868215235,0.5082419553342041,hartmann_3
9,1.0,0.6125976343952306,1.0,0.9691285373478001,0.9691285373478001,0.9691285373478001,0.0,False,True,0.0,logei,0.45089149998966604,False,False,,10,4ff74a6b-42d3-4321-a019-634ee21bf745,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.5466589868215235,2.0857724048079276,23.254882399752837,0.5082419553342041,2.5838758221947598,2.5466589868215235,0.5082419553342041,hartmann_3
10,0.9507554206867682,0.5462860007213175,0.8517813324482285,2.7217356917678948,2.7217356917678948,2.7217356917678948,0.0,False,True,0.0,logei,0.35425089998170733,False,False,,10,4ff74a6b-42d3-4321-a019-634ee21bf745,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.7217356917678948,0.33316525038783285,23.58804765014067,0.33316525038783285,2.358804765014067,2.7217356917678948,0.33316525038783285,hartmann_3
