iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625095466604667,0.8972138009695755,0.7756856902451935,0.24904007775011222,0.24904007775011222,0.24904007775011222,0.0,False,True,0.0,ucb,0.0,False,False,,7,a193fe63-2334-4ab5-8378-b1c057407927,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.24904007775011222,2.8058608644056156,2.8058608644056156,2.8058608644056156,2.8058608644056156,0.24904007775011222,2.8058608644056156,hartmann_3
2,0.22520718999059186,0.30016628491122543,0.8735534453962619,1.1754030797677335,1.1754030797677335,1.1754030797677335,0.0,False,True,0.0,ucb,0.0,False,False,,7,a193fe63-2334-4ab5-8378-b1c057407927,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1754030797677335,1.879497862387994,4.685358726793609,1.879497862387994,2.3426793633968046,1.1754030797677335,1.879497862387994,hartmann_3
3,0.005265304565574724,0.8212284183827663,0.7970694287520462,1.1880648068824795,1.1880648068824795,1.1880648068824795,0.0,False,True,0.0,ucb,0.0,False,False,,7,a193fe63-2334-4ab5-8378-b1c057407927,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,1.866836135273248,6.552194862066857,1.866836135273248,2.184064954022286,1.1880648068824795,1.866836135273248,hartmann_3
4,0.4679349528437208,0.3030324268193135,0.2784256121007733,-0.26232363504763334,-0.26232363504763334,-0.26232363504763334,0.0,False,True,0.0,ucb,0.0,False,False,,7,a193fe63-2334-4ab5-8378-b1c057407927,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.317224577203361,9.869419439270217,1.866836135273248,2.4673548598175543,1.1880648068824795,1.866836135273248,hartmann_3
5,0.2548695876541246,0.4450763058826466,0.5045482589579533,-0.3085779726034354,-0.3085779726034354,-0.3085779726034354,0.0,False,True,0.0,ucb,0.0,False,False,,7,a193fe63-2334-4ab5-8378-b1c057407927,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.363478914759163,13.23289835402938,1.866836135273248,2.646579670805876,1.1880648068824795,1.866836135273248,hartmann_3
6,0.0,1.0,1.0,-0.6369908231132015,-0.6369908231132015,-0.6369908231132015,0.0,False,True,0.0,ucb,0.1549728999962099,False,False,,7,a193fe63-2334-4ab5-8378-b1c057407927,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.691891765268929,16.924790119298308,1.866836135273248,2.8207983532163845,1.1880648068824795,1.866836135273248,hartmann_3
7,0.0,0.11672268192143746,0.7921549666820149,-0.2703155857913138,-0.2703155857913138,-0.2703155857913138,0.0,False,True,0.0,ucb,0.2721414000261575,False,False,,7,a193fe63-2334-4ab5-8378-b1c057407927,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.3252165279470414,20.25000664724535,1.866836135273248,2.8928580924636216,1.1880648068824795,1.866836135273248,hartmann_3
8,0.17265089233778266,0.6138206818798132,0.8339247191036355,2.8952527468252693,2.8952527468252693,2.8952527468252693,0.0,False,True,0.0,ucb,0.29659199999878183,False,False,,7,a193fe63-2334-4ab5-8378-b1c057407927,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.8952527468252693,0.15964819533045826,20.409654842575808,0.15964819533045826,2.551206855321976,2.8952527468252693,0.15964819533045826,hartmann_3
9,0.0,0.5673447559279639,0.9747595250736584,1.6772097887919621,1.6772097887919621,1.6772097887919621,0.0,False,True,0.0,ucb,0.30905949999578297,False,False,,7,a193fe63-2334-4ab5-8378-b1c057407927,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.8952527468252693,1.3776911533637655,21.787345995939575,0.15964819533045826,2.420816221771064,2.8952527468252693,0.15964819533045826,hartmann_3
10,1.0,0.5462454698759573,0.8285079831962692,2.6170359674945645,2.6170359674945645,2.6170359674945645,0.0,False,True,0.0,ucb,0.3072427000151947,False,False,,7,a193fe63-2334-4ab5-8378-b1c057407927,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.8952527468252693,0.43786497466116314,22.225210970600738,0.15964819533045826,2.2225210970600737,2.8952527468252693,0.15964819533045826,hartmann_3
