iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.9637953256775056,2.818680285825393,2.436888465969028,0.7075092536100441,0.9430001955324466,0.90007361838061,0.7819343089474211,True,-0.11813930943318884,qnei,0.0,False,1.3719675714014015,7,8fb6cd2f-d5cb-4803-b089-6d3e301aa57a,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.147647548308369,7.147647548308369,7.147647548308369,7.147647548308369,0.90007361838061,7.147647548308369,michalewicz
2,2.7443490865749487,0.016541442142122352,2.5799651661104637,2.5040674617684413,1.4700610102117195,-0.07730669503760453,0.6911190983494787,True,0.7684257933870833,qnei,0.0,False,1.3719675714014015,7,8fb6cd2f-d5cb-4803-b089-6d3e301aa57a,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.125027861726583,15.272675410034951,7.147647548308369,7.636337705017476,0.90007361838061,7.147647548308369,michalewicz
3,0.952004445895042,0.8746998575470308,0.8006964241976576,1.398248452847806,1.5850851037238267,-1.04660950384501,-1.0963139559340398,True,-0.04970445208902974,qnei,0.0,False,1.3719675714014015,7,8fb6cd2f-d5cb-4803-b089-6d3e301aa57a,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.094330670533989,24.36700608056894,7.147647548308369,8.122335360189647,0.90007361838061,7.147647548308369,michalewicz
4,1.7388632150586287,3.127456377084045,2.4902208621823125,1.954633696428515,3.1069099346504863,0.40980425343275584,0.7642414357199029,True,0.35443718228714705,qnei,0.0,False,1.3719675714014015,7,8fb6cd2f-d5cb-4803-b089-6d3e301aa57a,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.637916913256222,32.00492299382516,7.147647548308369,8.00123074845629,0.90007361838061,7.147647548308369,michalewicz
5,0.6764122246309393,0.5033209485844836,1.9243499208169526,0.1380478893954662,0.11209290167316548,-1.0539382228456007,-0.5960466951756227,True,0.457891527669978,qnei,0.0,False,1.3719675714014015,7,8fb6cd2f-d5cb-4803-b089-6d3e301aa57a,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.101659389534579,41.106582383359736,7.147647548308369,8.221316476671948,0.90007361838061,7.147647548308369,michalewicz
6,2.67528243432608,2.1941091359477043,3.141592653589793,2.534233276817889,2.7892308702478035,-0.6676666594390597,-0.6371696993219815,True,0.030496960117078142,qnei,0.2561215999885462,False,1.3719675714014015,7,8fb6cd2f-d5cb-4803-b089-6d3e301aa57a,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.715387826128039,49.82197020948777,7.147647548308369,8.303661701581296,0.90007361838061,7.147647548308369,michalewicz
7,1.5474377638123946,3.141592653589793,2.2185697617222533,0.14610715468719337,0.7972314558965774,0.5442022901091345,-0.2875410722498849,True,-0.8317433623590194,qnei,0.36471319996053353,False,1.3719675714014015,7,8fb6cd2f-d5cb-4803-b089-6d3e301aa57a,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.503518876579844,57.32548908606762,7.147647548308369,8.189355583723946,0.90007361838061,7.147647548308369,michalewicz
8,1.9874946585631712,2.9835538482810944,2.4491738367524802,1.8490940678669214,2.3771087101834367,0.09995271883387366,1.3719675714014015,True,1.2720148525675279,qnei,0.38173760002246127,False,1.3719675714014015,7,8fb6cd2f-d5cb-4803-b089-6d3e301aa57a,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.947768447855105,65.27325753392273,7.147647548308369,8.159157191740341,0.09995271883387366,7.947768447855105,michalewicz
9,2.070437104914435,3.141592653589793,1.7742936878934066,2.7896697496939904,2.4244078656737997,0.056227581366851555,0.47115793115902443,True,0.41493034979217286,qnei,0.40114360000006855,False,1.3719675714014015,7,8fb6cd2f-d5cb-4803-b089-6d3e301aa57a,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.991493585322127,73.26475111924486,7.147647548308369,8.140527902138318,0.09995271883387366,7.947768447855105,michalewicz
10,2.083765728719274,3.141592653589793,2.917467394046331,1.5286774743694926,2.4402229151183064,0.3303139114353425,0.013780589417423272,True,-0.3165333220179192,qnei,0.43289230001391843,False,1.3719675714014015,7,8fb6cd2f-d5cb-4803-b089-6d3e301aa57a,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.717407255253636,80.9821583744985,7.147647548308369,8.09821583744985,0.09995271883387366,7.947768447855105,michalewicz
