iteration,Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,dataset
1,0.5523157100434144,0.6815954407203586,0.36879371358327856,0.7675670532188853,0.23010596043378553,0.9074319870554669,0.3285769987857823,0.6811269291795776,0.6617745254753412,0.5755798101230484,0.777411379181114,0.19911479293525436,0.36545574455592755,0.6768073822159224,0.3692009391224107,0.49367964457483704,1.0635530489417975,1.0635530489417975,False,0.0,greedy,0.0,7,f9581861-6037-474d-86a9-b6de72f42b4c,bias,1.0,10,extra_trees,composite,2.854102056878306,1.0635530489417975,1.7905490079365087,1.7905490079365087,1.7905490079365087,1.7905490079365087,opticarvis
2,0.7849326144285647,0.6339463158376288,0.3116078395555166,0.8444797541421503,0.16505456237999297,0.38521453934331196,0.6006309872113883,0.15753686461837146,0.18408303485351787,0.6130341955137257,0.795254901503923,0.6559083048009429,0.5759628651679294,0.7170176883862117,0.364477967560496,0.3410557032087103,0.9307393584656073,0.9307393584656073,False,0.0,greedy,0.0,7,f9581861-6037-474d-86a9-b6de72f42b4c,bias,1.0,10,extra_trees,composite,2.854102056878306,1.0635530489417975,1.9233626984126988,3.7139117063492075,1.7905490079365087,1.8569558531746038,opticarvis
3,0.16715796858668266,0.3603801923819265,0.3376301882532762,0.7650896968103065,0.2832846723322939,0.27066149119738697,0.6980728731821437,0.23198392537211926,0.3295877943269254,0.9045427806222638,0.8000210283960852,0.6058355932755846,0.5818620836630108,0.8496050458923557,0.11501451756666312,0.48751770728769883,1.0149763293650775,1.0149763293650775,False,0.0,greedy,0.0,7,f9581861-6037-474d-86a9-b6de72f42b4c,bias,1.0,10,extra_trees,composite,2.854102056878306,1.0635530489417975,1.8391257275132287,5.553037433862436,1.7905490079365087,1.8510124779541455,opticarvis
4,0.4786358727253105,0.6698032696668681,0.21440892043628318,0.8051271814249621,0.045422010247498604,0.5517022386316035,0.47093586254847775,0.22911342418470004,0.673863589412406,0.5049936561194059,0.8513028908092446,0.4219298393597804,0.5623716627262544,0.789165908859059,0.4749868479564406,0.2928083540122292,0.8831550264550257,0.8831550264550257,False,0.0,greedy,0.0,7,f9581861-6037-474d-86a9-b6de72f42b4c,bias,1.0,10,extra_trees,composite,2.854102056878306,1.0635530489417975,1.9709470304232806,7.523984464285717,1.7905490079365087,1.8809961160714292,opticarvis
5,0.43627127774295793,0.38187401258311376,0.22976994165891163,0.7546263240271267,0.7419321036911677,0.4253262442842476,0.627163559675623,0.33030377430724467,0.7100886812405478,0.7305538379973296,0.7586664587216738,0.6043510047306095,0.7534986685249138,0.9440402616120888,0.4093061288197258,0.29015071663672715,1.4073982870370358,1.4073982870370358,False,0.0,greedy,0.0,7,f9581861-6037-474d-86a9-b6de72f42b4c,bias,1.0,10,extra_trees,composite,2.854102056878306,1.4073982870370358,1.4467037698412704,8.970688234126987,1.4467037698412704,1.7941376468253973,opticarvis
6,0.44118696642430233,0.3774063147875982,0.22589117236384634,0.7528102853523808,0.7665949575310887,0.43048053571132144,0.6261844080218343,0.33724308947917686,0.7282751978430008,0.7282840139849792,0.7559416673180622,0.6048942364366486,0.7621874997973579,0.9506146045448538,0.41853785699195106,0.28363464297845514,1.600365879629629,1.600365879629629,False,0.0,greedy,0.3548058000160381,7,f9581861-6037-474d-86a9-b6de72f42b4c,bias,1.0,10,extra_trees,composite,2.854102056878306,1.600365879629629,1.2537361772486773,10.224424411375665,1.2537361772486773,1.7040707352292774,opticarvis
7,0.4470273839350442,0.37209320930013245,0.22127100690408302,0.7506491095606188,0.7665949575310887,0.4366141560981515,0.6250271049276986,0.34550702990145143,0.7499213296169216,0.7256255953136178,0.7526981292199353,0.605551912660952,0.7725301579136884,0.9584419735292118,0.4295273445675193,0.2758636010936309,1.6853519907407402,1.6853519907407402,False,0.0,greedy,0.513241000007838,7,f9581861-6037-474d-86a9-b6de72f42b4c,bias,1.0,10,extra_trees,composite,2.854102056878306,1.6853519907407402,1.168750066137566,11.39317447751323,1.168750066137566,1.6275963539304616,opticarvis
8,0.4472984023412057,0.36651196378457573,0.2210619013437568,0.7494483510624993,0.7665949575310887,0.43580842224807825,0.627315060304628,0.34888274609480185,0.7537198044284822,0.7290117435264878,0.7505879538817779,0.6084512616084676,0.7770355282550133,0.9620575769565826,0.42994088911326006,0.27490445762413024,1.6852964351851845,1.6852964351851845,False,0.0,greedy,0.7950454000383615,7,f9581861-6037-474d-86a9-b6de72f42b4c,bias,1.0,10,extra_trees,composite,2.854102056878306,1.6853519907407402,1.1688056216931217,12.561980099206352,1.168750066137566,1.570247512400794,opticarvis
9,0.44913734107309095,0.3699662334638821,0.21945675734000314,0.7499259777384656,0.7665949575310887,0.43822141523191555,0.6257282271652947,0.34768634458064296,0.7564474004855118,0.7253018039155836,0.7517764649694431,0.6061798380021018,0.7756254922217334,0.9614012212036033,0.431810430177753,0.27341621049637455,1.6798797685185176,1.6798797685185176,False,0.0,greedy,0.9998418000759557,7,f9581861-6037-474d-86a9-b6de72f42b4c,bias,1.0,10,extra_trees,composite,2.854102056878306,1.6853519907407402,1.1742222883597886,13.73620238756614,1.168750066137566,1.526244709729571,opticarvis
10,0.4458573099405386,0.36512842892585123,0.22235524935857462,0.7493108475687238,0.7665949575310887,0.43458959021182036,0.6275600582663108,0.34952514827287806,0.7511292710240555,0.7306900732483768,0.7500425235030219,0.6093007384946595,0.7770847799523707,0.9616895126660492,0.4289145236420012,0.276707086789652,1.6895464351851843,1.6895464351851843,False,0.0,greedy,0.9777219999814406,7,f9581861-6037-474d-86a9-b6de72f42b4c,bias,1.0,10,extra_trees,composite,2.854102056878306,1.6895464351851843,1.1645556216931219,14.900758009259262,1.1645556216931219,1.490075800925926,opticarvis
