iteration,verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,dataset
1,0.9780008548144876,0.6038409050395734,0.9142224426372654,0.5746410615410101,0.7564023082182825,0.5679598020102533,0.8445182398905655,0.9208738621561394,0.7127544987024883,4.516991666666666,4.516991666666666,False,0.0,qnei,0.0,10,267b6587-05e6-46d2-8fea-e48c643242a2,gaussian,1.0,10,extra_trees,composite,5.368851388888933,4.516991666666666,0.851859722222267,0.851859722222267,0.851859722222267,0.851859722222267,ehmi
2,0.9784630017266831,0.9126664531923991,0.669107656235788,0.7878802739722568,0.8766509323542384,0.9135519685123977,0.9667192354257907,0.5724973474681136,0.8727901055219687,4.893133333333331,4.893133333333331,False,0.0,qnei,0.0,10,267b6587-05e6-46d2-8fea-e48c643242a2,gaussian,1.0,10,extra_trees,composite,5.368851388888933,4.893133333333331,0.47571805555560154,1.3275777777778686,0.47571805555560154,0.6637888888889343,ehmi
3,0.5696756969339112,0.9532643780564634,0.6130572168372637,0.9266198749528032,0.6531589327660619,0.9849151841031609,0.7589171068084348,0.6612372793830307,0.6412167585823398,4.593193055555563,4.593193055555563,False,0.0,qnei,0.0,10,267b6587-05e6-46d2-8fea-e48c643242a2,gaussian,1.0,10,extra_trees,composite,5.368851388888933,4.893133333333331,0.7756583333333698,2.1032361111112383,0.47571805555560154,0.7010787037037461,ehmi
4,0.802932497909838,0.6668822283596691,0.8393243867540714,0.577212535230447,0.6248877596981416,0.9349471230280548,0.8001839102179595,0.6309915279852669,0.5747074502904941,4.132840277777783,4.132840277777783,False,0.0,qnei,0.0,10,267b6587-05e6-46d2-8fea-e48c643242a2,gaussian,1.0,10,extra_trees,composite,5.368851388888933,4.893133333333331,1.23601111111115,3.3392472222223883,0.47571805555560154,0.8348118055555971,ehmi
5,0.5683945747425947,0.6244604687957482,0.6914123332852036,0.8245395283122178,0.9187818800305307,0.8880159735052382,0.6697577876172094,0.5742843691361619,0.728509693346184,4.139520833333332,4.139520833333332,False,0.0,qnei,0.0,10,267b6587-05e6-46d2-8fea-e48c643242a2,gaussian,1.0,10,extra_trees,composite,5.368851388888933,4.893133333333331,1.2293305555556007,4.568577777777989,0.47571805555560154,0.9137155555555978,ehmi
6,1.0,0.9843133994194986,0.6458655075007004,0.7911762890887389,0.991436077717731,0.8885913198894922,1.0,0.5367226887740848,1.0,4.896569444444454,4.896569444444454,False,0.0,qnei,0.9627114000031725,10,267b6587-05e6-46d2-8fea-e48c643242a2,gaussian,1.0,10,extra_trees,composite,5.368851388888933,4.896569444444454,0.4722819444444788,5.040859722222468,0.4722819444444788,0.840143287037078,ehmi
7,1.0,0.9647513766105573,0.6206251182417001,0.9457088100416541,0.755116571070417,0.8386546057840312,1.0,0.7553773583660427,0.9795138219299586,5.0849236111111304,5.0849236111111304,False,0.0,qnei,0.922913399990648,10,267b6587-05e6-46d2-8fea-e48c643242a2,gaussian,1.0,10,extra_trees,composite,5.368851388888933,5.0849236111111304,0.2839277777778024,5.32478750000027,0.2839277777778024,0.7606839285714672,ehmi
8,1.0,1.0,0.5,1.0,0.7765356898459366,0.7371935510404484,1.0,0.9226415332380067,0.699914475725573,5.33718869047622,5.33718869047622,False,0.0,qnei,0.6915664999978617,10,267b6587-05e6-46d2-8fea-e48c643242a2,gaussian,1.0,10,extra_trees,composite,5.368851388888933,5.33718869047622,0.0316626984127133,5.3564501984129835,0.0316626984127133,0.6695562748016229,ehmi
9,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,5.315787500000027,5.315787500000027,False,0.0,qnei,0.9588384000817314,10,267b6587-05e6-46d2-8fea-e48c643242a2,gaussian,1.0,10,extra_trees,composite,5.368851388888933,5.33718869047622,0.05306388888890545,5.409514087301889,0.0316626984127133,0.601057120811321,ehmi
10,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,5.3707460648148375,5.3707460648148375,False,0.0,qnei,1.1371069999877363,10,267b6587-05e6-46d2-8fea-e48c643242a2,gaussian,1.0,10,extra_trees,composite,5.368851388888933,5.3707460648148375,0.0,5.409514087301889,0.0,0.5409514087301889,ehmi
11,1.0,1.0,0.5,1.0,1.0,0.5,0.8337439372148102,1.0,0.5,5.377554166666717,6.8336480091472405,True,1.4560938424805234,qnei,0.9426368999993429,10,267b6587-05e6-46d2-8fea-e48c643242a2,gaussian,1.0,10,extra_trees,composite,5.368851388888933,5.377554166666717,0.0,5.409514087301889,0.0,0.49177400793653536,ehmi
12,1.0,1.0,0.5,1.0,1.0,0.5,0.7730293520396515,1.0,0.5,5.381720833333383,4.757794829119323,True,-0.6239260042140597,qnei,1.5562633000081405,10,267b6587-05e6-46d2-8fea-e48c643242a2,gaussian,1.0,10,extra_trees,composite,5.368851388888933,5.381720833333383,0.0,5.409514087301889,0.0,0.45079284060849073,ehmi
13,1.0,1.0,0.5,1.0,1.0,0.5,0.8490430501249142,1.0,0.5,5.376776388888939,6.510622723426218,True,1.133846334537279,qnei,1.24273890000768,10,267b6587-05e6-46d2-8fea-e48c643242a2,gaussian,1.0,10,extra_trees,composite,5.368851388888933,5.381720833333383,0.0,5.409514087301889,0.0,0.41611646825399146,ehmi
