iteration,verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume,objective_true,objective_observed,objective_true_Trust,objective_observed_Trust,objective_true_Understanding,objective_observed_Understanding,objective_true_PerceivedSafety,objective_observed_PerceivedSafety,objective_true_Aesthetics,objective_observed_Aesthetics,objective_true_Acceptance,objective_observed_Acceptance,error_applied,error_magnitude_l2,error_magnitude_Trust,error_magnitude_Understanding,error_magnitude_PerceivedSafety,error_magnitude_Aesthetics,error_magnitude_Acceptance,acquisition,fit_time_sec,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,dataset
1,0.5642851013845998,0.7496389312200575,0.8007491788116787,0.5143445041859722,0.573963042288728,0.9641055114801848,0.5352102880770984,0.564886974699649,0.9741642266458875,2011.6788041083482,2011.6788041083482,4.05088005050505,4.05088005050505,3.701527777777776,3.701527777777776,1.7128472222222222,1.7128472222222222,6.384722222222224,6.384722222222224,6.311283333333335,6.311283333333335,False,0.0,0.0,0.0,0.0,0.0,0.0,qehvi,0.0,11,17e990f2-724c-43f4-9cd5-2e1558ed0b3a,bias,0.05,10,extra_trees,multi_objective,5400.42991479608,2011.6788041083482,3388.751110687732,6777.502221375464,3388.751110687732,6777.502221375464,ehmi
2,0.8109417963981914,0.6844965618648955,0.7556950109016314,0.8314214762583996,0.6376544078805646,0.5689840364334777,0.8940197972519959,0.8351802920512419,0.7561911567415802,3416.922399803632,3416.922399803632,4.625736111111111,4.625736111111111,4.109354166666666,4.109354166666666,2.436895833333334,2.436895833333334,6.645555555555552,6.645555555555552,6.814722222222225,6.814722222222225,False,0.0,0.0,0.0,0.0,0.0,0.0,qehvi,0.0,11,17e990f2-724c-43f4-9cd5-2e1558ed0b3a,bias,0.05,10,extra_trees,multi_objective,5400.42991479608,3416.922399803632,1983.5075149924483,10744.517251360361,1983.5075149924483,5372.258625680181,ehmi
3,0.908368217984829,0.7745376344350132,0.9904568196486527,0.6022547306650224,0.776865181432614,0.7418123484616939,0.676637427530224,0.7957976519745218,0.6176506158337902,3416.922399803632,3416.922399803632,3.7006944444444443,3.7006944444444443,3.532444444444444,3.532444444444444,1.6978124999999995,1.6978124999999995,6.230515873015872,6.230515873015872,5.988889550264552,5.988889550264552,False,0.0,0.0,0.0,0.0,0.0,0.0,qehvi,0.0,11,17e990f2-724c-43f4-9cd5-2e1558ed0b3a,bias,0.05,10,extra_trees,multi_objective,5400.42991479608,3416.922399803632,1983.5075149924483,14711.532281345259,1983.5075149924483,4903.844093781753,ehmi
4,0.9011013418892417,0.9336667759212074,0.5643798356139256,0.7335366033691355,0.6385724462668522,0.5415584988676212,0.9479721541251838,0.7149743460239177,0.573845649981047,3664.8361391535923,3664.8361391535923,4.63575,4.63575,4.240611111111111,4.240611111111111,2.5183764097744357,2.5183764097744357,6.766638888888888,6.766638888888888,6.651111111111111,6.651111111111111,False,0.0,0.0,0.0,0.0,0.0,0.0,qehvi,0.0,11,17e990f2-724c-43f4-9cd5-2e1558ed0b3a,bias,0.05,10,extra_trees,multi_objective,5400.42991479608,3664.8361391535923,1735.5937756424878,18182.71983263023,1735.5937756424878,4545.679958157558,ehmi
5,0.8366811786379553,0.601108013894019,0.9507155393440885,0.6085741287092641,0.5165373436887144,0.6003844770806097,0.6728739368778198,0.7344540817112424,0.9530671694477804,3664.8361391535923,3664.8361391535923,3.9253568376068393,3.9253568376068393,3.5071967592592577,3.5071967592592577,1.1350069444444444,1.1350069444444444,6.39896031746032,6.39896031746032,6.2660277777777775,6.2660277777777775,False,0.0,0.0,0.0,0.0,0.0,0.0,qehvi,0.0,11,17e990f2-724c-43f4-9cd5-2e1558ed0b3a,bias,0.05,10,extra_trees,multi_objective,5400.42991479608,3664.8361391535923,1735.5937756424878,21653.907383915204,1735.5937756424878,4330.7814767830405,ehmi
6,0.8034191343354544,0.728954570570042,0.5439171512949719,0.9090697214337305,0.6315163301900194,0.5177202147697597,0.9864135793815448,0.8281317747960781,0.716714697466196,4176.887910014212,4176.887910014212,4.809027777777778,4.809027777777778,4.473020833333333,4.473020833333333,2.684131944444445,2.684131944444445,6.7551388888888875,6.7551388888888875,6.766055555555554,6.766055555555554,False,0.0,0.0,0.0,0.0,0.0,0.0,qehvi,3.014151299954392,11,17e990f2-724c-43f4-9cd5-2e1558ed0b3a,bias,0.05,10,extra_trees,multi_objective,5400.42991479608,4176.887910014212,1223.542004781868,24100.991393478944,1223.542004781868,4016.831898913157,ehmi
7,0.6303544563367254,0.9156651673565351,0.5,1.0,0.6052765058268645,0.6271130259139687,1.0,0.9854909752621152,0.5553433150997605,4176.887910014212,4176.887910014212,4.745069444444444,4.745069444444444,4.375354532163744,4.375354532163744,2.423777777777778,2.423777777777778,6.411194444444445,6.411194444444445,6.4477916666666655,6.4477916666666655,False,0.0,0.0,0.0,0.0,0.0,0.0,qehvi,2.9602338999975473,11,17e990f2-724c-43f4-9cd5-2e1558ed0b3a,bias,0.05,10,extra_trees,multi_objective,5400.42991479608,4176.887910014212,1223.542004781868,26548.075403042683,1223.542004781868,3792.582200434669,ehmi
8,0.9733260806629536,0.5,0.5,1.0,0.8138678837827651,0.5030447636080174,1.0,0.7794158439378437,0.6921268937545618,4771.865308726111,4771.865308726111,4.979652777777778,4.979652777777778,4.400375,4.400375,2.957604166666667,2.957604166666667,6.953444444444444,6.953444444444444,6.962569444444443,6.962569444444443,False,0.0,0.0,0.0,0.0,0.0,0.0,qehvi,3.1041371000465006,11,17e990f2-724c-43f4-9cd5-2e1558ed0b3a,bias,0.05,10,extra_trees,multi_objective,5400.42991479608,4771.865308726111,628.5646060699692,27805.20461518262,628.5646060699692,3475.6505768978277,ehmi
9,0.8871084696088252,0.5,0.5118972711583857,1.0,1.0,0.5,1.0,0.5632794567530692,1.0,4820.891167248141,4820.891167248141,4.884236111111111,4.884236111111111,4.5093749999999995,4.5093749999999995,2.872986111111111,2.872986111111111,6.898194444444443,6.898194444444443,6.853541666666665,6.853541666666665,False,0.0,0.0,0.0,0.0,0.0,0.0,qehvi,2.6068551000207663,11,17e990f2-724c-43f4-9cd5-2e1558ed0b3a,bias,0.05,10,extra_trees,multi_objective,5400.42991479608,4820.891167248141,579.5387475479392,28964.282110278502,579.5387475479392,3218.2535678087224,ehmi
10,1.0,0.5,0.828952314123489,1.0,1.0,0.5,1.0,0.8176109299423123,0.5,4820.891167248141,4820.891167248141,4.7995833333333335,4.7995833333333335,3.9676597222222223,3.9676597222222223,2.773680555555556,2.773680555555556,6.886694444444444,6.886694444444444,6.852222222222223,6.852222222222223,False,0.0,0.0,0.0,0.0,0.0,0.0,qehvi,3.3118033000500873,11,17e990f2-724c-43f4-9cd5-2e1558ed0b3a,bias,0.05,10,extra_trees,multi_objective,5400.42991479608,4820.891167248141,579.5387475479392,30123.359605374382,579.5387475479392,3012.335960537438,ehmi
