iteration,Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars,objective_true,objective_observed,objective_true_Trust,objective_observed_Trust,objective_true_Understanding,objective_observed_Understanding,objective_true_PerceivedSafety,objective_observed_PerceivedSafety,objective_true_Aesthetics,objective_observed_Aesthetics,objective_true_Acceptance,objective_observed_Acceptance,error_applied,error_magnitude_l2,error_magnitude_Trust,error_magnitude_Understanding,error_magnitude_PerceivedSafety,error_magnitude_Aesthetics,error_magnitude_Acceptance,acquisition,fit_time_sec,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,dataset
1,0.7062740304899023,0.4034095013940273,0.3045181776423584,0.8231883803770581,0.5489392002700352,0.9380521349407493,0.7116676003162539,0.7464735738586022,0.17837842106541685,0.5511012950104301,0.797303990982125,0.04659472388451156,0.2253018647198223,0.9013523809452112,0.6638189767711793,0.6089584883138056,0.40376896001145673,0.40376896001145673,1.0352202380952382,1.0352202380952382,0.7574785714285714,0.7574785714285714,0.7295833333333334,0.7295833333333334,1.2140666666666668,1.2140666666666668,1.2164691798941816,1.2164691798941816,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,0.0,9,2d1cd4c4-6565-436f-9df9-3e79d54da791,bias,0.5,10,extra_trees,multi_objective,145.3327615144671,0.40376896001145673,144.92899255445565,289.8579851089113,144.92899255445565,289.8579851089113,opticarvis
2,0.35795250993425365,0.5941468121411081,0.19128110035926144,0.8194839366482213,0.2144528080423782,0.8408408435703659,0.7687180729998189,0.7922798631965542,0.7156006826964695,0.9304499053733897,0.8217184244058193,0.39654588551145015,0.7412907870570202,0.46985090875405877,0.28648290508852287,0.5198374941450007,0.40376896001145673,0.40376896001145673,0.9193373015873015,0.9193373015873015,0.684284126984127,0.684284126984127,0.7008333333333333,0.7008333333333333,1.1186500000000001,1.1186500000000001,1.1207277777777784,1.1207277777777784,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,0.0,9,2d1cd4c4-6565-436f-9df9-3e79d54da791,bias,0.5,10,extra_trees,multi_objective,145.3327615144671,0.40376896001145673,144.92899255445565,579.7159702178226,144.92899255445565,289.8579851089113,opticarvis
3,0.4597690662748334,0.6340356244517991,0.15250263324977736,0.7511570236470638,0.09698837302498613,0.9727534313611006,0.385700106620251,0.28023969044560937,0.3982605738189542,0.6996091749685159,0.8297984318168486,0.05624539380302846,0.7457888986081674,0.8618477380215267,0.2562260060853301,0.3120340894074624,0.40376896001145673,0.40376896001145673,0.9114285714285715,0.9114285714285715,0.6928174603174603,0.6928174603174603,0.71875,0.71875,1.0679166666666666,1.0679166666666666,1.080079365079366,1.080079365079366,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,0.0,9,2d1cd4c4-6565-436f-9df9-3e79d54da791,bias,0.5,10,extra_trees,multi_objective,145.3327615144671,0.40376896001145673,144.92899255445565,869.5739553267338,144.92899255445565,289.85798510891124,opticarvis
4,0.534013959735792,0.5437210096297584,0.17946713969978978,0.7619463424417524,0.5875699346969717,0.7603746377184553,0.6847234396917266,0.2758466331077166,0.6154345913688496,0.26182626436500595,0.7450763062719272,0.12832177384344645,0.6618941357838584,0.732132263239982,0.4382205242575979,0.5131472396318479,1.0905440057186524,1.0905440057186524,1.2088511904761905,1.2088511904761905,1.1252563492063494,1.1252563492063494,0.95875,0.95875,1.2607333333333335,1.2607333333333335,1.4225432539682548,1.4225432539682548,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,0.0,9,2d1cd4c4-6565-436f-9df9-3e79d54da791,bias,0.5,10,extra_trees,multi_objective,145.3327615144671,1.0905440057186524,144.24221750874847,1158.0583903442307,144.24221750874847,289.5145975860577,opticarvis
5,0.5590904403696425,0.419856737796759,0.34827384237900216,0.74636484226528,0.2891747993614629,0.3079456806971763,0.38258568344314364,0.7372788540781987,0.5397309524489844,0.8332288047112743,0.8105111394535316,0.4089851426112989,0.6691610713448708,0.7805191157969698,0.3727494595853443,0.4951987577767864,1.0905440057186524,1.0905440057186524,1.1638511904761903,1.1638511904761903,1.016803968253968,1.016803968253968,0.8516666666666667,0.8516666666666667,1.2557333333333334,1.2557333333333334,1.4215154761904776,1.4215154761904776,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,0.0,9,2d1cd4c4-6565-436f-9df9-3e79d54da791,bias,0.5,10,extra_trees,multi_objective,145.3327615144671,1.0905440057186524,144.24221750874847,1446.5428253617279,144.24221750874847,289.3085650723456,opticarvis
6,0.5170353739178215,0.4285707407112943,0.3285876813944335,0.785860716469028,0.5017496717744951,0.622816923736553,0.6615106842976566,0.5947915211319226,0.18644566371923782,0.8262292489833223,0.8423293388020562,0.23673510148344257,0.6342770463530967,0.90989887940977,0.3656682265678552,0.2819826670698411,1.0905440057186524,1.0905440057186524,0.8437896825396825,0.8437896825396825,0.6375793650793651,0.6375793650793651,0.7,0.7,1.0316666666666667,1.0316666666666667,0.9833201058201054,0.9833201058201054,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,0.7859867999795824,9,2d1cd4c4-6565-436f-9df9-3e79d54da791,bias,0.5,10,extra_trees,multi_objective,145.3327615144671,1.0905440057186524,144.24221750874847,1735.027260379225,144.24221750874847,289.17121006320417,opticarvis
7,0.6191132117121438,0.6549226580597919,0.1958828372554695,0.7668970189699486,0.5877186775898076,0.6458038174273367,0.3329468069288711,0.25972225425993645,0.29805654992972763,0.6662638496172356,0.8054057630156,0.36976830199632843,0.41391781429993113,0.6461233832964138,0.36664897936733776,0.5013397056985671,1.0905440057186524,1.0905440057186524,0.8667480158730159,0.8667480158730159,0.701923015873016,0.701923015873016,0.77,0.77,1.0274,1.0274,0.9920247354497352,0.9920247354497352,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,1.047748800017871,9,2d1cd4c4-6565-436f-9df9-3e79d54da791,bias,0.5,10,extra_trees,multi_objective,145.3327615144671,1.0905440057186524,144.24221750874847,2023.5116953967222,144.24221750874847,289.0730993423889,opticarvis
8,0.5145965240040795,0.5987581952919871,0.45018913426643986,0.8202970360419451,0.37605417976613387,0.9831738444610707,0.3822635238426805,0.7696776735763978,0.4759717480936479,0.5879066262008161,0.8371244868498983,0.43538048845680843,0.6841378173399089,0.6324568758406619,0.39939805754768665,0.5412335860658253,1.0905440057186524,1.0905440057186524,1.0414285714285716,1.0414285714285716,0.8392460317460319,0.8392460317460319,0.7641666666666667,0.7641666666666667,1.1858333333333333,1.1858333333333333,1.1837830687830708,1.1837830687830708,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,1.1219619999174029,9,2d1cd4c4-6565-436f-9df9-3e79d54da791,bias,0.5,10,extra_trees,multi_objective,145.3327615144671,1.0905440057186524,144.24221750874847,2311.9961304142194,144.24221750874847,288.9995163017774,opticarvis
9,0.3081155650487014,0.6208086323721159,0.13775829404359966,0.7582984270017268,0.20665279147657967,0.8608507664495192,0.539246799287781,0.1515278152429698,0.2857695776712414,0.6518351269726301,0.7509310362269108,0.22605068833165656,0.341078263668587,0.8191717317668474,0.14797149174649676,0.4023536198206325,1.0905440057186524,1.0905440057186524,0.9876408730158729,0.9876408730158729,0.8294626984126984,0.8294626984126984,0.7854166666666667,0.7854166666666667,1.1190666666666667,1.1190666666666667,1.1649017195767193,1.1649017195767193,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,1.1976769999600947,9,2d1cd4c4-6565-436f-9df9-3e79d54da791,bias,0.5,10,extra_trees,multi_objective,145.3327615144671,1.0905440057186524,144.24221750874847,2600.4805654317165,144.24221750874847,288.9422850479685,opticarvis
10,0.4420041860579945,0.6835258604357947,0.23033160461574753,0.7585825144001619,0.32314414619478743,0.5398665947305016,0.5805362601634978,0.2121371342980028,0.4266561335142382,0.7240456950936367,0.7891208681413828,0.6767172631883203,0.42664813850839706,0.9260007901376549,0.2638085948997419,0.4170118852901337,1.0905440057186524,1.0905440057186524,1.0909742063492065,1.0909742063492065,0.9400579365079361,0.9400579365079361,0.8625,0.8625,1.1874,1.1874,1.2871239417989426,1.2871239417989426,False,0.0,0.0,0.0,0.0,0.0,0.0,qnehvi,1.5394602000014856,9,2d1cd4c4-6565-436f-9df9-3e79d54da791,bias,0.5,10,extra_trees,multi_objective,145.3327615144671,1.0905440057186524,144.24221750874847,2888.9650004492137,144.24221750874847,288.89650004492137,opticarvis
