iteration,InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625095466604667,0.9074924208726179,0.7981171212206741,0.22520718999059186,1.1475011022927686,1.1475011022927686,False,0.0,qnei,0.0,False,7,2cb8283a-bef5-4f73-930a-306a4b89802f,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4286838624338634,1.1475011022927686,1.2811827601410948,1.2811827601410948,1.2811827601410948,1.2811827601410948,1.1475011022927686,1.2811827601410948,provoice
2,0.30016628491122543,0.8861981008566358,0.10473877410901726,0.8212284183827663,1.3970932539682483,1.3970932539682483,False,0.0,qnei,0.0,False,7,2cb8283a-bef5-4f73-930a-306a4b89802f,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4286838624338634,1.3970932539682483,1.031590608465615,2.3127733686067096,1.031590608465615,1.1563866843033548,1.3970932539682483,1.031590608465615,provoice
3,0.7970694287520462,0.5211414575593487,0.3727291841373822,0.2784256121007733,1.075859788359788,1.075859788359788,False,0.0,qnei,0.0,False,7,2cb8283a-bef5-4f73-930a-306a4b89802f,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4286838624338634,1.3970932539682483,1.3528240740740753,3.665597442680785,1.031590608465615,1.2218658142269283,1.3970932539682483,1.031590608465615,provoice
4,0.2548695876541246,0.500568675294382,0.554093433062158,0.5534973520744925,0.855528419111755,0.855528419111755,False,0.0,qnei,0.0,False,7,2cb8283a-bef5-4f73-930a-306a4b89802f,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4286838624338634,1.3970932539682483,1.5731554433221082,5.238752886002893,1.031590608465615,1.3096882215007233,1.3970932539682483,1.031590608465615,provoice
5,0.9955002834343927,0.8133957272923777,0.6599613064970464,0.9889601476818849,1.3097294946768632,1.3097294946768632,False,0.0,qnei,0.0,False,7,2cb8283a-bef5-4f73-930a-306a4b89802f,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4286838624338634,1.3970932539682483,1.1189543677570002,6.3577072537598935,1.031590608465615,1.2715414507519787,1.3970932539682483,1.031590608465615,provoice
6,0.6552549632274499,0.9435963311539322,0.16347425259379542,1.0,1.666490740740727,1.666490740740727,False,0.0,qnei,0.29655499999353196,False,7,2cb8283a-bef5-4f73-930a-306a4b89802f,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4286838624338634,1.666490740740727,0.7621931216931364,7.11990037545303,0.7621931216931364,1.186650062575505,1.666490740740727,0.7621931216931364,provoice
7,0.6552549632274499,0.9435963311539322,0.16347425259379542,1.0,1.666490740740727,1.666490740740727,False,0.0,qnei,0.0,False,7,2cb8283a-bef5-4f73-930a-306a4b89802f,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4286838624338634,1.666490740740727,0.7621931216931364,7.882093497146166,0.7621931216931364,1.1260133567351667,1.666490740740727,0.7621931216931364,provoice
8,1.0,1.0,0.1,1.0,1.600863873327099,1.600863873327099,False,0.0,qnei,0.25389589999394957,False,7,2cb8283a-bef5-4f73-930a-306a4b89802f,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4286838624338634,1.666490740740727,0.8278199891067644,8.70991348625293,0.7621931216931364,1.0887391857816162,1.666490740740727,0.7621931216931364,provoice
9,1.0,1.0,0.1,1.0,1.600863873327099,1.600863873327099,False,0.0,qnei,0.0,False,7,2cb8283a-bef5-4f73-930a-306a4b89802f,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4286838624338634,1.666490740740727,0.8278199891067644,9.537733475359694,0.7621931216931364,1.0597481639288548,1.666490740740727,0.7621931216931364,provoice
10,0.2642745627898307,1.0,0.1,1.0,1.7550694444444375,1.7550694444444375,False,0.0,qnei,0.32349390001036227,False,7,2cb8283a-bef5-4f73-930a-306a4b89802f,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4286838624338634,1.7550694444444375,0.6736144179894259,10.21134789334912,0.6736144179894259,1.021134789334912,1.7550694444444375,0.6736144179894259,provoice
