iteration,InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.6927433679651523,0.8342354002024518,0.409966082013571,0.04483817569041881,1.0445122955747959,1.0445122955747959,False,0.0,logei,0.0,False,15,158a8bbe-5d84-4497-a287-c9adde88e91c,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4068227513227525,1.0445122955747959,1.3623104557479566,1.3623104557479566,1.3623104557479566,1.3623104557479566,1.0445122955747959,1.3623104557479566,provoice
2,0.571597257033731,0.2316208840512378,0.7468942391879241,0.34535650407583973,0.6177366622574962,0.6177366622574962,False,0.0,logei,0.0,False,15,158a8bbe-5d84-4497-a287-c9adde88e91c,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4068227513227525,1.0445122955747959,1.7890860890652562,3.151396544813213,1.3623104557479566,1.5756982724066064,1.0445122955747959,1.3623104557479566,provoice
3,0.4570096756088713,0.9783440986511578,0.8033194249948276,0.8437900452639759,1.531560978835974,1.531560978835974,False,0.0,logei,0.0,False,15,158a8bbe-5d84-4497-a287-c9adde88e91c,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4068227513227525,1.531560978835974,0.8752617724867784,4.026658317299991,0.8752617724867784,1.342219439099997,1.531560978835974,0.8752617724867784,provoice
4,0.5551143840748602,0.9474592263273038,0.11649323743759882,0.8891839058918612,1.6644591043173618,1.6644591043173618,False,0.0,logei,0.0,False,15,158a8bbe-5d84-4497-a287-c9adde88e91c,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4068227513227525,1.6644591043173618,0.7423636470053907,4.769021964305382,0.7423636470053907,1.1922554910763454,1.6644591043173618,0.7423636470053907,provoice
5,0.3897584833499136,0.30856611509543264,0.5809548045280248,0.9446902786527566,1.4728606913338618,1.4728606913338618,False,0.0,logei,0.0,False,15,158a8bbe-5d84-4497-a287-c9adde88e91c,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4068227513227525,1.6644591043173618,0.9339620599888907,5.702984024294272,0.7423636470053907,1.1405968048588544,1.6644591043173618,0.7423636470053907,provoice
6,0.9394403091661983,1.0,0.2712655559019822,0.9876389328001792,1.5572557319223927,1.5572557319223927,False,0.0,logei,0.24285490000329446,False,15,158a8bbe-5d84-4497-a287-c9adde88e91c,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4068227513227525,1.6644591043173618,0.8495670194003597,6.552551043694632,0.7423636470053907,1.092091840615772,1.6644591043173618,0.7423636470053907,provoice
7,0.9394403091661983,1.0,0.2712655559019822,0.9876389328001792,1.5572557319223927,1.5572557319223927,False,0.0,logei,0.0,False,15,158a8bbe-5d84-4497-a287-c9adde88e91c,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4068227513227525,1.6644591043173618,0.8495670194003597,7.402118063094992,0.7423636470053907,1.0574454375849989,1.6644591043173618,0.7423636470053907,provoice
8,0.0,1.0,0.1,0.9644761644796632,1.6519743566618468,1.6519743566618468,False,0.0,logei,0.28756759999669157,False,15,158a8bbe-5d84-4497-a287-c9adde88e91c,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4068227513227525,1.6644591043173618,0.7548483946609057,8.156966457755898,0.7423636470053907,1.0196208072194872,1.6644591043173618,0.7423636470053907,provoice
9,0.0,1.0,0.1,0.9644761644796632,1.6519743566618468,1.6519743566618468,False,0.0,logei,0.0,False,15,158a8bbe-5d84-4497-a287-c9adde88e91c,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4068227513227525,1.6644591043173618,0.7548483946609057,8.911814852416803,0.7423636470053907,0.9902016502685337,1.6644591043173618,0.7423636470053907,provoice
10,0.0,1.0,0.1,0.8710564041914496,1.7750345418470397,1.7750345418470397,False,0.0,logei,0.35305339998740237,False,15,158a8bbe-5d84-4497-a287-c9adde88e91c,gaussian,0.298364,20,extra_trees,composite,learned,1e-06,"InterventionLightingTransparency,AuditoryAlertVolume,InterventionSymbolTransparency,LevelOfAutonomy",2.4068227513227525,1.7750345418470397,0.6317882094757128,9.543603061892517,0.6317882094757128,0.9543603061892517,1.7750345418470397,0.6317882094757128,provoice
