iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,-0.5371018995290565,1.0226047318910114,True,1.559706631420068,qnei,0.0,False,0,8,0a4f52fb-3b2d-400a-9569-cef0831a83c3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.592002841684784,3.592002841684784,3.592002841684784,3.592002841684784,-0.5371018995290565,3.592002841684784,hartmann_3
2,0.7885489358200289,0.8698965116962161,0.391084806539194,-0.6314564796850167,0.5506829251447952,True,1.182139404829812,qnei,0.0,False,0,8,0a4f52fb-3b2d-400a-9569-cef0831a83c3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.686357421840744,7.278360263525528,3.592002841684784,3.639180131762764,-0.5371018995290565,3.592002841684784,hartmann_3
3,0.4378818731227988,0.37274890308935305,0.10695359647277436,-0.7389082132097465,-1.0173517292868186,True,-0.2784435160770721,qnei,0.0,False,0,8,0a4f52fb-3b2d-400a-9569-cef0831a83c3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.7938091553654743,11.072169418891002,3.592002841684784,3.690723139630334,-0.5371018995290565,3.592002841684784,hartmann_3
4,0.47896545416271696,0.24135214508468228,0.25714524855112975,-0.12261625756300014,-0.11635376874063019,True,0.0062624888223699465,qnei,0.0,False,0,8,0a4f52fb-3b2d-400a-9569-cef0831a83c3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,-0.12261625756300014,3.1775171997187277,14.24968661860973,3.1775171997187277,3.5624216546524323,-0.5371018995290565,3.592002841684784,hartmann_3
5,0.1847315568344149,0.1938645489043107,0.813827670155021,0.26719788296726216,1.347454638922645,True,1.0802567559553828,qnei,0.0,False,0,8,0a4f52fb-3b2d-400a-9569-cef0831a83c3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.26719788296726216,2.7877030591884653,17.037389677798195,2.7877030591884653,3.407477935559639,0.26719788296726216,2.7877030591884653,hartmann_3
6,0.44838181881753236,0.0,0.7192374039395488,-0.7588659555170629,2.6237593076989425,True,3.3826252632160054,qnei,0.9948161999927834,False,0,8,0a4f52fb-3b2d-400a-9569-cef0831a83c3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.8137668976727905,20.851156575470988,2.7877030591884653,3.475192762578498,-0.7588659555170629,3.8137668976727905,hartmann_3
7,1.0,0.0,1.0,-0.8986706747820983,0.30196506325907824,True,1.2006357380411765,qnei,0.6926990000065416,False,0,8,0a4f52fb-3b2d-400a-9569-cef0831a83c3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.953571616937826,24.804728192408813,2.7877030591884653,3.5435325989155446,-0.7588659555170629,3.8137668976727905,hartmann_3
8,0.46622252586338553,0.0,0.9143601641527401,-0.8012735097879691,0.6335399913827737,True,1.4348135011707428,qnei,0.37973399995826185,False,0,8,0a4f52fb-3b2d-400a-9569-cef0831a83c3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.856174451943697,28.66090264435251,2.7877030591884653,3.582612830544064,-0.7588659555170629,3.8137668976727905,hartmann_3
9,0.5321921784259641,0.0,0.6365387176452746,-0.8385709845535742,1.2570149782809503,True,2.0955859628345244,qnei,0.6421637000166811,False,0,8,0a4f52fb-3b2d-400a-9569-cef0831a83c3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.8934719267093016,32.554374571061814,2.7877030591884653,3.6171527301179793,-0.7588659555170629,3.8137668976727905,hartmann_3
10,0.7758382891075075,0.0,0.7475606963749851,-0.7433657885984577,1.284290150392744,True,2.0276559389912014,qnei,0.6706640999764204,False,0,8,0a4f52fb-3b2d-400a-9569-cef0831a83c3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.798266730754185,36.352641301816,2.7877030591884653,3.6352641301816,-0.7588659555170629,3.8137668976727905,hartmann_3
11,0.34917919709740447,0.0,0.7354155029278329,-0.7461915206512304,-0.5692181526006888,True,0.17697336805054165,qnei,0.7275492000044324,False,1,8,0a4f52fb-3b2d-400a-9569-cef0831a83c3,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.801092462806958,40.153733764622956,2.7877030591884653,3.6503394331475416,-0.7588659555170629,3.8137668976727905,hartmann_3
