iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.6031481500515619,-0.39422817498468915,-4.282490471403538,True,-3.8882622964188487,logei,0.0,False,0,9,4b45d420-d168-445f-be79-dd3efe28735f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,-0.39422817498468915,3.4491291171404166,3.4491291171404166,3.4491291171404166,3.4491291171404166,-0.39422817498468915,3.4491291171404166,hartmann_3
2,0.7775340829201788,0.7160746296035653,0.9153801204905075,1.7378678023125438,-3.1947333945780616,True,-4.932601196890605,logei,0.0,False,0,9,4b45d420-d168-445f-be79-dd3efe28735f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,1.7378678023125438,1.3170331398431838,4.7661622569836,1.3170331398431838,2.3830811284918,1.7378678023125438,1.3170331398431838,hartmann_3
3,0.8603936491828846,0.9182376290487624,0.026587734467597213,-0.9871025361789454,-5.22533768198743,True,-4.238235145808485,logei,0.0,False,0,9,4b45d420-d168-445f-be79-dd3efe28735f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,1.7378678023125438,4.0420034783346726,8.808165735318273,1.3170331398431838,2.936055245106091,1.7378678023125438,1.3170331398431838,hartmann_3
4,0.4372480001295087,0.48494432697728806,0.06515419737010752,-0.9087857119633538,-3.816220316864551,True,-2.907434604901197,logei,0.0,False,0,9,4b45d420-d168-445f-be79-dd3efe28735f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,1.7378678023125438,3.9636866541190816,12.771852389437354,1.3170331398431838,3.1929630973593386,1.7378678023125438,1.3170331398431838,hartmann_3
5,0.005626050679392924,0.830621436971257,0.9833022442861755,0.28104361833347785,-1.3459120376770037,True,-1.6269556560104816,logei,0.0,False,0,9,4b45d420-d168-445f-be79-dd3efe28735f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,1.7378678023125438,2.77385732382225,15.545709713259605,1.3170331398431838,3.109141942651921,0.28104361833347785,2.77385732382225,hartmann_3
6,0.0,0.0,1.0,-0.8918026374813698,-2.726002798697473,True,-1.8342001612161032,logei,0.5887683999608271,False,0,9,4b45d420-d168-445f-be79-dd3efe28735f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,1.7378678023125438,3.9467035796370973,19.492413292896703,1.3170331398431838,3.2487355488161174,0.28104361833347785,2.77385732382225,hartmann_3
7,0.0,1.0,0.7405717594570722,0.24942122971,-3.334059245297211,True,-3.5834804750072107,logei,0.6392722000018694,False,0,9,4b45d420-d168-445f-be79-dd3efe28735f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,1.7378678023125438,2.805479712445728,22.29789300534243,1.3170331398431838,3.1854132864774902,0.28104361833347785,2.77385732382225,hartmann_3
8,0.17803926109444432,1.0,1.0,-0.6373808533835205,-4.7421717955729745,True,-4.104790942189454,logei,0.609648699988611,False,0,9,4b45d420-d168-445f-be79-dd3efe28735f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,1.7378678023125438,3.692281795539248,25.99017480088168,1.3170331398431838,3.24877185011021,0.28104361833347785,2.77385732382225,hartmann_3
9,0.0,0.7793766248068015,0.865465579426801,1.576845124194992,-2.1978912353273223,True,-3.774736359522314,logei,0.635091400006786,False,0,9,4b45d420-d168-445f-be79-dd3efe28735f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,1.7378678023125438,1.4780558179607357,27.468230618842416,1.3170331398431838,3.052025624315824,0.28104361833347785,2.77385732382225,hartmann_3
10,0.029703864101134014,0.9410798209828425,1.0,-0.4298868087008533,-5.755560155995212,True,-5.325673347294359,logei,0.6649621000397019,False,0,9,4b45d420-d168-445f-be79-dd3efe28735f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2",3.0549009421557276,1.7378678023125438,3.4847877508565808,30.953018369698995,1.3170331398431838,3.0953018369698997,0.28104361833347785,2.77385732382225,hartmann_3
