iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-7.428595944616008,-0.014442751197700332,2.029967152467149,-9.42621983256111,-7.041478308450881,8.564220459207391,-8.591588476916064,-7.40452101201404,8.9665690658355,2.4376718559276576,-2.6201375254041803,-1.0005544249713205,-1.0005544249713205,-1.0005544249713205,0.0,False,True,0.0,logei,0.0,False,False,,11,d26367f6-1ba4-4da8-badf-82ed7ba449fe,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.0005544249713205,3.625034756749933,3.625034756749933,3.625034756749933,3.625034756749933,-1.0005544249713205,3.625034756749933,levy_10
2,0.22780043606525346,3.2568590503359847,-4.493823684777414,-7.240638542660893,5.760791890079837,3.4072116820496756,0.24764626966320868,6.334728719393162,0.9815053774005271,9.618272785946111,-5.909810773399102,0.28151697911973667,0.28151697911973667,0.28151697911973667,0.0,False,True,0.0,logei,0.0,False,False,,11,d26367f6-1ba4-4da8-badf-82ed7ba449fe,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.28151697911973667,2.3429633526588756,5.967998109408809,2.3429633526588756,2.9839990547044044,0.28151697911973667,2.3429633526588756,levy_10
3,1.0746072573045566,-0.3275060615322456,-2.934502898791038,1.8319060789808699,-5.2939753666483895,6.044053675569671,7.346671036848292,-7.424806575442979,-0.6585358652345779,-4.457102149325913,-8.337660045295152,1.0711521180853574,1.0711521180853574,1.0711521180853574,0.0,False,True,0.0,logei,0.0,False,False,,11,d26367f6-1ba4-4da8-badf-82ed7ba449fe,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,1.553328213693255,7.5213263231020635,1.553328213693255,2.5071087743673544,1.0711521180853574,1.553328213693255,levy_10
4,7.9188861650073505,-1.4010261590432922,-7.046174000758119,3.467247145518215,-5.955679444239237,8.028621573763537,-5.657034851629437,-9.338506252451426,-5.984620916775613,-3.085042524887209,-0.6218367315503066,-0.9794788163623632,-0.9794788163623632,-0.9794788163623632,0.0,False,True,0.0,logei,0.0,False,False,,11,d26367f6-1ba4-4da8-badf-82ed7ba449fe,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,3.6039591481409756,11.12528547124304,1.553328213693255,2.78132136781076,1.0711521180853574,1.553328213693255,levy_10
5,8.122686777911213,3.9472217747259553,-3.2135867851510946,-9.662455698050042,-6.803526117900381,9.928717510793412,-0.8056804021363089,3.8207983263751863,-8.906638771963241,-9.318994421059248,6.917802128901151,-1.9565206783538978,,-1.9565206783538978,0.0,False,True,,logei,0.0,False,True,-1.0005544249713205,11,d26367f6-1ba4-4da8-badf-82ed7ba449fe,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,4.5810010101325105,15.70628648137555,1.553328213693255,3.1412572962751097,1.0711521180853574,1.553328213693255,levy_10
6,-0.7884276092329615,0.952810880312497,-3.5913793171004147,0.08087523600225384,1.12042439620026,3.3490926595308808,9.001175671245255,-1.8298144051090666,1.4566470945823211,2.825957200563848,-10.0,1.4295317606185907,1.4295317606185907,1.4295317606185907,0.0,False,True,0.0,logei,0.5893476000055671,False,False,,11,d26367f6-1ba4-4da8-badf-82ed7ba449fe,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.4295317606185907,1.1949485711600216,16.901235052535572,1.1949485711600216,2.8168725087559285,1.4295317606185907,1.1949485711600216,levy_10
7,-5.659810668651332,0.2633785011947854,-2.7490028772439583,10.0,5.841330670537884,-5.30926765725876,10.0,-3.9106712511559794,3.0890282862206617,-4.453728587126776,-10.0,-1.1852404336014877,-1.1852404336014877,-1.1852404336014877,0.0,False,True,0.0,logei,0.810042200027965,False,False,,11,d26367f6-1ba4-4da8-badf-82ed7ba449fe,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.4295317606185907,3.8097207653801,20.71095581791567,1.1949485711600216,2.958707973987953,1.4295317606185907,1.1949485711600216,levy_10
8,-2.51043214748953,0.44377688957939343,-3.1714400290736053,5.064142584777465,0.8032769810108724,5.290074988137141,10.0,-2.80098975367494,4.858866875150931,9.043589975417369,-10.0,-0.4003087673343498,-0.4003087673343498,-0.4003087673343498,0.0,False,True,0.0,logei,1.012935100006871,False,False,,11,d26367f6-1ba4-4da8-badf-82ed7ba449fe,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.4295317606185907,3.024789099112962,23.735744917028633,1.1949485711600216,2.966968114628579,1.4295317606185907,1.1949485711600216,levy_10
9,0.1732027073243862,0.8417938279168286,-3.1400023618701143,-2.074112446891981,-1.4884986387332517,4.498726054687938,10.0,-3.07062313062173,0.13076073009143774,-0.8157034020965529,-10.0,0.7007376345973522,,0.7007376345973522,0.0,False,True,,logei,0.7807873000274412,False,True,-0.996339303249529,11,d26367f6-1ba4-4da8-badf-82ed7ba449fe,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.4295317606185907,1.9237426971812601,25.659487614209894,1.1949485711600216,2.851054179356655,1.4295317606185907,1.1949485711600216,levy_10
10,-0.6541307189555425,0.6828786797566978,-3.4265079481303062,0.8690260777821049,0.04416569349419474,3.7571971601625713,8.690288218118281,-2.929274963824023,1.296432853575215,1.6881523607681224,-9.75666682091301,1.619499892978056,,1.619499892978056,0.0,False,True,,logei,0.7798847999656573,False,True,-0.996339303249529,11,d26367f6-1ba4-4da8-badf-82ed7ba449fe,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.619499892978056,1.0049804388005563,26.66446805301045,1.0049804388005563,2.666446805301045,1.4295317606185907,1.1949485711600216,levy_10
