iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-7.428595944616008,-0.014442751197700332,2.029967152467149,-9.42621983256111,-7.041478308450881,8.564220459207391,-8.591588476916064,-7.40452101201404,8.9665690658355,2.4376718559276576,-2.6201375254041803,-1.0005544249713205,-1.0005544249713205,-1.0005544249713205,0.0,False,True,0.0,ucb,0.0,False,False,,11,7d31cafb-e531-452a-a59c-2f2231c4b952,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.0005544249713205,3.625034756749933,3.625034756749933,3.625034756749933,3.625034756749933,-1.0005544249713205,3.625034756749933,levy_10
2,0.22780043606525346,3.2568590503359847,-4.493823684777414,-7.240638542660893,5.760791890079837,3.4072116820496756,0.24764626966320868,6.334728719393162,0.9815053774005271,9.618272785946111,-5.909810773399102,0.28151697911973667,0.28151697911973667,0.28151697911973667,0.0,False,True,0.0,ucb,0.0,False,False,,11,7d31cafb-e531-452a-a59c-2f2231c4b952,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.28151697911973667,2.3429633526588756,5.967998109408809,2.3429633526588756,2.9839990547044044,0.28151697911973667,2.3429633526588756,levy_10
3,1.0746072573045566,-0.3275060615322456,-2.934502898791038,1.8319060789808699,-5.2939753666483895,6.044053675569671,7.346671036848292,-7.424806575442979,-0.6585358652345779,-4.457102149325913,-8.337660045295152,1.0711521180853574,1.0711521180853574,1.0711521180853574,0.0,False,True,0.0,ucb,0.0,False,False,,11,7d31cafb-e531-452a-a59c-2f2231c4b952,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,1.553328213693255,7.5213263231020635,1.553328213693255,2.5071087743673544,1.0711521180853574,1.553328213693255,levy_10
4,7.9188861650073505,-1.4010261590432922,-7.046174000758119,3.467247145518215,-5.955679444239237,8.028621573763537,-5.657034851629437,-9.338506252451426,-5.984620916775613,-3.085042524887209,-0.6218367315503066,-0.9794788163623632,-0.9794788163623632,-0.9794788163623632,0.0,False,True,0.0,ucb,0.0,False,False,,11,7d31cafb-e531-452a-a59c-2f2231c4b952,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,3.6039591481409756,11.12528547124304,1.553328213693255,2.78132136781076,1.0711521180853574,1.553328213693255,levy_10
5,8.122686777911213,3.9472217747259553,-3.2135867851510946,-9.662455698050042,-6.803526117900381,9.928717510793412,-0.8056804021363089,3.8207983263751863,-8.906638771963241,-9.318994421059248,6.917802128901151,-1.9565206783538978,-1.9565206783538978,-1.9565206783538978,0.0,False,True,0.0,ucb,0.0,False,False,,11,7d31cafb-e531-452a-a59c-2f2231c4b952,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,4.5810010101325105,15.70628648137555,1.553328213693255,3.1412572962751097,1.0711521180853574,1.553328213693255,levy_10
6,0.1677448424676789,-0.015913589244344217,-6.3338987255509105,9.773258921983947,5.80159210467798,-1.0116261294312003,10.0,-3.0206731319905566,0.2428198177596753,3.895484410882894,-10.0,-1.010111852878321,-1.010111852878321,-1.010111852878321,0.0,False,True,0.0,ucb,0.25873940001474693,False,False,,11,7d31cafb-e531-452a-a59c-2f2231c4b952,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,3.6345921846569333,19.340878666032484,1.553328213693255,3.2234797776720807,1.0711521180853574,1.553328213693255,levy_10
7,-0.3686753502986679,1.370145390807673,-2.0718884257753345,-6.92172887442767,-3.1048462558062018,7.229222553980313,6.170449593014674,-1.8088644337261008,1.484974113522662,1.7409763513048147,-10.0,0.8172090151869351,0.8172090151869351,0.8172090151869351,0.0,False,True,0.0,ucb,0.3817770999739878,False,False,,11,7d31cafb-e531-452a-a59c-2f2231c4b952,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,1.8072713165916772,21.14814998262416,1.553328213693255,3.021164283232023,1.0711521180853574,1.553328213693255,levy_10
8,5.783263681310339,9.087888834830304,-3.8269248908789053,6.5758685241532,-10.0,5.357326677495822,7.388668709400984,9.095440139657798,3.684898249931324,-10.0,-10.0,-3.2097583074284275,,-3.2097583074284275,0.0,False,True,,ucb,0.7063953999895602,False,True,-1.0082003672969209,11,7d31cafb-e531-452a-a59c-2f2231c4b952,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,5.83423863920704,26.982388621831202,1.553328213693255,3.3727985777289002,1.0711521180853574,1.553328213693255,levy_10
9,0.5928877778582747,-6.59907585687654,-4.861449120408718,0.3204395904496333,-1.293283047890209,6.725915139295288,-5.096617002282977,-10.0,-3.7898639821190803,3.185845892084566,-8.815177179572826,-0.5221765316111544,,-0.5221765316111544,0.0,False,True,,ucb,1.1095792999840342,False,True,-1.0082003672969209,11,7d31cafb-e531-452a-a59c-2f2231c4b952,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,3.146656863389767,30.12904548522097,1.553328213693255,3.3476717205801076,1.0711521180853574,1.553328213693255,levy_10
10,-4.892322664305314,-0.15691916748635398,0.08323666772506363,-8.290343085487912,-0.03313952068974082,5.29782431713637,8.278733458213674,-10.0,1.894768733716372,1.8747904967677778,-4.056445893634901,0.29472288251674705,0.29472288251674705,0.29472288251674705,0.0,False,True,0.0,ucb,0.8080090000294149,False,False,,11,7d31cafb-e531-452a-a59c-2f2231c4b952,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,2.3297574492618653,32.45880293448283,1.553328213693255,3.245880293448283,1.0711521180853574,1.553328213693255,levy_10
