iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.5137940632577207,0.5137940632577207,0.5137940632577207,0.0,False,True,0.0,logei,0.0,False,False,11,c8a302b4-86c3-429e-9188-ca242813f03d,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,2.541106878898007,2.541106878898007,2.541106878898007,2.541106878898007,0.5137940632577207,2.541106878898007,hartmann_3
2,0.028689008371944547,0.14792608457745593,0.9282110229603695,-0.31376576698332603,-0.31376576698332603,-0.31376576698332603,0.0,False,True,0.0,logei,0.0,False,False,11,c8a302b4-86c3-429e-9188-ca242813f03d,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.3686667091390534,5.90977358803706,2.541106878898007,2.95488679401853,0.5137940632577207,2.541106878898007,hartmann_3
3,0.07042057615419683,0.12977394939929798,0.9483284532917751,-0.4727011274378231,-0.4727011274378231,-0.4727011274378231,0.0,False,True,0.0,logei,0.0,False,False,11,c8a302b4-86c3-429e-9188-ca242813f03d,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.527602069593551,9.43737565763061,2.541106878898007,3.14579188587687,0.5137940632577207,2.541106878898007,hartmann_3
4,0.6218835927963828,0.368993123729791,0.5113900218032627,-0.6166682040543563,-0.6166682040543563,-0.6166682040543563,0.0,False,True,0.0,logei,0.0,False,False,11,c8a302b4-86c3-429e-9188-ca242813f03d,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.671569146210084,13.108944803840695,2.541106878898007,3.2772362009601737,0.5137940632577207,2.541106878898007,hartmann_3
5,0.6628429525167993,0.2753088157611293,0.13796807286695534,-0.6066610395455705,-0.6066610395455705,-0.6066610395455705,0.0,False,True,0.0,logei,0.0,False,False,11,c8a302b4-86c3-429e-9188-ca242813f03d,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.661561981701298,16.770506785541993,2.541106878898007,3.354101357108399,0.5137940632577207,2.541106878898007,hartmann_3
6,0.0,0.5077812179704011,0.5898979844907897,0.4398542741295326,0.4398542741295326,0.4398542741295326,0.0,False,True,0.0,logei,0.24794890003977343,False,False,11,c8a302b4-86c3-429e-9188-ca242813f03d,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,2.615046668026195,19.38555345356819,2.541106878898007,3.230925575594698,0.5137940632577207,2.541106878898007,hartmann_3
7,0.14557160870179767,0.6186289732847486,1.0,1.1404835500308947,1.1404835500308947,1.1404835500308947,0.0,False,True,0.0,logei,0.2148227000143379,False,False,11,c8a302b4-86c3-429e-9188-ca242813f03d,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1404835500308947,1.9144173921248329,21.29997084569302,1.9144173921248329,3.0428529779561457,1.1404835500308947,1.9144173921248329,hartmann_3
8,0.21557951890822083,0.7603443377147225,1.0,0.5269363185726172,0.5269363185726172,0.5269363185726172,0.0,False,True,0.0,logei,0.17027020000386983,False,False,11,c8a302b4-86c3-429e-9188-ca242813f03d,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1404835500308947,2.5279646235831104,23.82793546927613,1.9144173921248329,2.9784919336595164,1.1404835500308947,1.9144173921248329,hartmann_3
9,0.30292539521373674,0.5982358004669566,1.0,1.163723103695891,1.163723103695891,1.163723103695891,0.0,False,True,0.0,logei,0.18985739996423945,False,False,11,c8a302b4-86c3-429e-9188-ca242813f03d,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.163723103695891,1.8911778384598366,25.719113307735967,1.8911778384598366,2.8576792564151074,1.163723103695891,1.8911778384598366,hartmann_3
10,0.3593392656582562,0.6379689007339506,0.6486335769038599,1.2295765891232802,1.2295765891232802,1.2295765891232802,0.0,False,True,0.0,logei,0.3172045000246726,False,False,11,c8a302b4-86c3-429e-9188-ca242813f03d,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.2295765891232802,1.8253243530324474,27.544437660768413,1.8253243530324474,2.7544437660768413,1.2295765891232802,1.8253243530324474,hartmann_3
11,0.9127113998160585,0.6288981818191733,1.0,0.9662852506165515,0.9662852506165515,0.9662852506165515,0.0,False,True,0.0,logei,0.25891040003625676,False,False,11,c8a302b4-86c3-429e-9188-ca242813f03d,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.2295765891232802,2.088615691539176,29.633053352307588,1.8253243530324474,2.6939139411188715,1.2295765891232802,1.8253243530324474,hartmann_3
12,0.43296869589341586,0.6209567348312696,0.0,-0.9776996805891052,-0.9776996805891052,-0.9776996805891052,0.0,False,True,0.0,logei,0.2321304000215605,False,False,11,c8a302b4-86c3-429e-9188-ca242813f03d,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.2295765891232802,4.032600622744833,33.66565397505242,1.8253243530324474,2.805471164587702,1.2295765891232802,1.8253243530324474,hartmann_3
13,0.0,0.5845307618770779,0.8252792171776921,2.9393460146183505,2.9393460146183505,2.9393460146183505,0.0,False,True,0.0,logei,0.20738239999627694,False,False,11,c8a302b4-86c3-429e-9188-ca242813f03d,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9393460146183505,0.11555492753737706,33.781208902589796,0.11555492753737706,2.5985545309684457,2.9393460146183505,0.11555492753737706,hartmann_3
14,0.0,0.5377426187042227,0.8201366099124606,2.9343664649407235,2.9343664649407235,2.9343664649407235,0.0,False,True,0.0,logei,0.3137799000251107,False,False,11,c8a302b4-86c3-429e-9188-ca242813f03d,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9393460146183505,0.1205344772150041,33.9017433798048,0.11555492753737706,2.4215530985574856,2.9393460146183505,0.11555492753737706,hartmann_3
15,1.0,0.5575363184972523,0.8195478170469843,2.553911073651975,2.553911073651975,2.553911073651975,0.0,False,True,0.0,logei,0.2729254000005312,False,False,11,c8a302b4-86c3-429e-9188-ca242813f03d,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9393460146183505,0.5009898685037526,34.40273324830855,0.11555492753737706,2.293515549887237,2.9393460146183505,0.11555492753737706,hartmann_3
