iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,objective_true_f0,objective_observed_f0,objective_true_f1,objective_observed_f1,objective_true_f2,objective_observed_f2,error_applied,error_magnitude_l2,error_magnitude_f0,error_magnitude_f1,error_magnitude_f2,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,2.9120034192579505,1.4153636201582938,2.6568897705490615,1.2985642461640405,2.02560923287313,439.3988076517794,439.3988076517794,0.24762909102667582,0.24762909102667582,0.7176414201791903,0.7176414201791903,-1.0284113739687786,-1.0284113739687786,False,0.0,0.0,0.0,0.0,qlognehvi,0.0,False,10,aa1824a2-feba-4186-be7a-4b3b068038b9,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4",1412.4143659519918,439.3988076517794,973.0155583002124,973.0155583002124,973.0155583002124,973.0155583002124,439.3988076517794,973.0155583002124,vehiclesafety
2,1.2718392080410132,2.378072959562262,2.6834954486245577,1.8510179948099532,2.9138520069067324,483.458278751661,483.458278751661,-0.8546863631235397,-0.8546863631235397,0.838301097933082,0.838301097933082,-0.7323393642309289,-0.7323393642309289,False,0.0,0.0,0.0,0.0,qlognehvi,0.0,False,10,aa1824a2-feba-4186-be7a-4b3b068038b9,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4",1412.4143659519918,483.458278751661,928.9560872003308,1901.9716455005432,928.9560872003308,950.9858227502716,483.458278751661,928.9560872003308,vehiclesafety
3,2.6506658127695966,1.676430624943152,2.151521095889027,2.5066037294169536,2.654207874049591,530.8274119639626,530.8274119639626,-1.3629196089790871,-1.3629196089790871,-0.9958666542482878,-0.9958666542482878,0.4761444035551358,0.4761444035551358,False,0.0,0.0,0.0,0.0,qlognehvi,0.0,False,10,aa1824a2-feba-4186-be7a-4b3b068038b9,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4",1412.4143659519918,530.8274119639626,881.5869539880292,2783.5585994885723,881.5869539880292,927.8528664961908,530.8274119639626,881.5869539880292,vehiclesafety
4,2.866876941703163,1.2899893898724546,2.4911604220878747,1.2787027877356447,2.8130575122258534,558.4537542568539,558.4537542568539,-0.11368603054607176,-0.11368603054607176,0.32855114652247236,0.32855114652247236,-0.07385990230328611,-0.07385990230328611,False,0.0,0.0,0.0,0.0,qlognehvi,0.0,False,10,aa1824a2-feba-4186-be7a-4b3b068038b9,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4",1412.4143659519918,558.4537542568539,853.9606116951379,3637.5192111837105,853.9606116951379,909.3798027959276,558.4537542568539,853.9606116951379,vehiclesafety
5,1.4522288673490549,2.7064794998112127,1.6126357310642476,2.9396607364126437,2.0356684272337393,563.1708806118608,563.1708806118608,-0.9840302139673824,-0.9840302139673824,-1.9621538028446095,-1.9621538028446095,0.8665529588586101,0.8665529588586101,False,0.0,0.0,0.0,0.0,qlognehvi,0.0,False,10,aa1824a2-feba-4186-be7a-4b3b068038b9,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4",1412.4143659519918,563.1708806118608,849.2434853401311,4486.762696523841,849.2434853401311,897.3525393047682,563.1708806118608,849.2434853401311,vehiclesafety
6,1.0,2.3291726790292735,3.0,1.0,1.5461586618207224,697.8100674629072,697.8100674629072,1.1111055763678448,1.1111055763678448,2.998825097166476,2.998825097166476,-3.8257730163562003,-3.8257730163562003,False,0.0,0.0,0.0,0.0,qlognehvi,5.55122449999908,False,10,aa1824a2-feba-4186-be7a-4b3b068038b9,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4",1412.4143659519918,697.8100674629072,714.6042984890846,5201.366995012926,714.6042984890846,866.894499168821,697.8100674629072,714.6042984890846,vehiclesafety
7,1.0,2.4995009624702296,3.0,1.0,3.0,758.7007589161926,758.7007589161926,-0.01739911459193273,-0.01739911459193273,2.989096165988684,2.989096165988684,-2.8770770600134177,-2.8770770600134177,False,0.0,0.0,0.0,0.0,qlognehvi,6.429146100010257,False,10,aa1824a2-feba-4186-be7a-4b3b068038b9,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4",1412.4143659519918,758.7007589161926,653.7136070357992,5855.080602048725,653.7136070357992,836.4400860069608,758.7007589161926,653.7136070357992,vehiclesafety
8,1.0,3.0,2.0569265256335783,1.0,3.0,859.1513933717995,859.1513933717995,0.4992014831071311,0.4992014831071311,2.5940329584937296,2.5940329584937296,-1.0529694915385415,-1.0529694915385415,False,0.0,0.0,0.0,0.0,qlognehvi,8.926569300005212,False,10,aa1824a2-feba-4186-be7a-4b3b068038b9,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4",1412.4143659519918,859.1513933717995,553.2629725801924,6408.343574628918,553.2629725801924,801.0429468286147,859.1513933717995,553.2629725801924,vehiclesafety
9,3.0,2.770356128730267,1.5887344408048274,1.0,3.0,884.3306034298223,884.3306034298223,0.16390292131554843,0.16390292131554843,1.0576164171727112,1.0576164171727112,0.04909124545870093,0.04909124545870093,False,0.0,0.0,0.0,0.0,qlognehvi,8.689219399995636,False,10,aa1824a2-feba-4186-be7a-4b3b068038b9,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4",1412.4143659519918,884.3306034298223,528.0837625221695,6936.427337151087,528.0837625221695,770.714148572343,884.3306034298223,528.0837625221695,vehiclesafety
10,1.0,1.9105413812661185,1.2727412327490644,1.0,3.0,979.1937677370271,979.1937677370271,1.5027394690101739,1.5027394690101739,1.6859786876310925,1.6859786876310925,0.6173003461943009,0.6173003461943009,False,0.0,0.0,0.0,0.0,qlognehvi,9.392254400008824,False,10,aa1824a2-feba-4186-be7a-4b3b068038b9,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4",1412.4143659519918,979.1937677370271,433.22059821496475,7369.647935366052,433.22059821496475,736.9647935366052,979.1937677370271,433.22059821496475,vehiclesafety
