iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,547.2020515547704,-350.78182790502376,394.13386232943685,-420.8614523015757,15.36553972387776,-436.8964751753921,-0.8615395490477546,0.18875881485526969,True,1.0502983639030243,qnei,0.0,False,0,10,a54ceb62-4892-4eca-91aa-30c91b1a55d5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,-0.8615395490477546,3.6153953647067256,3.6153953647067256,3.6153953647067256,3.6153953647067256,-0.8615395490477546,3.6153953647067256,griewank
2,226.84377573735742,410.0972691747347,-89.38920311402808,548.3112041440395,390.3994876617579,-194.1416250341088,0.006360549547193837,-0.057331401286831785,True,-0.06369195083402562,qnei,0.0,False,0,10,a54ceb62-4892-4eca-91aa-30c91b1a55d5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.006360549547193837,2.747495266111777,6.3628906308185025,2.747495266111777,3.1814453154092512,-0.8615395490477546,3.6153953647067256,griewank
3,90.91265753341634,303.96223765017237,392.52472442975454,520.1261650218976,-426.00636607652723,294.696253252725,-0.28063547255835886,1.5952653260262584,True,1.8759007985846172,qnei,0.0,False,0,10,a54ceb62-4892-4eca-91aa-30c91b1a55d5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.006360549547193837,3.0344912882173296,9.397381919035832,2.747495266111777,3.1324606396786105,-0.28063547255835886,3.0344912882173296,griewank
4,-432.7783273586132,487.83450733551217,-328.66267959056705,423.88769988672755,-232.41856136145145,563.796441847586,-1.3880249615002915,-0.6702590016835848,True,0.7177659598167068,qnei,0.0,False,0,10,a54ceb62-4892-4eca-91aa-30c91b1a55d5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.006360549547193837,4.141880777159262,13.539262696195093,2.747495266111777,3.3848156740487734,-0.28063547255835886,3.0344912882173296,griewank
5,21.4010563402436,-213.0305294807264,-261.07977940238453,127.03799498361127,-199.482651936794,214.3785282097715,1.9146896549616432,2.3069567581821095,True,0.3922671032204663,qnei,0.0,False,0,10,a54ceb62-4892-4eca-91aa-30c91b1a55d5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,0.8391661606973275,14.378428856892421,0.8391661606973275,2.8756857713784845,1.9146896549616432,0.8391661606973275,griewank
6,188.18846645587826,-424.51593129198534,-16.824426099261327,42.23585393495732,-466.0879905944933,207.1846146695041,0.9204075442000546,2.1256508518154518,True,1.2052433076153972,qnei,1.1641877999645658,False,0,10,a54ceb62-4892-4eca-91aa-30c91b1a55d5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,1.8334482714589162,16.211877128351336,0.8391661606973275,2.7019795213918893,1.9146896549616432,0.8391661606973275,griewank
7,-225.17770888933163,-410.10757893437386,392.4928795408245,205.07372831787444,300.7435850959832,181.30153637032586,0.6913401748595881,1.6745759055987253,True,0.9832357307391372,qnei,0.7648684000014327,False,0,10,a54ceb62-4892-4eca-91aa-30c91b1a55d5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,2.0625156407993828,18.27439276915072,0.8391661606973275,2.6106275384501028,1.9146896549616432,0.8391661606973275,griewank
8,196.62584779765444,417.00373141969425,-600.0,-26.319674269623956,-399.4557555383512,177.22477789442343,-0.17008695623323114,0.06925861777476494,True,0.23934557400799608,qnei,0.8290734000038356,False,0,10,a54ceb62-4892-4eca-91aa-30c91b1a55d5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,2.923942771892202,21.198335541042923,0.8391661606973275,2.6497919426303653,1.9146896549616432,0.8391661606973275,griewank
9,182.78313575757093,-180.53629912682342,101.03342189877854,528.7748341481064,-478.07439299566676,250.8117151620326,0.2763443304721154,3.2081634064310585,True,2.931819075958943,qnei,0.7575157000101171,False,0,10,a54ceb62-4892-4eca-91aa-30c91b1a55d5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,2.4775114851868554,23.67584702622978,0.8391661606973275,2.6306496695810866,0.2763443304721154,2.4775114851868554,griewank
10,330.39802512759803,-144.47349380526228,582.140835719658,600.0,-600.0,409.2386959301113,-2.4206491350006254,-0.27587709797492943,True,2.144772037025696,qnei,0.8681815000018105,False,0,10,a54ceb62-4892-4eca-91aa-30c91b1a55d5,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,5.174504950659596,28.850351976889375,0.8391661606973275,2.8850351976889375,0.2763443304721154,2.4775114851868554,griewank
