iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,547.2020515547704,-350.78182790502376,394.13386232943685,-420.8614523015757,15.36553972387776,-436.8964751753921,-0.8615395490477546,-1.1967688606918374,True,-0.33522931164408276,qnei,0.0,False,1.245004527596541,10,35ca3159-0e46-4471-bede-9dfa23bf32a2,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,-0.8615395490477546,3.6153953647067256,3.6153953647067256,3.6153953647067256,3.6153953647067256,-0.8615395490477546,3.6153953647067256,griewank
2,226.84377573735742,410.0972691747347,-89.38920311402808,548.3112041440395,390.3994876617579,-194.1416250341088,0.006360549547193837,-0.42115716550544063,True,-0.4275177150526345,qnei,0.0,False,1.245004527596541,10,35ca3159-0e46-4471-bede-9dfa23bf32a2,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.006360549547193837,2.747495266111777,6.3628906308185025,2.747495266111777,3.1814453154092512,0.006360549547193837,2.747495266111777,griewank
3,90.91265753341634,303.96223765017237,392.52472442975454,520.1261650218976,-426.00636607652723,294.696253252725,-0.28063547255835886,-0.5974423358600816,True,-0.3168068633017227,qnei,0.0,False,1.245004527596541,10,35ca3159-0e46-4471-bede-9dfa23bf32a2,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.006360549547193837,3.0344912882173296,9.397381919035832,2.747495266111777,3.1324606396786105,0.006360549547193837,2.747495266111777,griewank
4,-432.7783273586132,487.83450733551217,-328.66267959056705,423.88769988672755,-232.41856136145145,563.796441847586,-1.3880249615002915,-1.2710548128627341,True,0.11697014863755739,qnei,0.0,False,1.245004527596541,10,35ca3159-0e46-4471-bede-9dfa23bf32a2,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.006360549547193837,4.141880777159262,13.539262696195093,2.747495266111777,3.3848156740487734,0.006360549547193837,2.747495266111777,griewank
5,21.4010563402436,-213.0305294807264,-261.07977940238453,127.03799498361127,-199.482651936794,214.3785282097715,1.9146896549616432,1.245004527596541,True,-0.6696851273651023,qnei,0.0,False,1.245004527596541,10,35ca3159-0e46-4471-bede-9dfa23bf32a2,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,0.8391661606973275,14.378428856892421,0.8391661606973275,2.8756857713784845,1.9146896549616432,0.8391661606973275,griewank
6,13.962843472299362,-381.9629966411168,-467.76232445752584,213.32099657123928,-261.67457859216785,263.2778333506423,0.652088299470993,0.17445614665314563,True,-0.4776321528178474,qnei,0.3106186999939382,False,2.4146896549616432,10,35ca3159-0e46-4471-bede-9dfa23bf32a2,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9146896549616432,2.101767516187978,16.4801963730804,0.8391661606973275,2.7466993955134,1.9146896549616432,0.8391661606973275,griewank
7,-37.725387869612874,-172.2163583672661,-183.0096734532786,-86.25002550865439,-125.54005845763947,326.13770248162064,1.9992089866773883,1.7600932954964372,True,-0.2391156911809511,qnei,0.2673268999787979,False,2.4146896549616432,10,35ca3159-0e46-4471-bede-9dfa23bf32a2,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9992089866773883,0.7546468289815824,17.23484320206198,0.7546468289815824,2.462120457437426,1.9992089866773883,0.7546468289815824,griewank
8,-128.2131869262293,-79.36545609003154,-287.22515544052163,-230.19879480441068,48.02489547900409,326.2482759791296,1.7242192991733818,1.6851035164353863,True,-0.03911578273799554,qnei,0.2884705000324175,False,2.499208986677388,10,35ca3159-0e46-4471-bede-9dfa23bf32a2,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9992089866773883,1.029636516485589,18.26447971854757,0.7546468289815824,2.283059964818446,1.9992089866773883,0.7546468289815824,griewank
9,-113.57437854308002,-120.66255705583269,174.4121546134386,-129.04956817963952,-277.45829888064367,548.2967680949182,1.0188436995703107,0.9699190144597755,True,-0.04892468511053527,qnei,0.3015751999919303,False,2.499208986677388,10,35ca3159-0e46-4471-bede-9dfa23bf32a2,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9992089866773883,1.73501211608866,19.99949183463623,0.7546468289815824,2.222165759404026,1.9992089866773883,0.7546468289815824,griewank
10,131.82792379433673,-100.33994897207134,-213.5218120128996,-315.7258712160649,-9.744697446315454,431.8906099565417,1.3711537261025413,1.35542136944699,True,-0.015732356655551172,qnei,0.34879739995812997,False,2.499208986677388,10,35ca3159-0e46-4471-bede-9dfa23bf32a2,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.9992089866773883,1.3827020895564295,21.38219392419266,0.7546468289815824,2.138219392419266,1.9992089866773883,0.7546468289815824,griewank
