run_id,dataset,objective,acquisition,seed,oracle_model,baseline,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2_jitter,final_best_true_jitter,final_simple_regret_true_jitter,final_cum_regret_true_jitter,final_avg_regret_true_jitter,auc_simple_regret_true_jitter,auc_simple_regret_true_postonset_per_iter_jitter,final_inference_simple_regret_true_jitter,auc_inference_simple_regret_true_jitter,param_columns,response_x0,response_x1,response_x2,response_x3,response_x4,response_x5,response_l2_baseline,final_best_true_baseline,final_simple_regret_true_baseline,final_cum_regret_true_baseline,final_avg_regret_true_baseline,auc_simple_regret_true_baseline,auc_simple_regret_true_postonset_per_iter_baseline,final_inference_simple_regret_true_baseline,auc_inference_simple_regret_true_baseline,response_l2_excess,final_best_true_excess,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true,auc_simple_regret_excess_true_postonset_per_iter,final_inference_simple_regret_excess_true,auc_inference_simple_regret_excess_true
51d9a701-9bd9-44ca-92cf-8e41f3d5d8ed,hartmann_6,value,logei,10,exact,False,gaussian,1.0,0,50,0,1,2,1.194384138562719,5.239616961619393,2.7275470016725443,227.29922094568929,4.545984418913785,169.73749353738984,3.4640304803548947,3.754312356806652,212.1558357370155,"x0,x1,x2,x3,x4,x5",-0.2669652298478441,0.6340659142331322,-0.40293588786955414,0.8076438803713459,0.31252828994823345,0.2022957084510694,1.194384138562719,7.956625141880347,0.0105388214115897,217.1661688018754,4.3433233760375085,109.04737619472783,2.225456657035262,0.0105388214115897,109.04737619472783,0.0,-2.7170081802609545,2.7170081802609545,10.133052143813899,0.20266104287627673,60.690117342662006,1.2385738233196326,3.743773535395062,103.10845954228768
5d929719-e13f-4827-88fd-644d69591cdc,hartmann_6,value,logei,10,exact,False,gaussian,5.0,0,50,0,1,2,1.194384138562719,1.3151007595726203,6.652063203719317,425.63162625222384,8.512632525044477,331.9769570227289,6.775039939239366,8.556668602985136,419.8921007687428,"x0,x1,x2,x3,x4,x5",-0.2669652298478441,0.6340659142331322,-0.40293588786955414,0.8076438803713459,0.31252828994823345,0.2022957084510694,1.194384138562719,7.956625141880347,0.0105388214115897,217.1661688018754,4.3433233760375085,109.04737619472783,2.225456657035262,0.0105388214115897,109.04737619472783,0.0,-6.641524382307727,6.641524382307727,208.46545745034845,4.169309149006969,222.9295808280011,4.549583282204104,8.546129781573546,310.844724574015
653687a8-90a2-417c-adc6-696d33a19e7c,hartmann_6,value,logei,11,exact,False,gaussian,1.0,0,50,0,1,2,0.9136168966722205,3.221113122489539,4.746050840802399,341.2687731573186,6.825375463146372,279.7088577937562,5.708344036607269,6.375896345605335,302.1834743683626,"x0,x1,x2,x3,x4,x5",-0.05814962661500278,-0.369503913040817,0.3468300956684177,0.5931945844244383,0.22106703915233508,-0.41682100115710696,0.9136168966722205,7.919294039085956,0.0478699242059814,194.87154118597005,3.897430823719401,80.73586686584336,1.6476707523641503,0.0478699242059814,80.73586686584336,0.0,-4.698180916596417,4.698180916596417,146.39723197134856,2.927944639426971,198.9729909279128,4.060673284243118,6.328026421399353,221.44760750251925
a3f20e9b-3c61-4c19-b578-a41755a35c20,hartmann_6,value,logei,11,exact,False,gaussian,5.0,0,50,0,1,2,0.9136168966722205,3.15116149242575,4.816002470866187,354.44936501768126,7.088987300353625,245.42819766132342,5.00873872778211,6.395861733341463,313.3972249337317,"x0,x1,x2,x3,x4,x5",-0.05814962661500278,-0.369503913040817,0.3468300956684177,0.5931945844244383,0.22106703915233508,-0.41682100115710696,0.9136168966722205,7.919294039085956,0.0478699242059814,194.87154118597005,3.897430823719401,80.73586686584336,1.6476707523641503,0.0478699242059814,80.73586686584336,0.0,-4.768132546660206,4.768132546660206,159.5778238317112,3.191556476634224,164.69233079548007,3.36106797541796,6.347991809135482,232.66135806788833
ab71b428-bba6-418f-bd55-08d6bc99ce8c,hartmann_6,value,logei,7,exact,False,gaussian,1.0,0,50,0,1,2,0.8963942168515511,6.299559913031787,1.6676040502601497,233.3511862586228,4.667023725172457,139.02710785043115,2.8372879153149215,2.0318418036211927,178.23007037062115,"x0,x1,x2,x3,x4,x5",-0.6198301620390922,-0.0759853825868092,0.021383738506852712,0.24272776285312897,0.002866141908088149,-0.5951278332954886,0.8963942168515511,6.5786538351507815,1.3885101281411556,342.3394646378324,6.8467892927566485,127.56859475036408,2.6034407091911036,1.3885101281411556,127.56859475036408,0.0,-0.2790939221189941,0.2790939221189941,-108.98827837920962,-2.179765567584192,11.458513100067066,0.23384720612381793,0.6433316754800371,50.661475620257065
f16b4f50-52f0-4450-8be6-c1d22c609072,hartmann_6,value,logei,7,exact,False,gaussian,5.0,0,50,0,1,2,0.8963942168515511,5.066971199812628,2.9001927634793088,395.52274144168496,7.910454828833699,183.93852357706402,3.753847419940082,8.619201279743177,409.06194977625904,"x0,x1,x2,x3,x4,x5",-0.6198301620390922,-0.0759853825868092,0.021383738506852712,0.24272776285312897,0.002866141908088149,-0.5951278332954886,0.8963942168515511,6.5786538351507815,1.3885101281411556,342.3394646378324,6.8467892927566485,127.56859475036408,2.6034407091911036,1.3885101281411556,127.56859475036408,0.0,-1.5116826353381532,1.5116826353381532,53.18327680385255,1.0636655360770506,56.36992882669993,1.1504067107489786,7.230691151602021,281.49335502589497
740b4b7c-2713-460d-abe1-47df4ea31df7,hartmann_6,value,logei,8,exact,False,gaussian,1.0,0,50,0,1,2,0.9714094994382176,6.35099306074678,1.6161709025451572,210.0537918568006,4.201075837136012,149.45791841959925,3.050161600399985,2.2488484740868597,170.59123037317778,"x0,x1,x2,x3,x4,x5",0.11090959651723808,-0.6145279402485726,-0.21175724201274237,-0.30958348165731203,-0.6285443666115339,-0.13393955798806428,0.9714094994382176,7.937905713896259,0.0292582493956778,243.5424323920135,4.87084864784027,58.64966422104229,1.196931922878414,0.0292582493956778,58.64966422104229,0.0,-1.5869126531494793,1.5869126531494793,-33.48864053521291,-0.6697728107042575,90.80825419855697,1.8532296775215709,2.219590224691182,111.9415661521355
d97a5c5b-2ae3-463d-811e-ffbaadfb2ce0,hartmann_6,value,logei,8,exact,False,gaussian,5.0,0,50,0,1,2,0.9714094994382176,6.89976190395694,1.0674020593349969,285.7103069627008,5.714206139254015,116.60431168323014,2.379679830270003,4.127481461509251,207.30403277347267,"x0,x1,x2,x3,x4,x5",0.11090959651723808,-0.6145279402485726,-0.21175724201274237,-0.30958348165731203,-0.6285443666115339,-0.13393955798806428,0.9714094994382176,7.937905713896259,0.0292582493956778,243.5424323920135,4.87084864784027,58.64966422104229,1.196931922878414,0.0292582493956778,58.64966422104229,0.0,-1.038143809939319,1.038143809939319,42.16787457068733,0.8433574914137454,57.95464746218784,1.1827479073915887,4.098223212113573,148.65436855243038
eb8b8221-d5cf-479e-bdd8-aa73aa28ac94,hartmann_6,value,logei,9,exact,False,gaussian,1.0,0,50,0,1,2,1.2740921264969713,7.207831363143704,0.759332600148233,131.93951298059352,2.6387902596118704,88.67658001583904,1.8097261227722252,1.8251723621902487,116.71884162684873,"x0,x1,x2,x3,x4,x5",-0.009855554787200016,0.631420419961207,-0.5765604155839646,-0.3402860827906701,-0.23113030262627726,-0.8502259231204001,1.2740921264969713,7.483805235579466,0.4833587277124707,309.6898994583909,6.193797989167819,80.43439666470883,1.641518299279772,0.4833587277124707,80.43439666470883,0.0,-0.2759738724357623,0.2759738724357623,-177.7503864777974,-3.5550077295559483,8.242183351130208,0.1682078234924531,1.341813634477778,36.2844449621399
607940fb-eb1d-44b4-abe3-0794ea5816c5,hartmann_6,value,logei,9,exact,False,gaussian,5.0,0,50,0,1,2,1.2740921264969713,0.4711624377900778,7.4960015255018595,425.7978827071437,8.515957654142873,394.7796910268849,8.056728388303773,8.550870757928873,418.4816965821264,"x0,x1,x2,x3,x4,x5",-0.009855554787200016,0.631420419961207,-0.5765604155839646,-0.3402860827906701,-0.23113030262627726,-0.8502259231204001,1.2740921264969713,7.483805235579466,0.4833587277124707,309.6898994583909,6.193797989167819,80.43439666470883,1.641518299279772,0.4833587277124707,80.43439666470883,0.0,-7.012642797789389,7.012642797789389,116.10798324875276,2.3221596649750547,314.3452943621761,6.415210089024001,8.067512030216403,338.0472999174176
