iteration,x0,x1,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,128.09775780317898,406.7469321928453,-1.376274054829661,,-1.376274054829661,0.0,False,True,,logei,0.0,False,True,7,768ed6f9-5505-44f8-8ba2-34d99ded798a,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,-1.376274054829661,4.58131958588472,4.58131958588472,4.58131958588472,4.58131958588472,-1.376274054829661,4.58131958588472,eggholder
2,282.30214681107816,-281.38783744963393,-0.4721201176591365,-0.4721201176591365,-0.4721201176591365,0.0,False,True,0.0,logei,0.0,False,False,7,768ed6f9-5505-44f8-8ba2-34d99ded798a,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,-0.4721201176591365,3.6771656487141953,8.258485234598915,3.6771656487141953,4.129242617299457,-0.4721201176591365,3.6771656487141953,eggholder
3,-204.62972425090516,382.5187280857722,-1.041347350535986,-1.041347350535986,-1.041347350535986,0.0,False,True,0.0,logei,0.0,False,False,7,768ed6f9-5505-44f8-8ba2-34d99ded798a,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,-0.4721201176591365,4.246392881591045,12.50487811618996,3.6771656487141953,4.168292705396653,-0.4721201176591365,3.6771656487141953,eggholder
4,-506.6083281248515,328.93790042395267,0.41221577617518584,0.41221577617518584,0.41221577617518584,0.0,False,True,0.0,logei,0.0,False,False,7,768ed6f9-5505-44f8-8ba2-34d99ded798a,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.41221577617518584,2.792829754879873,15.297707871069834,2.792829754879873,3.8244269677674585,0.41221577617518584,2.792829754879873,eggholder
5,304.19909504209534,-32.834608288029926,-0.9877282117936217,-0.9877282117936217,-0.9877282117936217,0.0,False,True,0.0,logei,0.0,False,False,7,768ed6f9-5505-44f8-8ba2-34d99ded798a,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.41221577617518584,4.19277374284868,19.490481613918515,2.792829754879873,3.898096322783703,0.41221577617518584,2.792829754879873,eggholder
6,-512.0,120.89048282125393,-1.381419305310206,,-1.381419305310206,0.0,False,True,,logei,0.23804359999485314,False,True,7,768ed6f9-5505-44f8-8ba2-34d99ded798a,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.41221577617518584,4.5864648363652645,24.076946450283778,2.792829754879873,4.01282440838063,0.41221577617518584,2.792829754879873,eggholder
7,-512.0,120.88416585475873,-1.381487086619935,,-1.381487086619935,0.0,False,True,,logei,0.2045380999916233,False,True,7,768ed6f9-5505-44f8-8ba2-34d99ded798a,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.41221577617518584,4.586532617674994,28.66347906795877,2.792829754879873,4.09478272399411,0.41221577617518584,2.792829754879873,eggholder
8,-512.0,120.88525756893914,-1.3814753753101856,,-1.3814753753101856,0.0,False,True,,logei,0.18547760002547875,False,True,7,768ed6f9-5505-44f8-8ba2-34d99ded798a,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.41221577617518584,4.586520906365244,33.24999997432401,2.792829754879873,4.1562499967905016,0.41221577617518584,2.792829754879873,eggholder
9,-512.0,120.89961976594257,-1.3813211955383087,-1.3813211955383087,-1.3813211955383087,0.0,False,True,0.0,logei,0.20125179999740794,False,False,7,768ed6f9-5505-44f8-8ba2-34d99ded798a,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.41221577617518584,4.586366726593368,37.83636670091738,2.792829754879873,4.204040744546376,0.41221577617518584,2.792829754879873,eggholder
10,-512.0,379.29183678587464,1.8636215826936942,1.8636215826936942,1.8636215826936942,0.0,False,True,0.0,logei,0.20978809997905046,False,False,7,768ed6f9-5505-44f8-8ba2-34d99ded798a,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.8636215826936942,1.3414239483613646,39.17779064927875,1.3414239483613646,3.917779064927875,1.8636215826936942,1.3414239483613646,eggholder
