iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,-0.5371018995290565,-0.5371018995290565,False,0.0,logei,0.0,False,False,8,48629c87-e08a-43a5-9e35-cb2ded486c75,gaussian,0.25,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.592002841684784,3.592002841684784,3.592002841684784,3.592002841684784,-0.5371018995290565,3.592002841684784,hartmann_3
2,0.7885489358200289,0.8698965116962161,0.391084806539194,-0.6314564796850167,-0.6314564796850167,False,0.0,logei,0.0,False,False,8,48629c87-e08a-43a5-9e35-cb2ded486c75,gaussian,0.25,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.686357421840744,7.278360263525528,3.592002841684784,3.639180131762764,-0.5371018995290565,3.592002841684784,hartmann_3
3,0.4378818731227988,0.37274890308935305,0.10695359647277436,-0.7389082132097465,-0.7389082132097465,False,0.0,logei,0.0,False,False,8,48629c87-e08a-43a5-9e35-cb2ded486c75,gaussian,0.25,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.7938091553654743,11.072169418891002,3.592002841684784,3.690723139630334,-0.5371018995290565,3.592002841684784,hartmann_3
4,0.47896545416271696,0.24135214508468228,0.25714524855112975,-0.12261625756300014,-0.12261625756300014,False,0.0,logei,0.0,False,False,8,48629c87-e08a-43a5-9e35-cb2ded486c75,gaussian,0.25,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.12261625756300014,3.1775171997187277,14.24968661860973,3.1775171997187277,3.5624216546524323,-0.12261625756300014,3.1775171997187277,hartmann_3
5,0.1847315568344149,0.1938645489043107,0.813827670155021,0.26719788296726216,0.26719788296726216,False,0.0,logei,0.0,False,False,8,48629c87-e08a-43a5-9e35-cb2ded486c75,gaussian,0.25,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,2.7877030591884653,17.037389677798195,2.7877030591884653,3.407477935559639,0.26719788296726216,2.7877030591884653,hartmann_3
6,0.3214570901980338,0.11593969174771102,0.7202593118205977,-0.3888929692457282,-0.3888929692457282,False,0.0,logei,0.4512004000134766,False,False,8,48629c87-e08a-43a5-9e35-cb2ded486c75,gaussian,0.25,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.443793911401456,20.481183589199652,2.7877030591884653,3.413530598199942,0.26719788296726216,2.7877030591884653,hartmann_3
7,0.3519943554859719,0.25389800606869983,0.8429743680903761,0.7866779764555726,0.7866779764555726,False,0.0,logei,0.3325250000343658,False,True,8,48629c87-e08a-43a5-9e35-cb2ded486c75,gaussian,0.25,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.7866779764555726,2.268222965700155,22.749406554899807,2.268222965700155,3.2499152221285437,0.7866779764555726,2.268222965700155,hartmann_3
8,0.3315779454489269,0.2978798235175445,0.93402390507323,0.7267688185705492,0.7267688185705492,False,0.0,logei,0.27637909998884425,False,False,8,48629c87-e08a-43a5-9e35-cb2ded486c75,gaussian,0.25,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.7866779764555726,2.3281321235851786,25.077538678484984,2.268222965700155,3.134692334810623,0.7866779764555726,2.268222965700155,hartmann_3
9,0.7309082830538234,0.2704647031673256,0.8733334746573169,0.8154294875825688,0.8154294875825688,False,0.0,logei,0.2610796000226401,False,False,8,48629c87-e08a-43a5-9e35-cb2ded486c75,gaussian,0.25,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.8154294875825688,2.2394714545731587,27.317010133058144,2.2394714545731587,3.0352233481175714,0.8154294875825688,2.2394714545731587,hartmann_3
10,0.7409052767598853,0.2915565918751587,0.7393694614001051,0.7241478427964978,0.7241478427964978,False,0.0,logei,0.26629030000185594,False,False,8,48629c87-e08a-43a5-9e35-cb2ded486c75,gaussian,0.25,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.8154294875825688,2.33075309935923,29.647763232417375,2.2394714545731587,2.9647763232417375,0.8154294875825688,2.2394714545731587,hartmann_3
11,1.0,0.27031101847161426,0.9345507168693358,0.38439077326988613,0.38439077326988613,False,0.0,logei,0.26764360000379384,False,False,8,48629c87-e08a-43a5-9e35-cb2ded486c75,gaussian,0.25,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.8154294875825688,2.6705101688858415,32.318273401303216,2.2394714545731587,2.938024854663929,0.8154294875825688,2.2394714545731587,hartmann_3
12,0.5426069158351084,0.2708675560875936,0.8635225015390532,0.8874059237701329,0.8874059237701329,False,0.0,logei,0.27073520002886653,False,False,8,48629c87-e08a-43a5-9e35-cb2ded486c75,gaussian,0.25,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.8874059237701329,2.1674950183855946,34.48576841968881,2.1674950183855946,2.8738140349740675,0.8874059237701329,2.1674950183855946,hartmann_3
13,0.5154828987094696,0.2586579711517011,1.0,-0.14332733478050555,-0.14332733478050555,False,0.0,logei,0.3864999999641441,False,False,8,48629c87-e08a-43a5-9e35-cb2ded486c75,gaussian,0.25,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.8874059237701329,3.1982282769362333,37.683996696625044,2.1674950183855946,2.898768976663465,0.8874059237701329,2.1674950183855946,hartmann_3
