iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.5137940632577207,0.5137940632577207,False,0.0,pi,0.0,False,False,11,23970981-01b6-4682-8a1b-980f9e8b9ca1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,2.541106878898007,2.541106878898007,2.541106878898007,2.541106878898007,0.5137940632577207,2.541106878898007,hartmann_3
2,0.028689008371944547,0.14792608457745593,0.9282110229603695,-0.31376576698332603,-0.31376576698332603,False,0.0,pi,0.0,False,False,11,23970981-01b6-4682-8a1b-980f9e8b9ca1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.3686667091390534,5.90977358803706,2.541106878898007,2.95488679401853,0.5137940632577207,2.541106878898007,hartmann_3
3,0.07042057615419683,0.12977394939929798,0.9483284532917751,-0.4727011274378231,-0.4727011274378231,False,0.0,pi,0.0,False,False,11,23970981-01b6-4682-8a1b-980f9e8b9ca1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.527602069593551,9.43737565763061,2.541106878898007,3.14579188587687,0.5137940632577207,2.541106878898007,hartmann_3
4,0.6218835927963828,0.368993123729791,0.5113900218032627,-0.6166682040543563,-0.6166682040543563,False,0.0,pi,0.0,False,False,11,23970981-01b6-4682-8a1b-980f9e8b9ca1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.671569146210084,13.108944803840695,2.541106878898007,3.2772362009601737,0.5137940632577207,2.541106878898007,hartmann_3
5,0.6628429525167993,0.2753088157611293,0.13796807286695534,-0.6066610395455705,-0.6066610395455705,False,0.0,pi,0.0,False,False,11,23970981-01b6-4682-8a1b-980f9e8b9ca1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.661561981701298,16.770506785541993,2.541106878898007,3.354101357108399,0.5137940632577207,2.541106878898007,hartmann_3
6,0.11675600594669377,0.5319187407150773,0.743262215717826,2.1490801266567057,2.1490801266567057,False,0.0,pi,0.2667340000043623,False,True,11,23970981-01b6-4682-8a1b-980f9e8b9ca1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.1490801266567057,0.9058208154990219,17.676327601041017,0.9058208154990219,2.9460546001735026,2.1490801266567057,0.9058208154990219,hartmann_3
7,0.0094103404853626,0.5818213043118627,0.7405933144856348,2.1242434726443933,2.1242434726443933,False,0.0,pi,0.22709060000488535,False,True,11,23970981-01b6-4682-8a1b-980f9e8b9ca1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.1490801266567057,0.9306574695113343,18.60698507055235,0.9058208154990219,2.6581407243646216,2.1490801266567057,0.9058208154990219,hartmann_3
8,0.35780468583088654,0.5382186252387108,0.7500968542522892,2.1848653080508598,2.1848653080508598,False,0.0,pi,0.23434049997013062,False,True,11,23970981-01b6-4682-8a1b-980f9e8b9ca1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.1848653080508598,0.8700356341048678,19.47702070465722,0.8700356341048678,2.4346275880821526,2.1848653080508598,0.8700356341048678,hartmann_3
9,0.524643034008588,0.5943662827335331,0.7491428773078189,2.017273877007744,2.017273877007744,False,0.0,pi,0.2229261000175029,False,False,11,23970981-01b6-4682-8a1b-980f9e8b9ca1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.1848653080508598,1.0376270651479835,20.514647769805205,0.8700356341048678,2.279405307756134,2.1848653080508598,0.8700356341048678,hartmann_3
10,0.0,0.47552626161504313,0.7444071442501439,1.989516898825527,1.989516898825527,False,0.0,pi,0.22521449998021126,False,False,11,23970981-01b6-4682-8a1b-980f9e8b9ca1,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.1848653080508598,1.0653840433302006,21.580031813135406,0.8700356341048678,2.1580031813135405,2.1848653080508598,0.8700356341048678,hartmann_3
