iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.6031481500515619,-0.39422817498468915,-0.39422817498468915,False,0.0,pi,0.0,False,False,9,d84a2022-e7d8-4aa1-97e3-bdbd89350863,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.39422817498468915,3.4491291171404166,3.4491291171404166,3.4491291171404166,3.4491291171404166,-0.39422817498468915,3.4491291171404166,hartmann_3
2,0.7775340829201788,0.7160746296035653,0.9153801204905075,1.7378678023125438,1.7378678023125438,False,0.0,pi,0.0,False,False,9,d84a2022-e7d8-4aa1-97e3-bdbd89350863,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,1.3170331398431838,4.7661622569836,1.3170331398431838,2.3830811284918,1.7378678023125438,1.3170331398431838,hartmann_3
3,0.8603936491828846,0.9182376290487624,0.026587734467597213,-0.9871025361789454,-0.9871025361789454,False,0.0,pi,0.0,False,False,9,d84a2022-e7d8-4aa1-97e3-bdbd89350863,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,4.0420034783346726,8.808165735318273,1.3170331398431838,2.936055245106091,1.7378678023125438,1.3170331398431838,hartmann_3
4,0.4372480001295087,0.48494432697728806,0.06515419737010752,-0.9087857119633538,-0.9087857119633538,False,0.0,pi,0.0,False,False,9,d84a2022-e7d8-4aa1-97e3-bdbd89350863,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,3.9636866541190816,12.771852389437354,1.3170331398431838,3.1929630973593386,1.7378678023125438,1.3170331398431838,hartmann_3
5,0.005626050679392924,0.830621436971257,0.9833022442861755,0.28104361833347785,0.28104361833347785,False,0.0,pi,0.0,False,False,9,d84a2022-e7d8-4aa1-97e3-bdbd89350863,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,2.77385732382225,15.545709713259605,1.3170331398431838,3.109141942651921,1.7378678023125438,1.3170331398431838,hartmann_3
6,0.8672426738907659,0.6038282188396383,0.9257573159228977,2.2297759545976965,2.2297759545976965,False,0.0,pi,0.30697029997827485,False,True,9,d84a2022-e7d8-4aa1-97e3-bdbd89350863,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.2297759545976965,0.8251249875580311,16.370834700817635,0.8251249875580311,2.7284724501362727,2.2297759545976965,0.8251249875580311,hartmann_3
7,0.961078219976989,0.5048573336871686,0.9365338475365206,1.9962876165781172,1.9962876165781172,False,0.0,pi,0.24095290002878755,False,False,9,d84a2022-e7d8-4aa1-97e3-bdbd89350863,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.2297759545976965,1.0586133255776105,17.429448026395246,0.8251249875580311,2.4899211466278923,2.2297759545976965,0.8251249875580311,hartmann_3
8,0.9996790456793962,0.6002376946495147,0.9673241445725926,1.547033111359702,1.547033111359702,False,0.0,pi,0.3795135999680497,False,True,9,d84a2022-e7d8-4aa1-97e3-bdbd89350863,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.2297759545976965,1.5078678307960256,18.937315857191273,0.8251249875580311,2.367164482148909,2.2297759545976965,0.8251249875580311,hartmann_3
9,0.9153276309222088,0.40689632215542937,0.8940752075221124,1.918309884962038,1.918309884962038,False,0.0,pi,0.3403213999699801,False,True,9,d84a2022-e7d8-4aa1-97e3-bdbd89350863,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.2297759545976965,1.1365910571936897,20.073906914384963,0.8251249875580311,2.230434101598329,2.2297759545976965,0.8251249875580311,hartmann_3
10,0.8223554020266189,0.5322159829686519,0.9761649630924283,1.474677260063238,1.474677260063238,False,0.0,pi,0.3286904999986291,False,True,9,d84a2022-e7d8-4aa1-97e3-bdbd89350863,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.2297759545976965,1.5802236820924895,21.654130596477454,0.8251249875580311,2.1654130596477454,2.2297759545976965,0.8251249875580311,hartmann_3
