run_id,dataset,objective,acquisition,seed,oracle_model,baseline,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2_jitter,final_best_true_jitter,final_simple_regret_true_jitter,final_cum_regret_true_jitter,final_avg_regret_true_jitter,auc_simple_regret_true_jitter,auc_simple_regret_true_postonset_per_iter_jitter,final_inference_simple_regret_true_jitter,auc_inference_simple_regret_true_jitter,param_columns,response_x0,response_x1,response_x2,response_x3,response_x4,response_x5,response_l2_baseline,final_best_true_baseline,final_simple_regret_true_baseline,final_cum_regret_true_baseline,final_avg_regret_true_baseline,auc_simple_regret_true_baseline,auc_simple_regret_true_postonset_per_iter_baseline,final_inference_simple_regret_true_baseline,auc_inference_simple_regret_true_baseline,response_l2_excess,final_best_true_excess,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true,auc_simple_regret_excess_true_postonset_per_iter,final_inference_simple_regret_excess_true,auc_inference_simple_regret_excess_true
b04f8c9f-0796-42be-97ea-c5d3b594c39d,hartmann_6,value,logei,10,exact,False,gaussian,0.05,0,50,0,1,2,1.194384138562719,7.9253271236118685,0.0418368396800685,216.7315138578218,4.334630277156436,156.38577087809307,3.191546344450879,0.0418368396800685,156.3982611170561,"x0,x1,x2,x3,x4,x5",-0.2669652298478441,0.6340659142331322,-0.40293588786955414,0.8076438803713459,0.31252828994823345,0.2022957084510694,1.194384138562719,7.1877306579058375,0.7794333053860996,284.0755167795612,5.681510335591224,161.90530088761034,3.304189814032864,0.7794333053860996,161.90530088761034,0.0,0.737596465706031,-0.7375964657060311,-67.34400292173942,-1.3468800584347882,-5.519530009517268,-0.11264346958198468,-0.7375964657060311,-5.507039770554229
27b449af-3303-436e-b6bb-96f38bb63ade,hartmann_6,value,logei,10,exact,False,gaussian,0.25,0,50,0,1,2,1.194384138562719,7.896530861419186,0.070633101872751,202.4114409902947,4.048228819805894,162.7054142592059,3.3205186583511406,0.2571610520877456,166.31657988967774,"x0,x1,x2,x3,x4,x5",-0.2669652298478441,0.6340659142331322,-0.40293588786955414,0.8076438803713459,0.31252828994823345,0.2022957084510694,1.194384138562719,7.1877306579058375,0.7794333053860996,284.0755167795612,5.681510335591224,161.90530088761034,3.304189814032864,0.7794333053860996,161.90530088761034,0.0,0.7088002035133485,-0.7088002035133486,-81.66407578926652,-1.6332815157853302,0.8001133715955575,0.016328844318276747,-0.5222722532983539,4.411279002067403
083e3e19-9597-45e8-afaa-4d5dfd417da7,hartmann_6,value,logei,10,exact,False,gaussian,1.0,0,50,0,1,2,1.194384138562719,5.407105275806409,2.560058687485528,233.48948748834084,4.669789749766817,189.5217942562877,3.8677917195160756,2.6071818209668267,194.2228664882647,"x0,x1,x2,x3,x4,x5",-0.2669652298478441,0.6340659142331322,-0.40293588786955414,0.8076438803713459,0.31252828994823345,0.2022957084510694,1.194384138562719,7.1877306579058375,0.7794333053860996,284.0755167795612,5.681510335591224,161.90530088761034,3.304189814032864,0.7794333053860996,161.90530088761034,0.0,-1.7806253820994282,1.7806253820994282,-50.58602929122037,-1.0117205858244072,27.616493368677368,0.5636019054832118,1.8277485155807272,32.317565600654376
0745f6fc-91c0-4b06-bed6-e22370c7d730,hartmann_6,value,logei,10,exact,False,gaussian,5.0,0,50,0,1,2,1.194384138562719,1.3151007595726203,6.652063203719317,425.3493538792214,8.506987077584428,331.9769570227289,6.775039939239366,8.593961889195512,421.150163918941,"x0,x1,x2,x3,x4,x5",-0.2669652298478441,0.6340659142331322,-0.40293588786955414,0.8076438803713459,0.31252828994823345,0.2022957084510694,1.194384138562719,7.1877306579058375,0.7794333053860996,284.0755167795612,5.681510335591224,161.90530088761034,3.304189814032864,0.7794333053860996,161.90530088761034,0.0,-5.8726298983332175,5.8726298983332175,141.27383709966017,2.825476741993204,170.0716561351186,3.470850125206502,7.8145285838094125,259.2448630313307
5b967098-d3dd-4984-8784-f2a3f2603281,hartmann_6,value,logei,10,exact,False,gaussian,0.05,20,50,0,21,22,0.753175975456543,7.265266537357506,0.7018974259344306,287.16881342869584,5.7433762685739165,159.37306603842904,1.5231975575302568,0.7018974259344306,159.37306603842904,"x0,x1,x2,x3,x4,x5",0.7229837811006516,0.0,0.10730236811404051,0.013159162580999473,0.005463593650571585,-0.18125035076387402,0.7487822639676267,7.1877306579058375,0.7794333053860996,284.0755167795612,5.681510335591224,161.90530088761034,1.610516000605473,0.7794333053860996,161.90530088761034,0.004393711488916319,0.07753587945166807,-0.07753587945166895,3.093296649134629,0.06186593298269205,-2.532234849181293,-0.0873184430752163,-0.07753587945166895,-2.532234849181293
0b859135-2ef3-48f5-9a37-84f947e29aba,hartmann_6,value,logei,10,exact,False,gaussian,0.25,20,50,0,21,22,0.746831039662039,7.238619094395001,0.728544868896936,231.66181818192425,4.633236363638485,165.37940963725794,1.7303128540415964,0.7850017123624218,165.8827690779097,"x0,x1,x2,x3,x4,x5",0.7229837811006516,0.0,0.10953943241197489,0.01588093586986039,0.005252719300879172,-0.1509051743009267,0.7487822639676267,7.1877306579058375,0.7794333053860996,284.0755167795612,5.681510335591224,161.90530088761034,1.610516000605473,0.7794333053860996,161.90530088761034,-0.0019512243055876954,0.050888436489163524,-0.050888436489163524,-52.413698597636966,-1.0482739719527396,3.4741087496475984,0.11979685343612334,0.0055684069763222155,3.977468190299362
b8c49962-f30c-4f1b-80af-0e6c4931ea2f,hartmann_6,value,logei,10,exact,False,gaussian,1.0,20,50,0,21,22,0.7317741206423786,6.649887492444226,1.3172764708477107,228.6687055797126,4.5733741115942514,177.20266130968352,2.1380111875735133,1.704541790646899,183.71185618991478,"x0,x1,x2,x3,x4,x5",0.7229837811006516,0.0,0.0986367483993637,0.02398607746709991,0.0027245800839846845,0.04975793930259098,0.7487822639676267,7.1877306579058375,0.7794333053860996,284.0755167795612,5.681510335591224,161.90530088761034,1.610516000605473,0.7794333053860996,161.90530088761034,-0.017008143325248137,-0.5378431654616112,0.5378431654616112,-55.40681119984862,-1.108136223996973,15.297360422073183,0.5274951869680402,0.9251084852607994,21.806555302304446
1d0a846c-d5f5-476c-ab4c-84e23e3332bf,hartmann_6,value,logei,10,exact,False,gaussian,5.0,20,50,0,21,22,0.1955031587011482,6.041547992519782,1.9256159707721547,288.08889545397204,5.7617779090794405,208.92394734306524,3.231848637000471,3.7897315636932376,248.98124522526953,"x0,x1,x2,x3,x4,x5",-0.08501260171589131,0.0,-0.09362597370130671,-0.1338613822413543,-0.022804013764993913,-0.06155994607489362,0.7487822639676267,7.1877306579058375,0.7794333053860996,284.0755167795612,5.681510335591224,161.90530088761034,1.610516000605473,0.7794333053860996,161.90530088761034,-0.5532791052664785,-1.1461826653860552,1.1461826653860552,4.013378674410831,0.08026757348821612,47.0186464554549,1.6213326363949978,3.010298258307138,87.0759443376592
4c157c81-7045-4de0-be3e-d29ddec8eedb,hartmann_6,value,logei,11,exact,False,gaussian,0.05,0,50,0,1,2,0.9136168966722205,7.948372680999237,0.0187912822926996,239.58038324401412,4.791607664880283,162.42823013347976,3.3148618394587706,0.073600537661246,162.45563476116402,"x0,x1,x2,x3,x4,x5",-0.05814962661500278,-0.369503913040817,0.3468300956684177,0.5931945844244383,0.22106703915233508,-0.41682100115710696,0.9136168966722205,7.914311722966896,0.0528522403250413,251.89355036962127,5.037871007392426,167.67500998794597,3.421938979345836,0.0528522403250413,167.67500998794597,0.0,0.03406095803234166,-0.0340609580323417,-12.313167125607151,-0.246263342512143,-5.246779854466212,-0.10707713988706535,0.020748297336204695,-5.219375226781949
47c859d6-ab18-48e4-9685-b4ad9333b355,hartmann_6,value,logei,11,exact,False,gaussian,0.25,0,50,0,1,2,0.9136168966722205,7.901579338402912,0.0655846248890252,174.7578659383632,3.495157318767264,128.66421474828508,2.62580030098541,0.1157006890571379,129.6168909526485,"x0,x1,x2,x3,x4,x5",-0.05814962661500278,-0.369503913040817,0.3468300956684177,0.5931945844244383,0.22106703915233508,-0.41682100115710696,0.9136168966722205,7.914311722966896,0.0528522403250413,251.89355036962127,5.037871007392426,167.67500998794597,3.421938979345836,0.0528522403250413,167.67500998794597,0.0,-0.012732384563983956,0.012732384563983894,-77.13568443125806,-1.5427136886251622,-39.010795239660894,-0.7961386783604261,0.0628484487320966,-38.058119035297466
