iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.6031481500515619,0.7775340829201788,0.7160746296035653,0.9153801204905075,-0.6203051845937949,-2.2343601812195892,True,-1.6140549966257942,qnei,0.0,False,0,9,91c0ee00-edca-476a-ba87-6e7e84c8d01b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.6203051845937949,8.587469147885733,8.587469147885733,8.587469147885733,8.587469147885733,-0.6203051845937949,8.587469147885733,hartmann_6
2,0.8603936491828846,0.9182376290487624,0.026587734467597213,0.4372480001295087,0.48494432697728806,0.06515419737010752,-0.47852200150684815,-3.844735546216589,True,-3.3662135447097405,qnei,0.0,False,0,9,91c0ee00-edca-476a-ba87-6e7e84c8d01b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.445685964798786,17.03315511268452,8.445685964798786,8.51657755634226,-0.6203051845937949,8.587469147885733,hartmann_6
3,0.005626050679392924,0.830621436971257,0.9833022442861755,0.7846098526726796,0.31560348997827314,0.7053337045894538,-0.5412982988132623,-2.9371578538300227,True,-2.3958595550167603,qnei,0.0,False,0,9,91c0ee00-edca-476a-ba87-6e7e84c8d01b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.5084622621052,25.541617374789716,8.445685964798786,8.513872458263238,-0.6203051845937949,8.587469147885733,hartmann_6
4,0.2991810731982467,0.7407484828757487,0.279747219748287,0.7825909153281315,0.9877407468945767,0.9862385492802385,-0.6665178495997667,-5.515145087241619,True,-4.848627237641852,qnei,0.0,False,0,9,91c0ee00-edca-476a-ba87-6e7e84c8d01b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.633681812891703,34.17529918768142,8.445685964798786,8.543824796920354,-0.6203051845937949,8.587469147885733,hartmann_6
5,0.8828625669966758,0.9128100517839179,0.7082069141031725,0.5544968772635087,0.9232382080702205,0.08973077985431255,-0.5212958261669214,-3.4893520482476066,True,-2.968056222080685,qnei,0.0,False,0,9,91c0ee00-edca-476a-ba87-6e7e84c8d01b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.488459789458858,42.663758977140276,8.445685964798786,8.532751795428055,-0.6203051845937949,8.587469147885733,hartmann_6
6,1.0,0.19119899296195259,0.8505667211654994,0.7861090902389662,0.7395376104222121,0.8449267856820379,-0.621745018469141,-4.3043441086501595,True,-3.6825990901810184,qnei,0.5101365000009537,False,0,9,91c0ee00-edca-476a-ba87-6e7e84c8d01b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.588908981761078,51.252667958901355,8.445685964798786,8.542111326483559,-0.6203051845937949,8.587469147885733,hartmann_6
7,1.0,0.3394464815921322,0.5551713212030038,0.6882660549367551,0.5979429988225113,0.6680893512671561,-0.5983490656792418,-3.7134751179323997,True,-3.115126052253158,qnei,0.48583400005009025,False,0,9,91c0ee00-edca-476a-ba87-6e7e84c8d01b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.565513028971178,59.81818098787254,8.445685964798786,8.545454426838933,-0.6203051845937949,8.587469147885733,hartmann_6
8,0.8243620923161337,0.3862003923843943,0.5039314806906058,0.7762632135524944,0.7643523685544229,0.9383496214479253,-0.6558490059259724,-3.158116377131327,True,-2.5022673712053547,qnei,0.584095400001388,False,0,9,91c0ee00-edca-476a-ba87-6e7e84c8d01b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.623012969217909,68.44119395709045,8.445685964798786,8.555149244636306,-0.6203051845937949,8.587469147885733,hartmann_6
9,0.8036677160201645,0.12272390539527993,0.6217350428259288,0.8217483462034147,0.6488354535093527,1.0,-0.6090088009205415,-2.9921275648536225,True,-2.383118763933081,qnei,0.5045848999870941,False,0,9,91c0ee00-edca-476a-ba87-6e7e84c8d01b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.576172764212478,77.01736672130292,8.445685964798786,8.55748519125588,-0.6203051845937949,8.587469147885733,hartmann_6
10,0.8778238043057899,0.023497827080134814,0.6617914960180242,0.77455046004705,0.4987879707573705,0.8869663999100422,-0.5167837428563679,-4.237625845347846,True,-3.7208421024914786,qnei,0.568511999968905,False,0,9,91c0ee00-edca-476a-ba87-6e7e84c8d01b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5",7.967163963291937,-0.47852200150684815,8.483947706148305,85.50131442745122,8.445685964798786,8.550131442745123,-0.6203051845937949,8.587469147885733,hartmann_6
