iteration,x0,x1,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,466.94575066007076,-299.3338264789536,2.331166856074644,2.331166856074644,2.331166856074644,0.0,False,True,0.0,ucb,0.0,False,False,,10,8147de3f-c504-49ba-a808-8cb853d69f75,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,0.8738786749804146,0.8738786749804146,0.8738786749804146,0.8738786749804146,2.331166856074644,0.8738786749804146,eggholder
2,336.3275625211195,-359.13510596401125,0.9168162679127149,0.9168162679127149,0.9168162679127149,0.0,False,True,0.0,ucb,0.0,False,False,,10,8147de3f-c504-49ba-a808-8cb853d69f75,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,2.2882292631423438,3.1621079381227584,0.8738786749804146,1.5810539690613792,2.331166856074644,0.8738786749804146,eggholder
3,13.111927231042387,-372.8183254830012,0.8759976497847213,0.8759976497847213,0.8759976497847213,0.0,False,True,0.0,ucb,0.0,False,False,,10,8147de3f-c504-49ba-a808-8cb853d69f75,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,2.3290478812703377,5.4911558193930965,0.8738786749804146,1.8303852731310322,2.331166856074644,0.8738786749804146,eggholder
4,193.5733552958783,349.94966969577365,0.3280943587556729,0.3280943587556729,0.3280943587556729,0.0,False,True,0.0,ucb,0.0,False,False,,10,8147de3f-c504-49ba-a808-8cb853d69f75,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,2.876951172299386,8.368106991692482,0.8738786749804146,2.0920267479231205,2.331166856074644,0.8738786749804146,eggholder
5,-76.27878665730395,467.892227536247,0.4420618529814177,0.4420618529814177,0.4420618529814177,0.0,False,True,0.0,ucb,0.0,False,False,,10,8147de3f-c504-49ba-a808-8cb853d69f75,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,2.762983678073641,11.131090669766124,0.8738786749804146,2.2262181339532248,2.331166856074644,0.8738786749804146,eggholder
6,512.0,-55.18712726661657,-1.2645631114932259,-1.2645631114932259,-1.2645631114932259,0.0,False,True,0.0,ucb,0.20362859999295324,False,False,,10,8147de3f-c504-49ba-a808-8cb853d69f75,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,4.469608642548285,15.600699312314408,0.8738786749804146,2.6001165520524014,2.331166856074644,0.8738786749804146,eggholder
7,394.1903817448016,-239.05205750452015,-1.5691703568703383,-1.5691703568703383,-1.5691703568703383,0.0,False,True,0.0,ucb,0.25580450001871213,False,False,,10,8147de3f-c504-49ba-a808-8cb853d69f75,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,4.774215887925397,20.374915200239805,0.8738786749804146,2.9107021714628294,2.331166856074644,0.8738786749804146,eggholder
8,-253.5086433109172,-312.3771387881384,-0.4853356945084437,-0.4853356945084437,-0.4853356945084437,0.0,False,True,0.0,ucb,0.2936356000136584,False,False,,10,8147de3f-c504-49ba-a808-8cb853d69f75,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,3.6903812255635025,24.065296425803307,0.8738786749804146,3.0081620532254134,2.331166856074644,0.8738786749804146,eggholder
9,512.0,-320.4318917482518,1.1968977183795773,1.1968977183795773,1.1968977183795773,0.0,False,True,0.0,ucb,0.26213489996735007,False,False,,10,8147de3f-c504-49ba-a808-8cb853d69f75,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,2.0081478126754817,26.07344423847879,0.8738786749804146,2.8970493598309766,2.331166856074644,0.8738786749804146,eggholder
10,249.65906472367467,-292.28753247109756,0.596413278062543,,0.596413278062543,0.0,False,True,,ucb,0.27576930000213906,False,True,-0.7970266613023564,10,8147de3f-c504-49ba-a808-8cb853d69f75,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,2.608632252992516,28.682076491471307,0.8738786749804146,2.8682076491471307,2.331166856074644,0.8738786749804146,eggholder
