iteration,x0,x1,x2,x3,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.6031481500515619,0.7775340829201788,0.5820935417574096,0.5820935417574096,0.5820935417574096,0.0,False,True,0.0,ucb,0.0,False,False,9,7f95a3d2-9493-4465-bf0c-17d9166fe3cb,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.5820935417574096,2.3754062398245077,2.3754062398245077,2.3754062398245077,2.3754062398245077,0.5820935417574096,2.3754062398245077,moving_peaks
2,0.7160746296035653,0.9153801204905075,0.8603936491828846,0.9182376290487624,-1.7533142604314562,-1.7533142604314562,-1.7533142604314562,0.0,False,True,0.0,ucb,0.0,False,False,9,7f95a3d2-9493-4465-bf0c-17d9166fe3cb,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.5820935417574096,4.710814042013373,7.086220281837881,2.3754062398245077,3.5431101409189405,0.5820935417574096,2.3754062398245077,moving_peaks
3,0.026587734467597213,0.4372480001295087,0.48494432697728806,0.06515419737010752,-0.2079070575845398,-0.2079070575845398,-0.2079070575845398,0.0,False,True,0.0,ucb,0.0,False,False,9,7f95a3d2-9493-4465-bf0c-17d9166fe3cb,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.5820935417574096,3.165406839166457,10.251627121004338,2.3754062398245077,3.4172090403347792,0.5820935417574096,2.3754062398245077,moving_peaks
4,0.005626050679392924,0.830621436971257,0.9833022442861755,0.7846098526726796,-1.237839174948896,-1.237839174948896,-1.237839174948896,0.0,False,True,0.0,ucb,0.0,False,False,9,7f95a3d2-9493-4465-bf0c-17d9166fe3cb,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.5820935417574096,4.195338956530813,14.446966077535151,2.3754062398245077,3.611741519383788,0.5820935417574096,2.3754062398245077,moving_peaks
5,0.31560348997827314,0.7053337045894538,0.2991810731982467,0.7407484828757487,0.5047849674529105,0.5047849674529105,0.5047849674529105,0.0,False,True,0.0,ucb,0.0,False,False,9,7f95a3d2-9493-4465-bf0c-17d9166fe3cb,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.5820935417574096,2.4527148141290067,16.899680891664158,2.3754062398245077,3.3799361783328314,0.5820935417574096,2.3754062398245077,moving_peaks
6,0.7468967077385334,0.30445211465775956,0.23981369869660868,0.9508746933255771,0.7191217899416891,0.7191217899416891,0.7191217899416891,0.0,False,True,0.0,ucb,0.2571389000513591,False,False,9,7f95a3d2-9493-4465-bf0c-17d9166fe3cb,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.7191217899416891,2.2383779916402284,19.138058883304385,2.2383779916402284,3.1896764805507307,0.7191217899416891,2.2383779916402284,moving_peaks
7,1.0,0.553614647207501,0.0,0.4366393092460474,-0.548223052284606,,-0.548223052284606,0.0,False,True,,ucb,0.2078338999999687,False,True,9,7f95a3d2-9493-4465-bf0c-17d9166fe3cb,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.7191217899416891,3.5057228338665234,22.64378171717091,2.2383779916402284,3.2348259595958444,0.7191217899416891,2.2383779916402284,moving_peaks
8,1.0,0.5536146450563961,0.0,0.4366393074339582,-0.5482230800152244,-0.5482230800152244,-0.5482230800152244,0.0,False,True,0.0,ucb,0.2240620999946259,False,False,9,7f95a3d2-9493-4465-bf0c-17d9166fe3cb,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.7191217899416891,3.5057228615971416,26.149504578768052,2.2383779916402284,3.2686880723460066,0.7191217899416891,2.2383779916402284,moving_peaks
9,0.0,0.13683742764818463,0.45050887088497726,1.0,-1.6085458113371733,-1.6085458113371733,-1.6085458113371733,0.0,False,True,0.0,ucb,0.3120064999675378,False,False,9,7f95a3d2-9493-4465-bf0c-17d9166fe3cb,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.7191217899416891,4.566045592919091,30.71555017168714,2.2383779916402284,3.412838907965238,0.7191217899416891,2.2383779916402284,moving_peaks
10,0.5469886478133704,0.4472894924409041,0.39659965950964576,0.5193771950588026,0.5403531904577907,0.5403531904577907,0.5403531904577907,0.0,False,True,0.0,ucb,0.2616181000485085,False,False,9,7f95a3d2-9493-4465-bf0c-17d9166fe3cb,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",2.9574997815819173,0.7191217899416891,2.4171465911241263,33.132696762811264,2.2383779916402284,3.3132696762811262,0.7191217899416891,2.2383779916402284,moving_peaks
