iteration,x0,x1,objective_true,objective_observed,objective_true_f0,objective_observed_f0,objective_true_f1,objective_observed_f1,error_applied,error_magnitude_l2,error_magnitude_f0,error_magnitude_f1,acquisition,fit_time_sec,acq_opt_failed,halo_rho_hat,halo_correction_f0,halo_correction_f1,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.0,0.0,0.7550891376976424,0.7550891376976424,-0.3491677773268531,-0.3491677773268531,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,9,ce246a73-9792-483e-8ef2-81cc5a6bed68,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,0.43708540178519006,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
2,0.6031481500515619,0.7775340829201788,0.0,0.0,-0.9664594915800657,-0.9664594915800657,0.8755539999965812,0.8755539999965812,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,9,ce246a73-9792-483e-8ef2-81cc5a6bed68,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,0.8741708035703801,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
3,0.7160746296035653,0.9153801204905075,0.0,0.0,-2.398545619008079,-2.398545619008079,1.1699916939770167,1.1699916939770167,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,9,ce246a73-9792-483e-8ef2-81cc5a6bed68,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,1.31125620535557,0.43708540178519006,0.43708540178519,0.0,0.43708540178519006,branincurrin
4,0.8603936491828846,0.9182376290487624,0.0,0.0,-2.0689038159404793,-2.0689038159404793,1.227880855142345,1.227880855142345,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,9,ce246a73-9792-483e-8ef2-81cc5a6bed68,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,1.7483416071407603,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
5,0.026587734467597213,0.4372480001295087,0.0,0.0,-0.8753367372193056,-0.8753367372193056,1.3971558589399364,1.3971558589399364,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,9,ce246a73-9792-483e-8ef2-81cc5a6bed68,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,2.1854270089259504,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
6,0.015227688481041779,0.22732722648463635,0.0,0.0,-2.5080297909278175,-2.5080297909278175,1.3323973934077575,1.3323973934077575,False,0.0,0.0,0.0,qlognehvi,0.6275208000442944,False,0.0,0.0,0.0,9,ce246a73-9792-483e-8ef2-81cc5a6bed68,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,2.6225124107111406,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
7,0.0,0.6370674886921602,0.0,0.0,-0.3249434168693581,-0.3249434168693581,2.2517516219338742,2.2517516219338742,False,0.0,0.0,0.0,qlognehvi,0.5514595999848098,False,0.0,0.0,0.0,9,ce246a73-9792-483e-8ef2-81cc5a6bed68,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,3.059597812496331,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
8,0.0,0.80436502793384,0.0,0.0,0.2994950430540286,0.2994950430540286,2.343331385388497,2.343331385388497,False,0.0,0.0,0.0,qlognehvi,0.48982419999083504,False,0.0,0.0,0.0,9,ce246a73-9792-483e-8ef2-81cc5a6bed68,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,3.496683214281521,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
9,0.0,0.9569322739447597,0.0,0.0,0.6547135038979683,0.6547135038979683,2.4066801645162625,2.4066801645162625,False,0.0,0.0,0.0,qlognehvi,0.6047892000060529,False,0.0,0.0,0.0,9,ce246a73-9792-483e-8ef2-81cc5a6bed68,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,3.933768616066711,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
10,0.16140431283019543,0.9276916752732416,0.02274505856432608,0.02274505856432608,0.8529733615794104,0.8529733615794104,0.760455581590648,0.760455581590648,False,0.0,0.0,0.0,qlognehvi,0.7712140000076033,False,0.0,0.0,0.0,9,ce246a73-9792-483e-8ef2-81cc5a6bed68,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.02274505856432608,0.414340343220864,4.3481089592875755,0.414340343220864,0.43481089592875755,0.02274505856432608,0.414340343220864,branincurrin
