iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,objective_true_f0,objective_observed_f0,objective_true_f1,objective_observed_f1,error_applied,error_magnitude_l2,error_magnitude_f0,error_magnitude_f1,acquisition,fit_time_sec,acq_opt_failed,halo_rho_hat,halo_correction_f0,halo_correction_f1,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,0.7885489358200289,0.8698965116962161,0.391084806539194,0.0,0.0,-0.900148686108174,-0.900148686108174,0.3626517103389443,0.3626517103389443,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,8,55a59de0-5d2c-4954-b81e-33ab15485366,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.0815511825872632,0.0,2.0815511825872632,2.0815511825872632,2.0815511825872632,2.0815511825872632,0.0,2.0815511825872632,dtlz2
2,0.4378818731227988,0.37274890308935305,0.10695359647277436,0.47896545416271696,0.24135214508468228,0.25714524855112975,0.13274892752105205,0.13274892752105205,-0.2219015449773705,-0.2219015449773705,0.1737433068855829,0.1737433068855829,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,8,55a59de0-5d2c-4954-b81e-33ab15485366,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.0815511825872632,0.13274892752105205,1.9488022550662112,4.030353437653474,1.9488022550662112,2.015176718826737,0.13274892752105205,1.9488022550662112,dtlz2
3,0.1847315568344149,0.1938645489043107,0.813827670155021,0.42298418814422634,0.25592050515822606,0.5909028517654116,0.13274892752105205,0.13274892752105205,-0.6889723973074281,-0.6889723973074281,1.1948727117362654,1.1948727117362654,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,8,55a59de0-5d2c-4954-b81e-33ab15485366,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.0815511825872632,0.13274892752105205,1.9488022550662112,5.979155692719686,1.9488022550662112,1.9930518975732285,0.13274892752105205,1.9488022550662112,dtlz2
4,0.6042722960584558,0.6468580270601879,0.9113563804485241,0.15020611196196842,0.3713871284423962,0.28462063751081257,0.13274892752105205,0.13274892752105205,0.2225974000246313,0.2225974000246313,-0.47999430196166504,-0.47999430196166504,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,8,55a59de0-5d2c-4954-b81e-33ab15485366,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.0815511825872632,0.13274892752105205,1.9488022550662112,7.927957947785897,1.9488022550662112,1.9819894869464743,0.13274892752105205,1.9488022550662112,dtlz2
5,0.016782052324450736,0.1815539373627295,0.3946685812986028,0.39331071008632423,0.616727944407001,0.45226652882714635,0.13274892752105205,0.13274892752105205,-0.5258864162560042,-0.5258864162560042,1.9303627289487988,1.9303627289487988,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,8,55a59de0-5d2c-4954-b81e-33ab15485366,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.0815511825872632,0.13274892752105205,1.9488022550662112,9.876760202852108,1.9488022550662112,1.9753520405704215,0.13274892752105205,1.9488022550662112,dtlz2
6,0.0,0.6114847629725376,0.6758306502220256,0.14271708597172256,0.4730118539589404,0.25797949559150996,0.13274892752105205,0.13274892752105205,-0.7271619902378199,-0.7271619902378199,1.9968814092958656,1.9968814092958656,False,0.0,0.0,0.0,qlognehvi,1.7827323999954388,False,0.06094353509616081,0.0,0.0,8,55a59de0-5d2c-4954-b81e-33ab15485366,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.0815511825872632,0.13274892752105205,1.9488022550662112,11.825562457918318,1.9488022550662112,1.9709270763197198,0.13274892752105205,1.9488022550662112,dtlz2
7,0.0,0.0,0.0,0.0,1.0,1.0,0.13274892752105205,0.13274892752105205,-2.9849010679661268,-2.9849010679661268,1.9968814092958656,1.9968814092958656,False,0.0,0.0,0.0,qlognehvi,1.3472028000396676,False,0.0,0.0,0.0,8,55a59de0-5d2c-4954-b81e-33ab15485366,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.0815511825872632,0.13274892752105205,1.9488022550662112,13.774364712984529,1.9488022550662112,1.9677663875692184,0.13274892752105205,1.9488022550662112,dtlz2
8,0.18262848757810843,0.0,1.0,0.1358615818162412,0.14714919801594945,0.35964722719549413,0.13274892752105205,0.13274892752105205,-1.776408893555226,-1.776408893555226,0.8837201432058787,0.8837201432058787,False,0.0,0.0,0.0,qlognehvi,1.6032790000317618,False,0.0,0.0,0.0,8,55a59de0-5d2c-4954-b81e-33ab15485366,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.0815511825872632,0.13274892752105205,1.9488022550662112,15.723166968050739,1.9488022550662112,1.9653958710063424,0.13274892752105205,1.9488022550662112,dtlz2
9,0.0,0.5698431599216457,0.2971133765499139,0.4434749596296264,0.9022440128310406,0.16474834700468957,0.13274892752105205,0.13274892752105205,-0.9333659167008976,-0.9333659167008976,1.9968814092958656,1.9968814092958656,False,0.0,0.0,0.0,qlognehvi,1.6318472000421025,False,0.0,0.0,0.0,8,55a59de0-5d2c-4954-b81e-33ab15485366,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.0815511825872632,0.13274892752105205,1.9488022550662112,17.67196922311695,1.9488022550662112,1.9635521359018833,0.13274892752105205,1.9488022550662112,dtlz2
10,0.0,0.14177281986831142,0.0,0.6075386710729745,0.6311820558315508,0.20600011349008765,0.13274892752105205,0.13274892752105205,-1.3100004349121803,-1.3100004349121803,1.9968814092958656,1.9968814092958656,False,0.0,0.0,0.0,qlognehvi,2.2845728999818675,False,0.0,0.0,0.0,8,55a59de0-5d2c-4954-b81e-33ab15485366,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.0815511825872632,0.13274892752105205,1.9488022550662112,19.620771478183162,1.9488022550662112,1.962077147818316,0.13274892752105205,1.9488022550662112,dtlz2
