iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-445.7157566769605,-0.8665650718620554,121.79802914802895,-565.5731899536665,-422.48869850705285,513.8532275524435,-0.9762267742847551,-0.9762267742847551,False,0.0,pi,0.0,False,False,11,3ae50a77-59bc-447b-a9aa-5656669ee8ad,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,-0.9762267742847551,3.7300825899437258,3.7300825899437258,3.7300825899437258,3.7300825899437258,-0.9762267742847551,3.7300825899437258,griewank
2,-515.4953086149638,-444.2712607208424,537.9941439501301,146.26031135565938,-157.20825152425084,13.668026163915215,-0.2974490717811511,-0.2974490717811511,False,0.0,pi,0.0,False,False,11,3ae50a77-59bc-447b-a9aa-5656669ee8ad,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,-0.2974490717811511,3.051304887440122,6.781387477383848,3.051304887440122,3.390693738691924,-0.2974490717811511,3.051304887440122,griewank
3,195.41154302015912,-269.6294210866448,-434.4383125596536,345.6475134047902,204.43270092298053,14.858776179792471,0.9791977447925131,0.9791977447925131,False,0.0,pi,0.0,False,False,11,3ae50a77-59bc-447b-a9aa-5656669ee8ad,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.9791977447925131,1.7746580708664577,8.556045548250305,1.7746580708664577,2.8520151827501015,0.9791977447925131,1.7746580708664577,griewank
4,380.08372316358964,58.890322644031585,577.0963671567665,-354.58864640394614,64.47643543827337,-19.650363691934785,0.4139567988793983,0.4139567988793983,False,0.0,pi,0.0,False,False,11,3ae50a77-59bc-447b-a9aa-5656669ee8ad,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.9791977447925131,2.3398990167795723,10.895944565029877,1.7746580708664577,2.7239861412574693,0.9791977447925131,1.7746580708664577,griewank
5,-176.0701739274623,109.91436473885221,-317.63852199890334,362.64322053418016,440.8002622108977,-445.48839452657876,0.1984878307961768,0.1984878307961768,False,0.0,pi,0.0,False,False,11,3ae50a77-59bc-447b-a9aa-5656669ee8ad,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.9791977447925131,2.555367984862794,13.451312549892672,1.7746580708664577,2.6902625099785342,0.9791977447925131,1.7746580708664577,griewank
6,259.8074277584976,-450.9673922885637,-352.60172504358604,150.52032048001593,296.597556943267,193.37934485928918,0.6723543061755327,0.6723543061755327,False,0.0,pi,0.31800139998085797,False,True,11,3ae50a77-59bc-447b-a9aa-5656669ee8ad,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,0.9791977447925131,2.081501509483438,15.53281405937611,1.7746580708664577,2.5888023432293514,0.9791977447925131,1.7746580708664577,griewank
7,284.267377729809,-58.595827675673604,-279.0346532202339,302.1026992631778,-125.58165511824251,-214.61561975529594,1.5400478350598505,1.5400478350598505,False,0.0,pi,0.42643849999876693,False,True,11,3ae50a77-59bc-447b-a9aa-5656669ee8ad,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.5400478350598505,1.2138079805991202,16.74662203997523,1.2138079805991202,2.3923745771393183,1.5400478350598505,1.2138079805991202,griewank
8,286.458823133131,88.34685119714084,-436.7481674077721,420.1904797230517,-205.44540383633898,-281.512972994969,0.5390940496880365,0.5390940496880365,False,0.0,pi,0.26216179999755695,False,True,11,3ae50a77-59bc-447b-a9aa-5656669ee8ad,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.5400478350598505,2.214761765970934,18.961383805946163,1.2138079805991202,2.3701729757432703,1.5400478350598505,1.2138079805991202,griewank
9,213.44200616745525,-226.27647107792677,-168.00224667206732,428.59809756006325,91.84781296594474,-195.97418520903796,1.3874263355787786,1.3874263355787786,False,0.0,pi,0.35937810002360493,False,True,11,3ae50a77-59bc-447b-a9aa-5656669ee8ad,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.5400478350598505,1.3664294800801922,20.327813286026355,1.2138079805991202,2.2586459206695952,1.5400478350598505,1.2138079805991202,griewank
10,362.80893748955987,-190.00251337829627,-182.0553028906739,13.198699981052755,-161.01732231960204,16.31865143835705,1.8743440295531115,1.8743440295531115,False,0.0,pi,0.5053126999991946,False,True,11,3ae50a77-59bc-447b-a9aa-5656669ee8ad,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.8743440295531115,0.8795117861058592,21.207325072132214,0.8795117861058592,2.1207325072132215,1.8743440295531115,0.8795117861058592,griewank
