iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,8.702492039700847,2.8681720908755537,1.093462604652252,1.079240990805372,True,-0.014221613846880032,qnei,0.0,False,1.079240990805372,9,2505851a-b052-4cff-bf5c-944607906afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.093462604652252,0.15659286124781668,0.15659286124781668,0.15659286124781668,0.15659286124781668,1.093462604652252,0.15659286124781668,branin
2,6.031481500515619,7.775340829201788,-1.7870358936892645,-1.909926790729985,True,-0.12289089704072054,qnei,0.0,False,1.593462604652252,9,2505851a-b052-4cff-bf5c-944607906afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.093462604652252,3.037091359589333,3.1936842208371496,0.15659286124781668,1.5968421104185748,1.093462604652252,0.15659286124781668,branin
3,7.1607462960356525,9.153801204905076,-2.509995580323207,-1.6625324876709473,True,0.8474630926522595,qnei,0.0,False,1.593462604652252,9,2505851a-b052-4cff-bf5c-944607906afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.093462604652252,3.7600510462232757,6.953735267060425,0.15659286124781668,2.3179117556868083,1.093462604652252,0.15659286124781668,branin
4,8.603936491828847,9.182376290487625,-1.4555553772043401,-3.060859967177172,True,-1.6053045899728318,qnei,0.0,False,1.593462604652252,9,2505851a-b052-4cff-bf5c-944607906afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.093462604652252,2.7056108431044086,9.659346110164833,0.15659286124781668,2.4148365275412083,1.093462604652252,0.15659286124781668,branin
5,0.2658773446759721,4.372480001295087,0.27663796601556684,0.5519043916039019,True,0.2752664255883351,qnei,0.0,False,1.593462604652252,9,2505851a-b052-4cff-bf5c-944607906afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.093462604652252,0.9734174998845018,10.632763610049334,0.15659286124781668,2.126552722009867,1.093462604652252,0.15659286124781668,branin
6,9.206321268105755,1.2461783808301288,1.186297485681103,0.7470210431691044,True,-0.4392764425119986,qnei,0.2461153999902308,False,1.593462604652252,9,2505851a-b052-4cff-bf5c-944607906afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.186297485681103,0.06375798021896562,10.6965215902683,0.06375798021896562,1.78275359837805,1.093462604652252,0.15659286124781668,branin
7,7.640835393338026,1.587422364539243,0.6912677098241969,0.8194643052400592,True,0.12819659541586226,qnei,0.24357240000972524,False,1.593462604652252,9,2505851a-b052-4cff-bf5c-944607906afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.186297485681103,0.5587877560758717,11.255309346344172,0.06375798021896562,1.6079013351920246,1.093462604652252,0.15659286124781668,branin
8,0.0,1.5303449048126576,-0.6251465868945011,0.11590868956916422,True,0.7410552764636653,qnei,0.22719430003780872,False,1.593462604652252,9,2505851a-b052-4cff-bf5c-944607906afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.186297485681103,1.8752020527945699,13.130511399138742,0.06375798021896562,1.6413139248923427,1.093462604652252,0.15659286124781668,branin
9,1.9718986266910876,3.262048477347523,0.9694354106374252,1.593462604652252,True,0.6240271940148268,qnei,0.19122239999705926,False,1.593462604652252,9,2505851a-b052-4cff-bf5c-944607906afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.186297485681103,0.28062005526264344,13.411131454401385,0.06375798021896562,1.4901257171557094,0.9694354106374252,0.28062005526264344,branin
10,3.44209104519328,2.20861627230377,1.2282936936766586,0.7507742388542004,True,-0.4775194548224583,qnei,0.2237711000489071,False,1.4694354106374252,9,2505851a-b052-4cff-bf5c-944607906afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2282936936766586,0.021761772223410025,13.432893226624795,0.021761772223410025,1.3432893226624796,0.9694354106374252,0.28062005526264344,branin
11,2.5395743821356085,4.320125337388189,1.0574057474607086,1.4694354106374252,True,0.41202966317671663,qnei,0.27348520001396537,False,1.4694354106374252,9,2505851a-b052-4cff-bf5c-944607906afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2282936936766586,0.19264971843936007,13.625542945064156,0.021761772223410025,1.2386857222785597,0.9694354106374252,0.28062005526264344,branin
12,0.4184296100820983,10.0,-0.6612481357787209,-0.19719277778231042,True,0.46405535799641046,qnei,0.27230329997837543,False,1.4694354106374252,9,2505851a-b052-4cff-bf5c-944607906afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2282936936766586,1.9113036016787897,15.536846546742947,0.021761772223410025,1.294737212228579,0.9694354106374252,0.28062005526264344,branin
13,1.7816879275770294,5.119671196576157,0.7724339831590737,1.4694354106374252,True,0.6970014274783515,qnei,0.3001901000388898,False,1.4694354106374252,9,2505851a-b052-4cff-bf5c-944607906afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2282936936766586,0.4776214827409949,16.014468029483943,0.021761772223410025,1.2318821561141495,0.9694354106374252,0.28062005526264344,branin
