iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.0272137021115593,3.101621678089748,1.0012596288055424,2.477299543768252,2.73286049052822,0.15323094724110708,0.2633380960830437,True,0.11010714884193662,logei,0.0,False,False,8,60b948c0-69b3-458f-a0ca-deddc906c143,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.15323094724110708,7.894490219447871,7.894490219447871,7.894490219447871,7.894490219447871,0.15323094724110708,7.894490219447871,michalewicz
2,1.2286291551541173,1.3756464757427227,1.1710252155791652,0.3360046329538751,1.5047143521208903,0.32604765500876154,0.14103786881887184,True,-0.1850097861898897,logei,0.0,False,False,8,60b948c0-69b3-458f-a0ca-deddc906c143,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.32604765500876154,7.721673511680216,15.616163731128086,7.721673511680216,7.808081865564043,0.15323094724110708,7.894490219447871,michalewicz
3,0.7582301259261758,0.8078456237537506,0.5803513018372032,0.6090434426292817,2.5567150298471115,-1.0282202964532643,-0.9385297969971004,True,0.08969049945616392,logei,0.0,False,False,8,60b948c0-69b3-458f-a0ca-deddc906c143,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.32604765500876154,9.075941463142243,24.69210519427033,7.721673511680216,8.230701731423443,0.15323094724110708,7.894490219447871,michalewicz
4,1.3288440180585444,0.8039979789080718,1.8563760580914754,1.898377406065081,2.032164425727874,0.5224310245244812,0.5392685312458423,True,0.016837506721361084,logei,0.0,False,False,8,60b948c0-69b3-458f-a0ca-deddc906c143,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,7.525290142164497,32.217395336434826,7.525290142164497,8.054348834108707,0.5224310245244812,7.525290142164497,michalewicz
5,2.863110509619268,0.4718864178640059,1.1667470743524408,0.8941621038640123,0.052722372294653944,-0.1443543065132659,-0.021052531312537273,True,0.12330177520072862,logei,0.0,False,False,8,60b948c0-69b3-458f-a0ca-deddc906c143,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.192075473202244,40.40947080963707,7.525290142164497,8.081894161927414,0.5224310245244812,7.525290142164497,michalewicz
6,1.3921498696157772,1.834765079530047,1.7670217511721285,1.8006475223756198,1.7852716734033098,-0.4417707997472232,-0.0890606949328181,True,0.3527101048144051,logei,0.28268990002106875,False,False,8,60b948c0-69b3-458f-a0ca-deddc906c143,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.489491966436201,48.898962776073276,7.525290142164497,8.149827129345546,0.5224310245244812,7.525290142164497,michalewicz
7,1.4101766395896758,0.6315972893821266,1.8522144975290944,1.1270684951711105,1.5394808907742594,0.6621054967324748,0.7100554999036608,True,0.04795000317118603,logei,0.409866800007876,False,False,8,60b948c0-69b3-458f-a0ca-deddc906c143,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.6621054967324748,7.385615669956503,56.284578446029776,7.385615669956503,8.04065406371854,0.6621054967324748,7.385615669956503,michalewicz
8,0.8580670187920484,0.23017762148354198,1.756597019641733,0.19415016156392284,1.771216580582867,-0.19735547655960295,0.20552314514450276,True,0.4028786217041057,logei,0.4397419999586418,False,False,8,60b948c0-69b3-458f-a0ca-deddc906c143,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.6621054967324748,8.24507664324858,64.52965508927835,7.385615669956503,8.066206886159794,0.6621054967324748,7.385615669956503,michalewicz
9,1.5722521349042515,0.5749424406364108,1.6897208017968925,1.938488164810388,0.7588455170465116,0.6810486354175459,1.0572665729396766,True,0.37621793752213073,logei,0.3026959999697283,False,False,8,60b948c0-69b3-458f-a0ca-deddc906c143,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.6810486354175459,7.3666725312714325,71.89632762054978,7.3666725312714325,7.988480846727754,0.6810486354175459,7.3666725312714325,michalewicz
10,1.6613177191397501,0.36988574635532184,1.7050352513100817,3.141592653589793,0.03444939827358186,-1.0436120057638614,-1.056747657383373,True,-0.013135651619511579,logei,0.41245920001529157,False,False,8,60b948c0-69b3-458f-a0ca-deddc906c143,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.6810486354175459,9.09133317245284,80.98766079300262,7.3666725312714325,8.098766079300262,0.6810486354175459,7.3666725312714325,michalewicz
