iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.9637953256775056,2.818680285825393,2.436888465969028,0.7075092536100441,0.9430001955324466,0.90007361838061,0.90007361838061,False,0.0,pi,0.0,False,False,7,fd423911-80f0-4441-af5a-8f2fa7a7992c,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.147647548308369,7.147647548308369,7.147647548308369,7.147647548308369,0.90007361838061,7.147647548308369,michalewicz
2,2.7443490865749487,0.016541442142122352,2.5799651661104637,2.5040674617684413,1.4700610102117195,-0.07730669503760453,-0.07730669503760453,False,0.0,pi,0.0,False,False,7,fd423911-80f0-4441-af5a-8f2fa7a7992c,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.125027861726583,15.272675410034951,7.147647548308369,7.636337705017476,0.90007361838061,7.147647548308369,michalewicz
3,0.952004445895042,0.8746998575470308,0.8006964241976576,1.398248452847806,1.5850851037238267,-1.04660950384501,-1.04660950384501,False,0.0,pi,0.0,False,False,7,fd423911-80f0-4441-af5a-8f2fa7a7992c,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.094330670533989,24.36700608056894,7.147647548308369,8.122335360189647,0.90007361838061,7.147647548308369,michalewicz
4,1.7388632150586287,3.127456377084045,2.4902208621823125,1.954633696428515,3.1069099346504863,0.40980425343275584,0.40980425343275584,False,0.0,pi,0.0,False,False,7,fd423911-80f0-4441-af5a-8f2fa7a7992c,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.637916913256222,32.00492299382516,7.147647548308369,8.00123074845629,0.90007361838061,7.147647548308369,michalewicz
5,0.6764122246309393,0.5033209485844836,1.9243499208169526,0.1380478893954662,0.11209290167316548,-1.0539382228456007,-1.0539382228456007,False,0.0,pi,0.0,False,False,7,fd423911-80f0-4441-af5a-8f2fa7a7992c,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.101659389534579,41.106582383359736,7.147647548308369,8.221316476671948,0.90007361838061,7.147647548308369,michalewicz
6,2.043100154895484,2.808437858923944,2.4647175517086235,0.4340300335140172,0.476749578497577,0.14357763912111374,0.14357763912111374,False,0.0,pi,0.24548439995851368,False,False,7,fd423911-80f0-4441-af5a-8f2fa7a7992c,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.904143527567864,49.010725910927604,7.147647548308369,8.168454318487933,0.90007361838061,7.147647548308369,michalewicz
7,2.511182175467768,2.90158206170227,2.1586666369820917,0.7225522345708212,1.0172091755686803,1.4741265602344469,1.4741265602344469,False,0.0,pi,0.33056309999665245,False,True,7,fd423911-80f0-4441-af5a-8f2fa7a7992c,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.4741265602344469,6.573594606454531,55.58432051738214,6.573594606454531,7.940617216768877,1.4741265602344469,6.573594606454531,michalewicz
8,2.6210440696843875,2.933345002358751,1.4490019487154484,0.961774818228994,1.2488241045760364,-0.43576809537719907,-0.43576809537719907,False,0.0,pi,0.29850770003395155,False,True,7,fd423911-80f0-4441-af5a-8f2fa7a7992c,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.4741265602344469,8.483489262066177,64.06780977944831,6.573594606454531,8.008476222431039,1.4741265602344469,6.573594606454531,michalewicz
9,2.7970777972829084,3.0607301561084412,2.368454097464696,1.1229595826639325,1.0884194426833034,1.3190944409505436,1.3190944409505436,False,0.0,pi,0.34744889999274164,False,True,7,fd423911-80f0-4441-af5a-8f2fa7a7992c,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.4741265602344469,6.728626725738435,70.79643650518675,6.573594606454531,7.866270722798528,1.4741265602344469,6.573594606454531,michalewicz
10,2.5096551866601784,2.4705612179713747,2.300310749947622,0.3864810332056981,1.552537876935605,-0.44589022303895776,-0.44589022303895776,False,0.0,pi,0.43505809997441247,False,True,7,fd423911-80f0-4441-af5a-8f2fa7a7992c,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.4741265602344469,8.493611389727937,79.29004789491468,6.573594606454531,7.929004789491468,1.4741265602344469,6.573594606454531,michalewicz
