iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,128.09775780317898,406.7469321928453,-1.376274054829661,-1.1452657835959168,True,0.23100827123374423,qnei,0.0,False,1.27004464659307,7,ca783f16-188d-4ecd-ba6e-530ce282a0dc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,-1.376274054829661,4.58131958588472,4.58131958588472,4.58131958588472,4.58131958588472,-1.376274054829661,4.58131958588472,eggholder
2,282.30214681107816,-281.38783744963393,-0.4721201176591365,-0.54155736773093,True,-0.06943725007179352,qnei,0.0,False,1.27004464659307,7,ca783f16-188d-4ecd-ba6e-530ce282a0dc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,-0.4721201176591365,3.6771656487141953,8.258485234598915,3.6771656487141953,4.129242617299457,-0.4721201176591365,3.6771656487141953,eggholder
3,-204.62972425090516,382.5187280857722,-1.041347350535986,-0.9999412174688044,True,0.04140613306718166,qnei,0.0,False,1.27004464659307,7,ca783f16-188d-4ecd-ba6e-530ce282a0dc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,-0.4721201176591365,4.246392881591045,12.50487811618996,3.6771656487141953,4.168292705396653,-0.4721201176591365,3.6771656487141953,eggholder
4,-506.6083281248515,328.93790042395267,0.41221577617518584,0.709560415529491,True,0.29734463935430516,qnei,0.0,False,1.27004464659307,7,ca783f16-188d-4ecd-ba6e-530ce282a0dc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,0.41221577617518584,2.792829754879873,15.297707871069834,2.792829754879873,3.8244269677674585,0.41221577617518584,2.792829754879873,eggholder
5,304.19909504209534,-32.834608288029926,-0.9877282117936217,-0.7912122992708155,True,0.1965159125228062,qnei,0.0,False,1.27004464659307,7,ca783f16-188d-4ecd-ba6e-530ce282a0dc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,0.41221577617518584,4.19277374284868,19.490481613918515,2.792829754879873,3.898096322783703,0.41221577617518584,2.792829754879873,eggholder
6,-512.0,-110.63663932052395,-1.0893873952397461,-1.0743789473528416,True,0.015008447886904586,qnei,0.2358335999888368,False,1.27004464659307,7,ca783f16-188d-4ecd-ba6e-530ce282a0dc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,0.41221577617518584,4.294432926294805,23.78491454021332,2.792829754879873,3.964152423368887,0.41221577617518584,2.792829754879873,eggholder
7,-512.0,427.03902903768324,1.2970451297125407,1.27004464659307,True,-0.027000483119470786,qnei,0.2816762999864295,False,1.27004464659307,7,ca783f16-188d-4ecd-ba6e-530ce282a0dc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,1.2970451297125407,1.908000401342518,25.69291494155584,1.908000401342518,3.670416420222263,1.2970451297125407,1.908000401342518,eggholder
8,-512.0,512.0,-3.533135983972524,-3.164118631586359,True,0.36901735238616507,qnei,0.15334469999652356,False,1.7970451297125407,7,ca783f16-188d-4ecd-ba6e-530ce282a0dc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,1.2970451297125407,6.738181515027582,32.431096456583425,1.908000401342518,4.053887057072928,1.2970451297125407,1.908000401342518,eggholder
9,-512.0,406.2928739600365,2.083945516529395,1.7970451297125407,True,-0.2869003868168545,qnei,0.2996318999794312,False,1.7970451297125407,7,ca783f16-188d-4ecd-ba6e-530ce282a0dc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.083945516529395,1.1211000145256635,33.55219647110909,1.1211000145256635,3.7280218301232324,2.083945516529395,1.1211000145256635,eggholder
10,-456.8696451694443,392.94502450829896,2.8662831762004704,2.583945516529395,True,-0.28233765967107516,qnei,0.3274012000183575,False,2.583945516529395,7,ca783f16-188d-4ecd-ba6e-530ce282a0dc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.8662831762004704,0.3387623548545884,33.89095882596368,0.3387623548545884,3.3890958825963677,2.8662831762004704,0.3387623548545884,eggholder
