iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,2.7339685059847834,0.9010628369925916,1.8948457972282609,2.4426953628177106,2.2496147957845927,0.595848047753563,-0.43894724275074853,True,-1.0347952905043116,logei,0.0,False,0,9,0a4ef7c4-32c7-499e-81c8-a8bb54b9fcfc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,7.451873118935415,7.451873118935415,7.451873118935415,7.451873118935415,0.595848047753563,7.451873118935415,michalewicz
2,2.8757514617751183,2.703006367468264,2.8847285896693013,0.08352783127899953,1.3736551050036934,0.19303114101745533,-0.4290430961253854,True,-0.6220742371428407,logei,0.0,False,0,9,0a4ef7c4-32c7-499e-81c8-a8bb54b9fcfc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,7.854690025671523,15.306563144606939,7.451873118935415,7.653281572303469,0.19303114101745533,7.854690025671523,michalewicz
3,1.5234975350318947,0.20468794780846922,0.017674759483104676,2.6094742043030985,3.089135106907805,-1.0527126446734347,-1.1850083689069542,True,-0.13229572423351943,logei,0.0,False,0,9,0a4ef7c4-32c7-499e-81c8-a8bb54b9fcfc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,9.100433811362413,24.40699695596935,7.451873118935415,8.135665651989784,0.19303114101745533,7.854690025671523,michalewicz
4,2.46492454909066,0.9914976055630428,2.215871184667501,0.939905061652722,2.327129991960237,1.006504808815746,-0.19251189780545597,True,-1.1990167066212019,logei,0.0,False,0,9,0a4ef7c4-32c7-499e-81c8-a8bb54b9fcfc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,7.041216357873232,31.448213313842583,7.041216357873232,7.862053328460646,1.006504808815746,7.041216357873232,michalewicz
5,0.8788518104233879,2.4585818703609696,3.1030790740952976,3.0983597811058523,2.7735945546061833,-1.0537215195984087,-1.886416714028257,True,-0.8326951944298484,logei,0.0,False,0,9,0a4ef7c4-32c7-499e-81c8-a8bb54b9fcfc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,9.101442686287387,40.54965600012997,7.041216357873232,8.109931200025994,1.006504808815746,7.041216357873232,michalewicz
6,2.748864114568933,0.0,2.902104460067109,0.0,3.0598655581035974,-0.7314672393102173,-1.9517873496793556,True,-1.2203201103691383,logei,0.31273780000628904,False,0,9,0a4ef7c4-32c7-499e-81c8-a8bb54b9fcfc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,8.779188405999196,49.328844406129164,7.041216357873232,8.221474067688193,1.006504808815746,7.041216357873232,michalewicz
7,2.5692820336052264,1.2709037824140623,2.10859016670723,0.0,1.9772164290311978,-0.7419285293886836,-1.588397070701765,True,-0.8464685413130814,logei,0.42956439999397844,False,0,9,0a4ef7c4-32c7-499e-81c8-a8bb54b9fcfc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,8.789649696077662,58.118494102206824,7.041216357873232,8.302642014600975,1.006504808815746,7.041216357873232,michalewicz
8,2.690672028657921,2.2050754354899826,2.664528522024901,0.7744431331630061,1.705717919709217,0.7483831745246242,-0.21876116431746595,True,-0.9671443388420902,logei,0.27450850000604987,False,0,9,0a4ef7c4-32c7-499e-81c8-a8bb54b9fcfc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,7.299337992164354,65.41783209437118,7.041216357873232,8.177229011796397,1.006504808815746,7.041216357873232,michalewicz
9,2.6287354592643672,1.356769981728066,2.292082024625311,1.3809700338039617,2.0961302260822245,-0.10116655748548119,-1.0700079545662464,True,-0.9688413970807652,logei,0.3675260999589227,False,0,9,0a4ef7c4-32c7-499e-81c8-a8bb54b9fcfc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,8.14888772417446,73.56671981854564,7.041216357873232,8.174079979838403,1.006504808815746,7.041216357873232,michalewicz
10,1.9101923174089985,1.613008960775741,2.412129440638042,0.7888494830290925,2.3386857990347054,1.0774587185356932,0.3121994999508414,True,-0.7652592185848518,logei,0.46634839999023825,False,0,9,0a4ef7c4-32c7-499e-81c8-a8bb54b9fcfc,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.0774587185356932,6.970262448153285,80.53698226669891,6.970262448153285,8.05369822666989,1.0774587185356932,6.970262448153285,michalewicz
