dataset,objective,acquisition,error_model,jitter_iteration,jitter_std,oracle_model,delta_excess_l2_norm_mean,final_simple_regret_excess_true_mean,final_cum_regret_excess_true_mean,final_avg_regret_excess_true_mean,auc_simple_regret_excess_true_mean,delta_excess_l2_norm_std,final_simple_regret_excess_true_std,final_cum_regret_excess_true_std,final_avg_regret_excess_true_std,auc_simple_regret_excess_true_std,runs
iso_hicks_law,composite,ucb,gaussian,0,0.276385,gradient_boosting,0.0,0.0,-10.789615330008562,-0.2157923066001713,-2.4368523172623933,0.0,0.0,16.295332097377333,0.32590664194754665,4.242025330010522,5
iso_hicks_law,composite,ucb,gaussian,0,1.105541,gradient_boosting,0.0,0.0,14.448807061978831,0.28897614123957666,9.195089519390377,0.0,0.0,30.651019652247655,0.6130203930449531,8.823318500479514,5
iso_hicks_law,composite,ucb,gaussian,0,5.527704,gradient_boosting,0.0,0.7789556851516022,163.57737325340744,3.2715474650681493,73.32805909433607,0.0,0.5469863066846504,25.07243469549023,0.5014486939098044,19.88828451073532,5
all,composite,ei,gaussian,0,0.276385,gradient_boosting,0.0,-0.021220174886620848,-66.09976682775711,-1.321995336555142,6.619563272629046,0.0,0.11670485215805153,48.047788051148494,0.9609557610229699,13.33047754581567,5
all,composite,ei,gaussian,0,1.105541,gradient_boosting,0.0,0.310486397147249,-94.89304935398047,-1.8978609870796093,20.690625711531748,0.0,0.6487655270316164,36.344807663043596,0.7268961532608719,22.681907400650392,5
all,composite,ei,gaussian,0,5.527704,gradient_boosting,0.0,1.3864885085457122,38.517524198755694,0.770350483975114,106.41393257947956,0.0,0.753405696207679,53.7922257212808,1.0758445144256161,54.57488036362155,5
all,composite,logei,gaussian,0,0.276385,gradient_boosting,0.0,0.05209047154487294,-51.71094768724652,-1.0342189537449304,13.418716687033498,0.0,0.09880097465720089,46.846393532704674,0.9369278706540936,16.375810995382462,5
all,composite,logei,gaussian,0,1.105541,gradient_boosting,0.0,0.06417823776993573,-35.03399233753695,-0.7006798467507389,31.244726908773895,0.0,0.09965771575059357,35.46978007252833,0.7093956014505667,17.36677961687985,5
all,composite,logei,gaussian,0,5.527704,gradient_boosting,0.0,1.3459172233581562,72.41022808573462,1.4482045617146926,99.41507425324811,0.0,1.1904959496254217,77.10408301266301,1.5420816602532605,47.02755590769678,5
all,composite,qnei,gaussian,0,0.276385,gradient_boosting,0.0,-0.051409378044088606,-7.267096222737701,-0.14534192445475416,-3.925924795225453,0.0,0.11495486398756731,14.911136905677218,0.2982227381135444,4.018277401840189,5
all,composite,qnei,gaussian,0,1.105541,gradient_boosting,0.0,-0.05821824838032121,-65.36630395827851,-1.3073260791655703,34.095206945662646,0.0,0.11212191961323546,15.796367007950547,0.315927340159011,34.90934826271723,5
all,composite,qnei,gaussian,0,5.527704,gradient_boosting,0.0,0.5884303880838676,-26.347259101188804,-0.5269451820237759,56.351195641475556,0.0,0.8074719762003573,42.22297867084316,0.8444595734168632,34.86654615415692,5
all,composite,random,gaussian,0,0.276385,gradient_boosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
all,composite,random,gaussian,0,1.105541,gradient_boosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
all,composite,random,gaussian,0,5.527704,gradient_boosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
all,composite,sobol,gaussian,0,0.276385,gradient_boosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
all,composite,sobol,gaussian,0,1.105541,gradient_boosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
all,composite,sobol,gaussian,0,5.527704,gradient_boosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
all,composite,ucb,gaussian,0,0.276385,gradient_boosting,0.0,0.0,-10.789615330008562,-0.2157923066001713,-2.4368523172623933,0.0,0.0,16.295332097377333,0.32590664194754665,4.242025330010522,5
all,composite,ucb,gaussian,0,1.105541,gradient_boosting,0.0,0.0,14.448807061978831,0.28897614123957666,9.195089519390377,0.0,0.0,30.651019652247655,0.6130203930449531,8.823318500479514,5
all,composite,ucb,gaussian,0,5.527704,gradient_boosting,0.0,0.7789556851516022,163.57737325340744,3.2715474650681493,73.32805909433607,0.0,0.5469863066846504,25.07243469549023,0.5014486939098044,19.88828451073532,5
