run_id,dataset,objective,acquisition,seed,oracle_model,baseline,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2_jitter,final_best_true_jitter,final_simple_regret_true_jitter,final_cum_regret_true_jitter,final_avg_regret_true_jitter,auc_simple_regret_true_jitter,auc_simple_regret_true_postonset_per_iter_jitter,final_inference_simple_regret_true_jitter,auc_inference_simple_regret_true_jitter,param_columns,response_x0,response_x1,response_x2,response_x3,response_x4,response_l2_baseline,final_best_true_baseline,final_simple_regret_true_baseline,final_cum_regret_true_baseline,final_avg_regret_true_baseline,auc_simple_regret_true_baseline,auc_simple_regret_true_postonset_per_iter_baseline,final_inference_simple_regret_true_baseline,auc_inference_simple_regret_true_baseline,response_l2_excess,final_best_true_excess,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true,auc_simple_regret_excess_true_postonset_per_iter,final_inference_simple_regret_excess_true,auc_inference_simple_regret_excess_true
edba721d-a532-4ff2-9541-0f7f3638bebe,michalewicz,value,logei,10,exact,False,gaussian,0.05,0,50,0,1,2,3.409690555775156,4.815431541002285,3.2322896256866933,304.5740124698321,6.091480249396642,260.59466648689113,5.318258499732472,3.2322896256866933,260.79615160260244,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926,3.409690555775156,5.202071452657544,2.845649714031434,290.79857699041,5.8159715398082,225.6348763619162,4.604793395141147,2.845649714031434,225.6348763619162,0.0,-0.3866399116552586,0.38663991165525946,13.775435479422072,0.27550870958844165,34.959790124974916,0.7134651045913252,0.38663991165525946,35.16127524068622
0b51ed3a-795d-4d27-8bdc-df8c9f84a8f9,michalewicz,value,logei,10,exact,False,gaussian,0.25,0,50,0,1,2,3.409690555775156,4.398070198534881,3.6496509681540976,278.9410978592277,5.578821957184553,232.45450707661232,4.743969532175761,3.6496509681540976,236.3830487818656,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926,3.409690555775156,5.202071452657544,2.845649714031434,290.79857699041,5.8159715398082,225.6348763619162,4.604793395141147,2.845649714031434,225.6348763619162,0.0,-0.8040012541226629,0.8040012541226638,-11.857479131182345,-0.23714958262364672,6.819630714696103,0.13917613703461384,0.8040012541226638,10.748172419949384
8a8d6c9f-e8f6-4f08-b8c5-59f4133ebc65,michalewicz,value,logei,10,exact,False,gaussian,1.0,0,50,0,1,2,3.409690555775156,4.109355900480884,3.938365266208094,364.9844919901166,7.299689839802332,293.24469431346074,5.984585598233893,5.5646694446923135,304.4417479381019,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926,3.409690555775156,5.202071452657544,2.845649714031434,290.79857699041,5.8159715398082,225.6348763619162,4.604793395141147,2.845649714031434,225.6348763619162,0.0,-1.0927155521766592,1.09271555217666,74.1859149997066,1.4837182999941323,67.60981795154453,1.3797922030927454,2.7190197306608797,78.8068715761857
98b06ca4-5f75-4181-b101-9384406ced18,michalewicz,value,logei,10,exact,False,gaussian,5.0,0,50,0,1,2,3.409690555775156,2.4118125873499827,5.635908579338995,410.5599609175985,8.21119921835197,325.5561691392267,6.644003451820954,5.635908579338995,351.7200796996797,"x0,x1,x2,x3,x4",-2.5763639183200144,1.5122202941068952,0.04179210139287726,0.8677923190970707,1.3952484867540926,3.409690555775156,5.202071452657544,2.845649714031434,290.79857699041,5.8159715398082,225.6348763619162,4.604793395141147,2.845649714031434,225.6348763619162,0.0,-2.790258865307561,2.7902588653075613,119.76138392718849,2.39522767854377,99.9212927773105,2.0392100566798064,2.7902588653075613,126.08520333776346
500ac615-832c-4edd-b35a-76a556eb4ec2,michalewicz,value,logei,10,exact,False,gaussian,0.05,20,50,0,21,22,0.7484421221248951,6.147318632381838,1.9004025343071405,263.1483006829952,5.262966013659903,219.78499848447402,2.958696258496499,1.9004025343071405,219.78499848447402,"x0,x1,x2,x3,x4",0.0962629680100382,-0.7176392747711955,0.140418300878276,-0.1201524628563484,-0.04170142581014602,0.7483510033070848,5.202071452657544,2.845649714031434,290.79857699041,5.8159715398082,225.6348763619162,3.1604161853048525,2.845649714031434,225.6348763619162,9.111881781032061e-05,0.9452471797242943,-0.9452471797242934,-27.6502763074148,-0.5530055261482971,-5.8498778774421964,-0.20171992680835338,-0.9452471797242934,-5.8498778774421964
dca441d8-e00c-431a-8f04-03d0ef7dd6d4,michalewicz,value,logei,10,exact,False,gaussian,0.25,20,50,0,21,22,0.7535066052505964,6.259890749832918,1.7878304168560604,248.96625402971355,4.979325080594271,207.72481109432493,2.542827727801705,2.353155844525487,212.46875988988455,"x0,x1,x2,x3,x4",0.12922055197056892,-0.7204632168648197,0.1462740521825443,-0.10300917443060653,0.00013375619120026272,0.7483510033070848,5.202071452657544,2.845649714031434,290.79857699041,5.8159715398082,225.6348763619162,3.1604161853048525,2.845649714031434,225.6348763619162,0.005155601943511612,1.0578192971753744,-1.0578192971753735,-41.83232296069647,-0.8366464592139291,-17.91006526759128,-0.6175884575031474,-0.49249386950594687,-13.16611647203166
fafde220-a3a5-4829-bccf-0c3a48e7b5df,michalewicz,value,logei,10,exact,False,gaussian,1.0,20,50,0,21,22,0.8747579207935176,5.2857956066500815,2.7619255600388968,274.5235399935704,5.490470799871408,224.61850376559175,3.1253688543971108,3.759275420234759,244.28997596164947,"x0,x1,x2,x3,x4",-0.3566602663033156,-0.7844423566219885,0.1504773203780314,0.0012615589205764444,-0.0002192936939362511,0.7483510033070848,5.202071452657544,2.845649714031434,290.79857699041,5.8159715398082,225.6348763619162,3.1604161853048525,2.845649714031434,225.6348763619162,0.12640691748643273,0.08372415399253796,-0.08372415399253708,-16.275036996839617,-0.32550073993679174,-1.0163725963244588,-0.0350473309077417,0.9136257062033253,18.655099599733262
bc3cb5d5-4a44-48b3-a1b5-c5ca296aeb06,michalewicz,value,logei,10,exact,False,gaussian,5.0,20,50,0,21,22,0.09105070700868102,4.369286429572845,3.6784347371161337,356.130726130938,7.12261452261876,240.65741436444338,3.6784347371161337,5.808805555585738,309.1549806923565,"x0,x1,x2,x3,x4",0.042334899179676366,0.07592104369240893,-0.021868300893102655,0.014756477894918962,0.0061649378803150245,0.7483510033070848,5.202071452657544,2.845649714031434,290.79857699041,5.8159715398082,225.6348763619162,3.1604161853048525,2.845649714031434,225.6348763619162,-0.6573002962984038,-0.8327850230846989,0.8327850230846998,65.33214914052797,1.3066429828105601,15.02253800252717,0.5180185518112812,2.963155841554304,83.52010433044029
5c1206df-5842-4057-a44e-6df145024285,michalewicz,value,logei,11,exact,False,gaussian,0.05,0,50,0,1,2,4.57017014560389,5.987621641585624,2.0600995251033547,277.6942505124661,5.5538850102493225,195.10265480229316,3.9816868326998605,2.0600995251033547,195.12486274847004,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305,4.57017014560389,4.558646333878279,3.489074832810699,288.834482202046,5.77668964404092,228.30842013540214,4.659355512967391,3.489074832810699,228.30842013540214,0.0,1.4289753077073444,-1.4289753077073444,-11.140231689579878,-0.22280463379159787,-33.205765333108985,-0.6776686802675305,-1.4289753077073444,-33.18355738693211
521173e7-38b6-437c-9529-63e23ab2ad19,michalewicz,value,logei,11,exact,False,gaussian,0.25,0,50,0,1,2,4.57017014560389,3.865886726058848,4.18183444063013,308.8256775584927,6.176513551169855,260.11322944263463,5.3084332539313195,4.18183444063013,263.7051729621462,"x0,x1,x2,x3,x4",2.5121457262230966,-1.347294900034295,-1.481965935395698,2.889132524111535,1.488981425934305,4.57017014560389,4.558646333878279,3.489074832810699,288.834482202046,5.77668964404092,228.30842013540214,4.659355512967391,3.489074832810699,228.30842013540214,0.0,-0.6927596078194314,0.6927596078194309,19.991195356446724,0.39982390712893423,31.80480930723249,0.6490777409639286,0.6927596078194309,35.39675282674406
