iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.2857020276919962,4.99277862440115,0.6286520689813629,0.6286520689813629,False,0.0,pi,0.0,False,False,11,0081fe42-533b-43e5-9a63-a6b67eda1f1a,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,0.6214033969187057,0.6214033969187057,0.6214033969187057,0.6214033969187057,0.6286520689813629,0.6214033969187057,branin
2,6.014983576233575,0.28689008371944547,0.31569466412453523,0.31569466412453523,False,0.0,pi,0.0,False,False,11,0081fe42-533b-43e5-9a63-a6b67eda1f1a,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,0.9343608017755334,1.5557641986942392,0.6214033969187057,0.7778820993471196,0.6286520689813629,0.6214033969187057,branin
3,1.4792608457745593,9.282110229603695,-0.6232490171577227,-0.6232490171577227,False,0.0,pi,0.0,False,False,11,0081fe42-533b-43e5-9a63-a6b67eda1f1a,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,1.8733044830577914,3.429068681752031,0.6214033969187057,1.1430228939173437,0.6286520689813629,0.6214033969187057,branin
4,0.7042057615419683,1.2977394939929798,-0.19576267605595013,-0.19576267605595013,False,0.0,pi,0.0,False,False,11,0081fe42-533b-43e5-9a63-a6b67eda1f1a,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,1.4458181419560188,4.874886823708049,0.6214033969187057,1.2187217059270123,0.6286520689813629,0.6214033969187057,branin
5,9.48328453291775,6.218835927963829,0.5961916848094132,0.5961916848094132,False,0.0,pi,0.0,False,False,11,0081fe42-533b-43e5-9a63-a6b67eda1f1a,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.6286520689813629,0.6538637810906555,5.528750604798705,0.6214033969187057,1.105750120959741,0.6286520689813629,0.6214033969187057,branin
6,2.2886034410651277,4.83588587189881,0.937417152371287,0.937417152371287,False,0.0,pi,0.20017949998145923,False,True,11,0081fe42-533b-43e5-9a63-a6b67eda1f1a,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.937417152371287,0.3126383135287817,5.841388918327486,0.3126383135287817,0.9735648197212478,0.937417152371287,0.3126383135287817,branin
7,3.1020066828650417,4.792012038114063,0.9539339403065503,0.9539339403065503,False,0.0,pi,0.2761919999611564,False,True,11,0081fe42-533b-43e5-9a63-a6b67eda1f1a,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.9539339403065503,0.29612152559351834,6.137510443921005,0.29612152559351834,0.8767872062744292,0.9539339403065503,0.29612152559351834,branin
8,2.8467824869388023,4.0507069132456195,1.1175269288153735,1.1175269288153735,False,0.0,pi,0.2577793000382371,False,True,11,0081fe42-533b-43e5-9a63-a6b67eda1f1a,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.1175269288153735,0.13252853708469514,6.270038981005699,0.13252853708469514,0.7837548726257124,1.1175269288153735,0.13252853708469514,branin
9,3.5605039365857816,3.7930095271852258,1.0514384495261941,1.0514384495261941,False,0.0,pi,0.27680759999202564,False,True,11,0081fe42-533b-43e5-9a63-a6b67eda1f1a,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.1175269288153735,0.19861701637387452,6.468655997379574,0.13252853708469514,0.718739555264397,1.1175269288153735,0.13252853708469514,branin
10,2.571824538809712,3.3868529066233464,1.1587300793135373,1.1587300793135373,False,0.0,pi,0.27684069995302707,False,True,11,0081fe42-533b-43e5-9a63-a6b67eda1f1a,gaussian,5.0,20,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.1587300793135373,0.09132538658653133,6.559981383966105,0.09132538658653133,0.6559981383966105,1.1587300793135373,0.09132538658653133,branin
