iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.0272137021115593,3.101621678089748,1.0012596288055424,2.477299543768252,2.73286049052822,0.15323094724110708,0.15323094724110708,0.15323094724110708,0.0,False,False,0.0,ucb,0.0,False,8,ac351cc5-0cb3-45e0-884c-07080107a180,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.15323094724110708,7.894490219447871,7.894490219447871,7.894490219447871,7.894490219447871,0.15323094724110708,7.894490219447871,michalewicz
2,1.2286291551541173,1.3756464757427227,1.1710252155791652,0.3360046329538751,1.5047143521208903,0.32604765500876154,0.32604765500876154,0.32604765500876154,0.0,False,False,0.0,ucb,0.0,False,8,ac351cc5-0cb3-45e0-884c-07080107a180,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.32604765500876154,7.721673511680216,15.616163731128086,7.721673511680216,7.808081865564043,0.32604765500876154,7.721673511680216,michalewicz
3,0.7582301259261758,0.8078456237537506,0.5803513018372032,0.6090434426292817,2.5567150298471115,-1.0282202964532643,-1.0282202964532643,-1.0282202964532643,0.0,False,False,0.0,ucb,0.0,False,8,ac351cc5-0cb3-45e0-884c-07080107a180,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.32604765500876154,9.075941463142243,24.69210519427033,7.721673511680216,8.230701731423443,0.32604765500876154,7.721673511680216,michalewicz
4,1.3288440180585444,0.8039979789080718,1.8563760580914754,1.898377406065081,2.032164425727874,0.5224310245244812,0.5224310245244812,0.5224310245244812,0.0,False,False,0.0,ucb,0.0,False,8,ac351cc5-0cb3-45e0-884c-07080107a180,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,7.525290142164497,32.217395336434826,7.525290142164497,8.054348834108707,0.5224310245244812,7.525290142164497,michalewicz
5,2.863110509619268,0.4718864178640059,1.1667470743524408,0.8941621038640123,0.052722372294653944,-0.1443543065132659,-0.1443543065132659,-0.1443543065132659,0.0,False,False,0.0,ucb,0.0,False,8,ac351cc5-0cb3-45e0-884c-07080107a180,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.192075473202244,40.40947080963707,7.525290142164497,8.081894161927414,0.5224310245244812,7.525290142164497,michalewicz
6,1.4710380015441284,2.0693103019695487,1.8448919547438511,1.7700985257835058,1.6052710890868367,-1.0119344074824486,-1.0119344074824486,-1.0119344074824486,0.0,False,False,0.0,ucb,0.2872288000071421,False,8,ac351cc5-0cb3-45e0-884c-07080107a180,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,9.059655574171426,49.4691263838085,7.525290142164497,8.244854397301417,0.5224310245244812,7.525290142164497,michalewicz
7,1.370457887452236,0.9673162975777136,1.7357190354981107,0.5745613363180184,1.2806523440292417,-1.0539012393678235,-1.0539012393678235,-1.0539012393678235,0.0,False,False,0.0,ucb,0.28551519999746233,False,8,ac351cc5-0cb3-45e0-884c-07080107a180,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,9.101622406056801,58.570748789865306,7.525290142164497,8.367249827123615,0.5224310245244812,7.525290142164497,michalewicz
8,1.2834368471385904,0.42003289178226416,1.8922978047485344,2.3171998624535415,2.359822992964707,-1.053928091940319,-1.053928091940319,-1.053928091940319,0.0,False,False,0.0,ucb,0.3068844999652356,False,8,ac351cc5-0cb3-45e0-884c-07080107a180,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,9.101649258629298,67.6723980484946,7.525290142164497,8.459049756061825,0.5224310245244812,7.525290142164497,michalewicz
9,1.4220911919257195,1.0087318464345798,1.9834606394124907,2.077317539130162,1.9337777812875725,-1.051994601990236,-1.051994601990236,-1.051994601990236,0.0,False,False,0.0,ucb,0.32355400000233203,False,8,ac351cc5-0cb3-45e0-884c-07080107a180,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,9.099715768679214,76.77211381717382,7.525290142164497,8.530234868574869,0.5224310245244812,7.525290142164497,michalewicz
10,1.2788766170279016,0.6545895108189399,1.7815417206993756,1.657793400457417,2.0140618616173334,-1.0539366324271064,-1.0539366324271064,-1.0539366324271064,0.0,False,False,0.0,ucb,0.36759030004031956,False,8,ac351cc5-0cb3-45e0-884c-07080107a180,none,0.01,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,9.101657799116085,85.8737716162899,7.525290142164497,8.58737716162899,0.5224310245244812,7.525290142164497,michalewicz
