dataset,objective,acquisition,error_model,jitter_iteration,jitter_std,oracle_model,delta_excess_l2_norm_mean,final_simple_regret_excess_true_mean,final_cum_regret_excess_true_mean,final_avg_regret_excess_true_mean,auc_simple_regret_excess_true_mean,delta_excess_l2_norm_std,final_simple_regret_excess_true_std,final_cum_regret_excess_true_std,final_avg_regret_excess_true_std,auc_simple_regret_excess_true_std,runs
iso_power_law_practice,composite,ucb,gaussian,0,5.58325,gradient_boosting,0.0,0.35617616443149075,48.13711580775597,0.9627423161551194,18.988398075868226,0.0,0.30293462925145465,13.329567123151758,0.2665913424630352,17.04326378927387,5
all,composite,ei,gaussian,0,0.279162,gradient_boosting,0.0,0.15306518526856486,-9.741154912825872,-0.1948230982565175,7.062353754922583,0.0,0.23860441868250276,20.885492526002125,0.41770985052004245,5.14219265398617,5
all,composite,ei,gaussian,0,1.11665,gradient_boosting,0.0,0.533349854048646,26.247409720957865,0.5249481944191572,21.84164704007339,0.0,0.5243980452847485,25.193534103085533,0.5038706820617106,9.43858437809089,5
all,composite,ei,gaussian,0,5.58325,gradient_boosting,0.0,0.4817881491579373,48.08958763159684,0.9617917526319367,19.277602512510168,0.0,0.6524028016253789,37.92559936065123,0.7585119872130246,16.280486205858956,5
all,composite,logei,gaussian,0,0.279162,gradient_boosting,0.0,0.050175148383808967,-7.311731369557419,-0.14623462739114843,1.6103812549878576,0.0,0.13459317508230123,17.60231670745542,0.35204633414910846,9.470812581317874,5
all,composite,logei,gaussian,0,1.11665,gradient_boosting,0.0,0.4183515695382596,11.329396703018746,0.22658793406037486,13.171131148103722,0.0,0.48592998129401477,29.728541607938425,0.5945708321587686,23.87146673082905,5
all,composite,logei,gaussian,0,5.58325,gradient_boosting,0.0,0.576956196456959,65.89932432336128,1.3179864864672255,27.058943755135083,0.0,0.26170890885190473,46.54847133616877,0.9309694267233752,22.97532246426175,5
all,composite,qnei,gaussian,0,0.279162,gradient_boosting,0.0,0.023864749644713346,-4.574209214779955,-0.09148418429559912,9.179744265710806,0.0,0.21013525521527285,10.04193853012882,0.2008387706025765,11.420703993173888,5
all,composite,qnei,gaussian,0,1.11665,gradient_boosting,0.0,0.3504181027520742,23.16307345605288,0.4632614691210577,11.756656323917301,0.0,0.5923240638414675,16.728602009716003,0.33457204019432013,16.038719233091577,5
all,composite,qnei,gaussian,0,5.58325,gradient_boosting,0.0,0.646843145991704,52.535785459947284,1.0507157091989456,27.919113839941296,0.0,0.27194447063564425,31.169194855137523,0.6233838971027506,10.56479436075016,5
all,composite,random,gaussian,0,0.279162,gradient_boosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
all,composite,random,gaussian,0,1.11665,gradient_boosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
all,composite,random,gaussian,0,5.58325,gradient_boosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
all,composite,sobol,gaussian,0,0.279162,gradient_boosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
all,composite,sobol,gaussian,0,1.11665,gradient_boosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
all,composite,sobol,gaussian,0,5.58325,gradient_boosting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
all,composite,ucb,gaussian,0,0.279162,gradient_boosting,0.0,0.003981462904445676,-10.414151462923465,-0.20828302925846937,-1.6177687803205636,0.0,0.28259481323887065,11.536622615584454,0.23073245231168904,14.304209776949126,5
all,composite,ucb,gaussian,0,1.11665,gradient_boosting,0.0,0.1363133966070913,15.613640404485682,0.3122728080897136,5.086946587676103,0.0,0.41237015926015635,23.354054618700676,0.4670810923740135,9.349390701972219,5
all,composite,ucb,gaussian,0,5.58325,gradient_boosting,0.0,0.35617616443149075,48.13711580775597,0.9627423161551194,18.988398075868226,0.0,0.30293462925145465,13.329567123151758,0.2665913424630352,17.04326378927387,5
