iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625095466604667,0.8972138009695755,0.7756856902451935,0.24904007775011222,0.24904007775011222,0.24904007775011222,0.0,False,False,0.0,logei,0.0,False,7,c69177c5-c477-4c55-8a5d-1395aaad8a30,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.24904007775011222,2.8058608644056156,2.8058608644056156,2.8058608644056156,2.8058608644056156,0.24904007775011222,2.8058608644056156,hartmann_3
2,0.22520718999059186,0.30016628491122543,0.8735534453962619,1.1754030797677335,1.1754030797677335,1.1754030797677335,0.0,False,False,0.0,logei,0.0,False,7,c69177c5-c477-4c55-8a5d-1395aaad8a30,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1754030797677335,1.879497862387994,4.685358726793609,1.879497862387994,2.3426793633968046,1.1754030797677335,1.879497862387994,hartmann_3
3,0.005265304565574724,0.8212284183827663,0.7970694287520462,1.1880648068824795,1.1880648068824795,1.1880648068824795,0.0,False,False,0.0,logei,0.0,False,7,c69177c5-c477-4c55-8a5d-1395aaad8a30,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,1.866836135273248,6.552194862066857,1.866836135273248,2.184064954022286,1.1880648068824795,1.866836135273248,hartmann_3
4,0.4679349528437208,0.3030324268193135,0.2784256121007733,-0.26232363504763334,-0.26232363504763334,-0.26232363504763334,0.0,False,False,0.0,logei,0.0,False,7,c69177c5-c477-4c55-8a5d-1395aaad8a30,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.317224577203361,9.869419439270217,1.866836135273248,2.4673548598175543,1.1880648068824795,1.866836135273248,hartmann_3
5,0.2548695876541246,0.4450763058826466,0.5045482589579533,-0.3085779726034354,-0.3085779726034354,-0.3085779726034354,0.0,False,False,0.0,logei,0.0,False,7,c69177c5-c477-4c55-8a5d-1395aaad8a30,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.363478914759163,13.23289835402938,1.866836135273248,2.646579670805876,1.1880648068824795,1.866836135273248,hartmann_3
6,0.0,0.6125562175702147,0.9390882002799809,2.233667730354497,2.233667730354497,2.233667730354497,0.0,False,False,0.0,logei,0.7990010000066832,False,7,c69177c5-c477-4c55-8a5d-1395aaad8a30,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.233667730354497,0.8212332118012307,14.05413156583061,0.8212332118012307,2.3423552609717686,2.233667730354497,0.8212332118012307,hartmann_3
7,0.0,0.7037105536961614,1.0,0.834344403654092,0.834344403654092,0.834344403654092,0.0,False,False,0.0,logei,0.773146599996835,False,7,c69177c5-c477-4c55-8a5d-1395aaad8a30,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.233667730354497,2.2205565385016355,16.274688104332245,0.8212332118012307,2.324955443476035,2.233667730354497,0.8212332118012307,hartmann_3
8,0.0,0.6785994905015306,0.909388271637735,2.2644445408280567,2.2644445408280567,2.2644445408280567,0.0,False,False,0.0,logei,0.9588509000022896,False,7,c69177c5-c477-4c55-8a5d-1395aaad8a30,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.2644445408280567,0.7904564013276709,17.065144505659916,0.7904564013276709,2.1331430632074895,2.2644445408280567,0.7904564013276709,hartmann_3
9,0.0,0.4246866758495823,0.9166039928343465,2.0402903653259425,2.0402903653259425,2.0402903653259425,0.0,False,False,0.0,logei,0.9225766999879852,False,7,c69177c5-c477-4c55-8a5d-1395aaad8a30,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.2644445408280567,1.014610576829785,18.0797550824897,0.7904564013276709,2.008861675832189,2.2644445408280567,0.7904564013276709,hartmann_3
10,0.0,0.9691408302166205,0.9196960992447922,-0.23914297420304614,-0.23914297420304614,-0.23914297420304614,0.0,False,False,0.0,logei,0.9759937000053469,False,7,c69177c5-c477-4c55-8a5d-1395aaad8a30,misclick,0.05,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.2644445408280567,3.2940439163587736,21.373798998848475,0.7904564013276709,2.1373798998848477,2.2644445408280567,0.7904564013276709,hartmann_3
